powiat_code,powiat_name,year,unemployment_rate,wage_index
1006000,Powiat łódzki wschodni,2017,8.1,76.5
1006000,Powiat łódzki wschodni,2018,7.0,77.8
1006000,Powiat łódzki wschodni,2019,6.1,78.0
1006000,Powiat łódzki wschodni,2020,6.6,80.1
1006000,Powiat łódzki wschodni,2021,5.8,82.0
1006000,Powiat łódzki wschodni,2022,5.8,81.7
1006000,Powiat łódzki wschodni,2023,5.7,83.1
1006000,Powiat łódzki wschodni,2024,5.5,85.9
1007000,Powiat opoczyński,2013,17.1,77.5
1007000,Powiat opoczyński,2014,13.3,77.1
1007000,Powiat opoczyński,2015,10.0,76.5
1007000,Powiat opoczyński,2016,8.7,76.1
1007000,Powiat opoczyński,2017,6.2,75.7
1007000,Powiat opoczyński,2018,5.9,76.1
1007000,Powiat opoczyński,2019,5.8,76.0
1007000,Powiat opoczyński,2020,6.8,78.6
1007000,Powiat opoczyński,2021,7.8,81.3
1007000,Powiat opoczyński,2022,8.1,81.5
1007000,Powiat opoczyński,2023,8.5,84.1
1007000,Powiat opoczyński,2024,8.6,83.9
1008000,Powiat pabianicki,2013,16.6,79.8
1008000,Powiat pabianicki,2014,13.7,79.7
1008000,Powiat pabianicki,2015,11.4,82.0
1008000,Powiat pabianicki,2016,9.6,82.5
1008000,Powiat pabianicki,2017,7.8,83.5
1008000,Powiat pabianicki,2018,6.9,83.7
1008000,Powiat pabianicki,2019,6.2,85.1
1008000,Powiat pabianicki,2020,6.8,84.6
1008000,Powiat pabianicki,2021,6.5,84.9
1008000,Powiat pabianicki,2022,5.8,84.3
1008000,Powiat pabianicki,2023,5.6,83.6
1008000,Powiat pabianicki,2024,6.0,85.7
1009000,Powiat pajęczański,2013,13.9,83.2
1009000,Powiat pajęczański,2014,11.4,83.4
1009000,Powiat pajęczański,2015,9.6,82.6
1009000,Powiat pajęczański,2016,8.4,82.3
1009000,Powiat pajęczański,2017,7.8,81.1
1009000,Powiat pajęczański,2018,7.4,81.1
1009000,Powiat pajęczański,2019,7.1,80.1
1009000,Powiat pajęczański,2020,8.0,82.8
1009000,Powiat pajęczański,2021,9.4,81.3
1009000,Powiat pajęczański,2022,8.2,81.5
1009000,Powiat pajęczański,2023,8.2,80.9
1009000,Powiat pajęczański,2024,8.0,83.1
1010000,Powiat piotrkowski,2013,13.6,74.4
1010000,Powiat piotrkowski,2014,10.8,73.9
1010000,Powiat piotrkowski,2015,9.8,73.7
1010000,Powiat piotrkowski,2016,8.0,74.5
1010000,Powiat piotrkowski,2017,6.2,75.9
1010000,Powiat piotrkowski,2018,5.5,76.4
1010000,Powiat piotrkowski,2019,4.8,76.9
1010000,Powiat piotrkowski,2020,5.7,77.0
1010000,Powiat piotrkowski,2021,6.8,77.6
1010000,Powiat piotrkowski,2022,6.1,78.7
1010000,Powiat piotrkowski,2023,6.2,77.0
1010000,Powiat piotrkowski,2024,6.6,80.6
1011000,Powiat poddębicki,2013,15.6,95.2
1011000,Powiat poddębicki,2014,13.2,93.5
1011000,Powiat poddębicki,2015,11.4,94.0
1011000,Powiat poddębicki,2016,9.3,95.4
1011000,Powiat poddębicki,2017,7.0,96.9
1011000,Powiat poddębicki,2018,6.4,96.8
1011000,Powiat poddębicki,2019,6.2,101.4
1011000,Powiat poddębicki,2020,6.8,103.0
1011000,Powiat poddębicki,2021,7.8,108.0
1011000,Powiat poddębicki,2022,6.8,110.0
1011000,Powiat poddębicki,2023,7.3,109.3
1011000,Powiat poddębicki,2024,7.1,110.3
1012000,Powiat radomszczański,2013,16.5,73.2
1012000,Powiat radomszczański,2014,13.8,74.8
1012000,Powiat radomszczański,2015,11.2,74.4
1012000,Powiat radomszczański,2016,9.1,75.1
1012000,Powiat radomszczański,2017,7.1,75.2
1012000,Powiat radomszczański,2018,6.1,75.1
1012000,Powiat radomszczański,2019,5.1,76.1
1012000,Powiat radomszczański,2020,5.6,79.1
1012000,Powiat radomszczański,2021,5.3,80.1
1012000,Powiat radomszczański,2022,4.7,79.5
1012000,Powiat radomszczański,2023,5.0,79.4
1012000,Powiat radomszczański,2024,5.0,81.6
1013000,Powiat rawski,2013,9.4,78.9
1013000,Powiat rawski,2014,7.8,79.1
1013000,Powiat rawski,2015,6.7,79.6
1013000,Powiat rawski,2016,5.5,78.5
1013000,Powiat rawski,2017,4.3,78.7
1013000,Powiat rawski,2018,3.9,83.3
1013000,Powiat rawski,2019,3.1,82.1
1013000,Powiat rawski,2020,3.7,81.6
1013000,Powiat rawski,2021,3.4,83.3
1013000,Powiat rawski,2022,3.5,82.8
1013000,Powiat rawski,2023,3.2,81.3
1013000,Powiat rawski,2024,2.9,83.2
1014000,Powiat sieradzki,2013,13.9,79.5
1014000,Powiat sieradzki,2014,12.3,80.1
1014000,Powiat sieradzki,2015,10.6,79.4
1014000,Powiat sieradzki,2016,8.1,80.5
1014000,Powiat sieradzki,2017,6.1,80.6
1014000,Powiat sieradzki,2018,6.1,81.7
1014000,Powiat sieradzki,2019,5.4,82.5
1014000,Powiat sieradzki,2020,5.9,85.8
1014000,Powiat sieradzki,2021,5.7,85.1
1014000,Powiat sieradzki,2022,5.6,83.9
1014000,Powiat sieradzki,2023,5.4,84.7
1014000,Powiat sieradzki,2024,5.2,86.0
1015000,Powiat skierniewicki,2013,9.0,76.5
1015000,Powiat skierniewicki,2014,7.4,79.1
1015000,Powiat skierniewicki,2015,6.5,79.5
1015000,Powiat skierniewicki,2016,5.0,80.8
1015000,Powiat skierniewicki,2017,4.2,79.8
1015000,Powiat skierniewicki,2018,3.8,80.5
1015000,Powiat skierniewicki,2019,3.7,79.9
1015000,Powiat skierniewicki,2020,4.0,80.6
1015000,Powiat skierniewicki,2021,5.0,81.0
1015000,Powiat skierniewicki,2022,4.4,80.7
1015000,Powiat skierniewicki,2023,4.0,80.2
1015000,Powiat skierniewicki,2024,3.9,80.4
1016000,Powiat tomaszowski,2013,17.8,77.6
1016000,Powiat tomaszowski,2014,13.6,77.3
1016000,Powiat tomaszowski,2015,11.6,78.5
1016000,Powiat tomaszowski,2016,9.3,76.8
1016000,Powiat tomaszowski,2017,7.8,78.5
1016000,Powiat tomaszowski,2018,7.4,78.8
1016000,Powiat tomaszowski,2019,6.8,79.0
1016000,Powiat tomaszowski,2020,7.8,81.0
1016000,Powiat tomaszowski,2021,8.0,82.1
1016000,Powiat tomaszowski,2022,7.7,81.7
1016000,Powiat tomaszowski,2023,7.7,83.5
1016000,Powiat tomaszowski,2024,8.0,86.0
1017000,Powiat wieluński,2013,12.7,77.0
1017000,Powiat wieluński,2014,11.3,78.6
1017000,Powiat wieluński,2015,10.0,78.4
1017000,Powiat wieluński,2016,8.6,78.9
1017000,Powiat wieluński,2017,7.2,80.4
1017000,Powiat wieluński,2018,6.5,79.7
1017000,Powiat wieluński,2019,5.8,80.4
1017000,Powiat wieluński,2020,6.2,78.6
1017000,Powiat wieluński,2021,6.2,83.2
1017000,Powiat wieluński,2022,6.1,82.0
1017000,Powiat wieluński,2023,6.1,82.1
1017000,Powiat wieluński,2024,5.7,82.2
1018000,Powiat wieruszowski,2013,10.9,70.2
1018000,Powiat wieruszowski,2014,8.5,69.9
1018000,Powiat wieruszowski,2015,7.6,71.7
1018000,Powiat wieruszowski,2016,5.8,72.1
1018000,Powiat wieruszowski,2017,4.7,72.2
1018000,Powiat wieruszowski,2018,4.6,71.4
1018000,Powiat wieruszowski,2019,4.0,71.9
1018000,Powiat wieruszowski,2020,4.9,75.4
1018000,Powiat wieruszowski,2021,5.1,75.2
1018000,Powiat wieruszowski,2022,5.2,75.7
1018000,Powiat wieruszowski,2023,4.6,74.3
1018000,Powiat wieruszowski,2024,4.7,76.7
1019000,Powiat zduńskowolski,2013,16.2,77.0
1019000,Powiat zduńskowolski,2014,14.4,76.2
1019000,Powiat zduńskowolski,2015,12.6,75.8
1019000,Powiat zduńskowolski,2016,9.8,76.2
1019000,Powiat zduńskowolski,2017,7.4,78.0
1019000,Powiat zduńskowolski,2018,6.9,77.5
1019000,Powiat zduńskowolski,2019,6.1,76.7
1019000,Powiat zduńskowolski,2020,7.0,79.3
1019000,Powiat zduńskowolski,2021,6.5,80.3
1019000,Powiat zduńskowolski,2022,6.5,83.6
1019000,Powiat zduńskowolski,2023,6.8,80.2
1019000,Powiat zduńskowolski,2024,7.0,82.5
1020000,Powiat zgierski,2013,18.4,85.1
1020000,Powiat zgierski,2014,14.3,84.6
1020000,Powiat zgierski,2015,12.6,86.1
1020000,Powiat zgierski,2016,10.2,87.1
1020000,Powiat zgierski,2017,7.8,88.7
1020000,Powiat zgierski,2018,6.9,90.6
1020000,Powiat zgierski,2019,5.6,89.8
1020000,Powiat zgierski,2020,6.4,92.0
1020000,Powiat zgierski,2021,5.5,91.3
1020000,Powiat zgierski,2022,5.1,89.8
1020000,Powiat zgierski,2023,5.3,88.9
1020000,Powiat zgierski,2024,5.4,90.0
1021000,Powiat brzeziński,2013,15.6,67.2
1021000,Powiat brzeziński,2014,13.1,66.1
1021000,Powiat brzeziński,2015,12.5,66.2
1021000,Powiat brzeziński,2016,10.5,67.6
1021000,Powiat brzeziński,2017,7.6,67.8
1021000,Powiat brzeziński,2018,6.9,70.0
1021000,Powiat brzeziński,2019,6.8,73.5
1021000,Powiat brzeziński,2020,7.5,74.5
1021000,Powiat brzeziński,2021,7.8,76.7
1021000,Powiat brzeziński,2022,7.7,78.5
1021000,Powiat brzeziński,2023,7.4,79.7
1021000,Powiat brzeziński,2024,7.0,82.1
1061000,Powiat m. Łódź,2013,12.3,95.7
1061000,Powiat m. Łódź,2014,10.7,95.8
1061000,Powiat m. Łódź,2015,9.5,97.5
1061000,Powiat m. Łódź,2016,7.9,98.6
1061000,Powiat m. Łódź,2017,6.3,98.6
1061000,Powiat m. Łódź,2018,5.4,98.9
1061000,Powiat m. Łódź,2019,4.8,99.9
1061000,Powiat m. Łódź,2020,6.0,99.8
1061000,Powiat m. Łódź,2021,5.8,101.0
1061000,Powiat m. Łódź,2022,4.5,98.9
1061000,Powiat m. Łódź,2023,4.4,99.4
1061000,Powiat m. Łódź,2024,4.5,99.9
1062000,Powiat m. Piotrków Trybunalski,2013,12.8,71.4
1062000,Powiat m. Piotrków Trybunalski,2014,10.4,73.7
1062000,Powiat m. Piotrków Trybunalski,2015,9.3,74.9
1062000,Powiat m. Piotrków Trybunalski,2016,7.4,75.3
1062000,Powiat m. Piotrków Trybunalski,2017,5.7,76.1
1062000,Powiat m. Piotrków Trybunalski,2018,5.5,77.9
1062000,Powiat m. Piotrków Trybunalski,2019,5.1,78.9
1062000,Powiat m. Piotrków Trybunalski,2020,6.1,80.1
1062000,Powiat m. Piotrków Trybunalski,2021,5.6,83.8
1062000,Powiat m. Piotrków Trybunalski,2022,5.3,81.5
1062000,Powiat m. Piotrków Trybunalski,2023,5.4,81.2
1062000,Powiat m. Piotrków Trybunalski,2024,5.5,83.5
1063000,Powiat m. Skierniewice,2013,12.1,79.5
1063000,Powiat m. Skierniewice,2014,10.1,78.7
1063000,Powiat m. Skierniewice,2015,9.1,77.5
1063000,Powiat m. Skierniewice,2016,7.7,80.1
1063000,Powiat m. Skierniewice,2017,6.2,79.5
1063000,Powiat m. Skierniewice,2018,5.5,82.0
1063000,Powiat m. Skierniewice,2019,5.3,82.9
1063000,Powiat m. Skierniewice,2020,6.4,84.9
1063000,Powiat m. Skierniewice,2021,5.3,85.7
1063000,Powiat m. Skierniewice,2022,4.5,86.5
1063000,Powiat m. Skierniewice,2023,4.7,85.6
1063000,Powiat m. Skierniewice,2024,4.4,89.6
1200000,MAŁOPOLSKIE,2013,11.5,92.2
1200000,MAŁOPOLSKIE,2014,9.7,92.4
1200000,MAŁOPOLSKIE,2015,8.3,94.1
1200000,MAŁOPOLSKIE,2016,6.6,95.0
1200000,MAŁOPOLSKIE,2017,5.3,96.0
1200000,MAŁOPOLSKIE,2018,4.7,96.8
1200000,MAŁOPOLSKIE,2019,4.1,98.4
1200000,MAŁOPOLSKIE,2020,5.3,100.2
1200000,MAŁOPOLSKIE,2021,5.0,100.8
1200000,MAŁOPOLSKIE,2022,4.4,101.8
1200000,MAŁOPOLSKIE,2023,4.2,101.9
1200000,MAŁOPOLSKIE,2024,4.2,102.2
1201000,Powiat bocheński,2013,11.0,83.3
1201000,Powiat bocheński,2014,9.2,83.9
1201000,Powiat bocheński,2015,7.0,83.5
1201000,Powiat bocheński,2016,6.1,84.1
1201000,Powiat bocheński,2017,5.2,83.6
1201000,Powiat bocheński,2018,4.5,82.8
1201000,Powiat bocheński,2019,2.6,82.8
1201000,Powiat bocheński,2020,4.1,81.9
1201000,Powiat bocheński,2021,4.4,84.3
1201000,Powiat bocheński,2022,3.0,84.2
1201000,Powiat bocheński,2023,2.3,81.4
1201000,Powiat bocheński,2024,2.4,82.3
1202000,Powiat brzeski,2013,13.6,75.5
1202000,Powiat brzeski,2014,11.4,76.1
1202000,Powiat brzeski,2015,10.3,76.4
1202000,Powiat brzeski,2016,8.0,75.4
1202000,Powiat brzeski,2017,6.7,76.1
1202000,Powiat brzeski,2018,5.3,76.3
1202000,Powiat brzeski,2019,4.7,76.3
1202000,Powiat brzeski,2020,5.4,76.9
1202000,Powiat brzeski,2021,6.1,77.9
1202000,Powiat brzeski,2022,4.7,76.5
1202000,Powiat brzeski,2023,4.9,77.6
1202000,Powiat brzeski,2024,5.0,80.6
1203000,Powiat chrzanowski,2013,16.4,85.7
1203000,Powiat chrzanowski,2014,13.6,86.3
1203000,Powiat chrzanowski,2015,11.9,85.6
1203000,Powiat chrzanowski,2016,10.4,86.5
1203000,Powiat chrzanowski,2017,8.8,85.7
1203000,Powiat chrzanowski,2018,8.0,87.0
1203000,Powiat chrzanowski,2019,6.3,88.7
1203000,Powiat chrzanowski,2020,7.8,88.9
1203000,Powiat chrzanowski,2021,7.4,88.7
1203000,Powiat chrzanowski,2022,6.3,89.8
1203000,Powiat chrzanowski,2023,6.1,90.8
1203000,Powiat chrzanowski,2024,6.3,92.1
1204000,Powiat dąbrowski,2013,20.3,78.8
1204000,Powiat dąbrowski,2014,16.9,79.4
1204000,Powiat dąbrowski,2015,16.1,78.2
1204000,Powiat dąbrowski,2016,13.9,78.9
1204000,Powiat dąbrowski,2017,12.0,80.7
1204000,Powiat dąbrowski,2018,10.8,78.5
1204000,Powiat dąbrowski,2019,10.1,78.9
1204000,Powiat dąbrowski,2020,11.0,80.1
1204000,Powiat dąbrowski,2021,12.7,80.1
1204000,Powiat dąbrowski,2022,11.3,78.6
1204000,Powiat dąbrowski,2023,12.3,79.9
1204000,Powiat dąbrowski,2024,11.4,83.0
1205000,Powiat gorlicki,2013,14.7,75.3
1205000,Powiat gorlicki,2014,12.4,73.7
1205000,Powiat gorlicki,2015,11.3,73.7
1205000,Powiat gorlicki,2016,8.5,74.1
1205000,Powiat gorlicki,2017,6.3,75.8
1205000,Powiat gorlicki,2018,5.3,74.4
1205000,Powiat gorlicki,2019,4.6,74.9
1205000,Powiat gorlicki,2020,6.1,75.3
1205000,Powiat gorlicki,2021,7.0,77.0
1205000,Powiat gorlicki,2022,6.1,75.0
1205000,Powiat gorlicki,2023,6.1,75.9
1205000,Powiat gorlicki,2024,6.3,77.7
1206000,Powiat krakowski,2013,10.3,96.9
1206000,Powiat krakowski,2014,8.3,96.3
1206000,Powiat krakowski,2015,6.5,101.3
1206000,Powiat krakowski,2016,5.7,105.1
1206000,Powiat krakowski,2017,4.6,107.3
1206000,Powiat krakowski,2018,4.3,108.6
1206000,Powiat krakowski,2019,3.7,106.4
1206000,Powiat krakowski,2020,5.3,104.8
1206000,Powiat krakowski,2021,5.5,92.7
1206000,Powiat krakowski,2022,4.6,95.2
1206000,Powiat krakowski,2023,4.3,95.5
1206000,Powiat krakowski,2024,4.3,94.0
1207000,Powiat limanowski,2013,18.6,77.2
1207000,Powiat limanowski,2014,15.8,77.8
1207000,Powiat limanowski,2015,13.5,76.3
1207000,Powiat limanowski,2016,9.9,76.0
1207000,Powiat limanowski,2017,8.4,75.9
1207000,Powiat limanowski,2018,7.5,75.4
1207000,Powiat limanowski,2019,6.8,74.7
1207000,Powiat limanowski,2020,7.6,75.4
1207000,Powiat limanowski,2021,8.1,77.5
1207000,Powiat limanowski,2022,7.3,77.3
1207000,Powiat limanowski,2023,7.2,78.1
1207000,Powiat limanowski,2024,7.1,80.2
1208000,Powiat miechowski,2013,11.7,76.9
1208000,Powiat miechowski,2014,9.4,77.3
1208000,Powiat miechowski,2015,8.8,76.8
1208000,Powiat miechowski,2016,6.5,75.7
1208000,Powiat miechowski,2017,5.4,75.9
1208000,Powiat miechowski,2018,4.4,76.5
1208000,Powiat miechowski,2019,3.8,77.7
1208000,Powiat miechowski,2020,4.9,79.9
1208000,Powiat miechowski,2021,5.3,81.8
1208000,Powiat miechowski,2022,5.0,80.8
1208000,Powiat miechowski,2023,5.2,80.7
1208000,Powiat miechowski,2024,5.2,84.4
1209000,Powiat myślenicki,2013,13.5,75.2
1209000,Powiat myślenicki,2014,10.4,75.0
1209000,Powiat myślenicki,2015,7.5,74.5
1209000,Powiat myślenicki,2016,4.9,81.1
1209000,Powiat myślenicki,2017,3.0,82.7
1209000,Powiat myślenicki,2018,2.7,83.1
1209000,Powiat myślenicki,2019,2.4,82.7
1209000,Powiat myślenicki,2020,3.8,81.9
1209000,Powiat myślenicki,2021,3.2,83.7
1209000,Powiat myślenicki,2022,3.3,83.6
1209000,Powiat myślenicki,2023,3.0,81.9
1209000,Powiat myślenicki,2024,3.1,84.1
1210000,Powiat nowosądecki,2013,17.6,74.1
1210000,Powiat nowosądecki,2014,14.6,74.7
1210000,Powiat nowosądecki,2015,13.6,75.7
1210000,Powiat nowosądecki,2016,10.2,75.5
1210000,Powiat nowosądecki,2017,8.6,75.0
1210000,Powiat nowosądecki,2018,8.1,76.1
1210000,Powiat nowosądecki,2019,7.8,75.4
1210000,Powiat nowosądecki,2020,9.0,75.3
1210000,Powiat nowosądecki,2021,9.6,75.7
1210000,Powiat nowosądecki,2022,8.7,76.6
1210000,Powiat nowosądecki,2023,8.7,77.8
1210000,Powiat nowosądecki,2024,7.8,79.1
1211000,Powiat nowotarski,2013,14.9,74.3
1211000,Powiat nowotarski,2014,13.1,75.9
1211000,Powiat nowotarski,2015,10.7,75.2
1211000,Powiat nowotarski,2016,9.5,74.4
1211000,Powiat nowotarski,2017,7.0,75.1
1211000,Powiat nowotarski,2018,5.9,76.8
1211000,Powiat nowotarski,2019,5.4,76.1
1211000,Powiat nowotarski,2020,7.2,78.5
1211000,Powiat nowotarski,2021,7.2,77.7
1211000,Powiat nowotarski,2022,4.8,77.1
1211000,Powiat nowotarski,2023,4.9,77.1
1211000,Powiat nowotarski,2024,4.8,79.8
1212000,Powiat olkuski,2013,15.1,91.5
1212000,Powiat olkuski,2014,13.6,91.5
1212000,Powiat olkuski,2015,12.3,89.9
1212000,Powiat olkuski,2016,8.9,90.1
1212000,Powiat olkuski,2017,8.2,91.4
1212000,Powiat olkuski,2018,7.3,91.8
1212000,Powiat olkuski,2019,6.9,90.1
1212000,Powiat olkuski,2020,7.5,89.1
1212000,Powiat olkuski,2021,7.5,87.8
1212000,Powiat olkuski,2022,7.5,87.9
1212000,Powiat olkuski,2023,6.7,86.3
1212000,Powiat olkuski,2024,6.7,86.8
1213000,Powiat oświęcimski,2013,13.9,87.3
1213000,Powiat oświęcimski,2014,11.4,88.4
1213000,Powiat oświęcimski,2015,9.5,88.6
1213000,Powiat oświęcimski,2016,7.7,88.8
1213000,Powiat oświęcimski,2017,6.2,89.4
1213000,Powiat oświęcimski,2018,5.6,89.2
1213000,Powiat oświęcimski,2019,5.1,89.1
1213000,Powiat oświęcimski,2020,6.7,88.9
1213000,Powiat oświęcimski,2021,6.0,90.4
1213000,Powiat oświęcimski,2022,5.5,88.0
1213000,Powiat oświęcimski,2023,4.9,85.7
1213000,Powiat oświęcimski,2024,4.7,86.8
1214000,Powiat proszowicki,2013,12.9,77.9
1214000,Powiat proszowicki,2014,11.2,79.4
1214000,Powiat proszowicki,2015,9.4,79.8
1214000,Powiat proszowicki,2016,7.9,79.4
1214000,Powiat proszowicki,2017,7.0,81.2
1214000,Powiat proszowicki,2018,6.1,80.4
1214000,Powiat proszowicki,2019,4.5,82.2
1214000,Powiat proszowicki,2020,5.4,83.9
1214000,Powiat proszowicki,2021,6.3,82.8
1214000,Powiat proszowicki,2022,6.1,83.2
1214000,Powiat proszowicki,2023,6.3,81.3
1214000,Powiat proszowicki,2024,5.5,86.4
1215000,Powiat suski,2013,12.6,79.3
1215000,Powiat suski,2014,10.0,79.3
1215000,Powiat suski,2015,8.0,80.1
1215000,Powiat suski,2016,5.5,79.4
1215000,Powiat suski,2017,4.8,81.2
1215000,Powiat suski,2018,4.7,81.8
1215000,Powiat suski,2019,4.7,81.3
1215000,Powiat suski,2020,6.2,81.2
1215000,Powiat suski,2021,5.5,82.6
1215000,Powiat suski,2022,4.3,82.9
1215000,Powiat suski,2023,4.8,81.4
1215000,Powiat suski,2024,4.4,82.2
1216000,Powiat tarnowski,2013,15.3,72.9
1216000,Powiat tarnowski,2014,13.4,73.6
1216000,Powiat tarnowski,2015,11.6,73.5
1216000,Powiat tarnowski,2016,9.5,73.6
1216000,Powiat tarnowski,2017,8.0,73.1
1216000,Powiat tarnowski,2018,7.1,72.6
1216000,Powiat tarnowski,2019,5.7,72.9
1216000,Powiat tarnowski,2020,7.0,75.1
1216000,Powiat tarnowski,2021,8.2,75.3
1216000,Powiat tarnowski,2022,7.1,74.7
1216000,Powiat tarnowski,2023,6.7,74.8
1216000,Powiat tarnowski,2024,6.7,77.5
1217000,Powiat tatrzański,2013,13.6,84.5
1217000,Powiat tatrzański,2014,13.0,84.9
1217000,Powiat tatrzański,2015,12.9,84.8
1217000,Powiat tatrzański,2016,11.5,86.0
1217000,Powiat tatrzański,2017,10.3,86.5
1217000,Powiat tatrzański,2018,9.4,86.7
1217000,Powiat tatrzański,2019,7.9,86.1
1217000,Powiat tatrzański,2020,8.2,84.3
1217000,Powiat tatrzański,2021,8.1,84.3
1217000,Powiat tatrzański,2022,7.8,82.3
1217000,Powiat tatrzański,2023,8.0,84.2
1217000,Powiat tatrzański,2024,8.0,86.0
1218000,Powiat wadowicki,2013,13.3,75.5
1218000,Powiat wadowicki,2014,10.9,75.0
1218000,Powiat wadowicki,2015,8.7,75.1
1218000,Powiat wadowicki,2016,6.0,76.5
1218000,Powiat wadowicki,2017,5.6,77.2
1218000,Powiat wadowicki,2018,5.3,77.8
1218000,Powiat wadowicki,2019,4.9,78.9
1218000,Powiat wadowicki,2020,6.9,80.7
1218000,Powiat wadowicki,2021,5.6,82.3
1218000,Powiat wadowicki,2022,5.2,80.3
1218000,Powiat wadowicki,2023,5.5,79.6
1218000,Powiat wadowicki,2024,5.6,81.4
1219000,Powiat wielicki,2013,12.4,89.7
1219000,Powiat wielicki,2014,9.3,91.4
1219000,Powiat wielicki,2015,7.6,91.8
1219000,Powiat wielicki,2016,6.4,91.9
1219000,Powiat wielicki,2017,4.9,92.0
1219000,Powiat wielicki,2018,4.6,92.5
1219000,Powiat wielicki,2019,4.0,92.0
1219000,Powiat wielicki,2020,5.2,91.4
1219000,Powiat wielicki,2021,4.5,89.5
1219000,Powiat wielicki,2022,3.5,92.5
1219000,Powiat wielicki,2023,3.2,92.4
1219000,Powiat wielicki,2024,3.5,92.7
1261000,Powiat m. Kraków,2013,5.8,103.1
1261000,Powiat m. Kraków,2014,5.1,103.7
1261000,Powiat m. Kraków,2015,4.4,106.8
1261000,Powiat m. Kraków,2016,3.5,108.0
1261000,Powiat m. Kraków,2017,2.7,109.7
1261000,Powiat m. Kraków,2018,2.3,111.0
1261000,Powiat m. Kraków,2019,2.0,113.5
1261000,Powiat m. Kraków,2020,3.1,117.4
1261000,Powiat m. Kraków,2021,2.8,120.0
1261000,Powiat m. Kraków,2022,2.3,121.7
1261000,Powiat m. Kraków,2023,1.9,121.4
1261000,Powiat m. Kraków,2024,2.0,121.1
1262000,Powiat m. Nowy Sącz,2013,10.7,79.9
1262000,Powiat m. Nowy Sącz,2014,8.9,79.8
1262000,Powiat m. Nowy Sącz,2015,7.6,79.6
1262000,Powiat m. Nowy Sącz,2016,6.2,79.6
1262000,Powiat m. Nowy Sącz,2017,4.1,79.0
1262000,Powiat m. Nowy Sącz,2018,3.2,79.9
1262000,Powiat m. Nowy Sącz,2019,2.7,79.4
1262000,Powiat m. Nowy Sącz,2020,3.9,80.9
1262000,Powiat m. Nowy Sącz,2021,3.1,80.6
1262000,Powiat m. Nowy Sącz,2022,3.3,81.7
1262000,Powiat m. Nowy Sącz,2023,3.6,82.3
1262000,Powiat m. Nowy Sącz,2024,3.5,84.4
1263000,Powiat m. Tarnów,2013,10.5,88.9
1263000,Powiat m. Tarnów,2014,9.7,87.8
1263000,Powiat m. Tarnów,2015,8.2,88.4
1263000,Powiat m. Tarnów,2016,7.1,88.4
1263000,Powiat m. Tarnów,2017,6.0,87.2
1263000,Powiat m. Tarnów,2018,5.3,86.1
1263000,Powiat m. Tarnów,2019,4.2,100.7
1263000,Powiat m. Tarnów,2020,5.4,101.9
1263000,Powiat m. Tarnów,2021,4.2,100.6
1263000,Powiat m. Tarnów,2022,4.4,100.2
1263000,Powiat m. Tarnów,2023,4.1,100.7
1263000,Powiat m. Tarnów,2024,4.2,97.9
1400000,MAZOWIECKIE,2013,11.1,123.1
1400000,MAZOWIECKIE,2014,9.6,123.1
1400000,MAZOWIECKIE,2015,8.3,122.8
1400000,MAZOWIECKIE,2016,7.0,122.1
1400000,MAZOWIECKIE,2017,5.6,122.0
1400000,MAZOWIECKIE,2018,4.9,121.8
1400000,MAZOWIECKIE,2019,4.4,120.6
1400000,MAZOWIECKIE,2020,5.2,119.2
1400000,MAZOWIECKIE,2021,4.7,118.4
1400000,MAZOWIECKIE,2022,4.3,118.0
1400000,MAZOWIECKIE,2023,4.0,117.6
1400000,MAZOWIECKIE,2024,4.0,116.1
1401000,Powiat białobrzeski,2013,15.2,87.3
1401000,Powiat białobrzeski,2014,12.9,90.2
1401000,Powiat białobrzeski,2015,10.9,84.4
1401000,Powiat białobrzeski,2016,10.1,80.7
1401000,Powiat białobrzeski,2017,8.1,83.8
1401000,Powiat białobrzeski,2018,7.6,81.2
1401000,Powiat białobrzeski,2019,7.4,79.5
1401000,Powiat białobrzeski,2020,8.6,79.9
1401000,Powiat białobrzeski,2021,9.1,82.8
1401000,Powiat białobrzeski,2022,7.7,83.0
1401000,Powiat białobrzeski,2023,7.4,83.0
1401000,Powiat białobrzeski,2024,7.7,84.5
1402000,Powiat ciechanowski,2013,17.4,89.2
1402000,Powiat ciechanowski,2014,15.9,89.0
1402000,Powiat ciechanowski,2015,15.2,89.2
1402000,Powiat ciechanowski,2016,13.1,89.5
1402000,Powiat ciechanowski,2017,10.9,90.4
1402000,Powiat ciechanowski,2018,9.9,92.4
1402000,Powiat ciechanowski,2019,8.9,91.8
1402000,Powiat ciechanowski,2020,9.4,89.9
1402000,Powiat ciechanowski,2021,8.8,90.2
1402000,Powiat ciechanowski,2022,8.3,92.7
1402000,Powiat ciechanowski,2023,8.0,90.1
1402000,Powiat ciechanowski,2024,8.3,91.5
1403000,Powiat garwoliński,2013,15.5,87.9
1403000,Powiat garwoliński,2014,14.5,90.1
1403000,Powiat garwoliński,2015,13.3,88.4
1403000,Powiat garwoliński,2016,11.3,88.0
1403000,Powiat garwoliński,2017,9.9,86.0
1403000,Powiat garwoliński,2018,9.1,85.9
1403000,Powiat garwoliński,2019,8.4,84.4
1403000,Powiat garwoliński,2020,9.4,85.2
1403000,Powiat garwoliński,2021,10.5,85.7
1403000,Powiat garwoliński,2022,9.9,85.0
1403000,Powiat garwoliński,2023,9.0,84.4
