powiat_code,powiat_name,year,total_crimes,total_population,area_km2,population_density,male_population,female_population,gender_ratio,age_15_29,age_30_49,age_50_69,population_change,population_change_pct,crime_rate_per_100k,crime_rate_per_1000,youth_ratio,middle_age_ratio,elderly_ratio,urbanization_category,population_size_category,crime_rate_change,crime_rate_change_pct,unemployment_rate,wage_index,unemployment_category,wage_category,social_risk_score
615000,Powiat radzyński,2024,1349.0,54531.0,965.0,56.51,27179.0,27352.0,99.37,9528.0,15101.0,14337.0,-490.0,-0.89,2473.82,24.74,0.1747,0.2769,0.2629,rural,medium,-6955.31,-73.76,7.0,83.4,low,medium_low,-0.2024296264783026
616000,Powiat rycki,2024,1481.0,50898.0,614.0,82.9,25082.0,25816.0,97.16,8441.0,13756.0,13380.0,-659.0,-1.28,2909.74,29.1,0.1658,0.2703,0.2629,rural,medium,-730.8900000000003,-20.08,6.7,82.4,low,medium_low,-0.1690394488163403
617000,Powiat świdnicki,2024,1346.0,68991.0,468.0,147.42,33105.0,35886.0,92.25,10096.0,20336.0,18000.0,-283.0,-0.41,1950.98,19.51,0.1463,0.2948,0.2609,suburban,large,-246.09000000000012,-11.2,7.2,92.2,low,medium_high,-0.9448295343724682
618000,Powiat tomaszowski,2024,1719.0,76155.0,1487.0,51.21,37419.0,38736.0,96.6,12051.0,21501.0,21359.0,-861.0,-1.12,2257.24,22.57,0.1582,0.2823,0.2805,rural,large,-722.6600000000003,-24.25,8.8,79.0,low,low,0.5180637924240703
619000,Powiat włodawski,2024,819.0,34989.0,1256.0,27.86,17346.0,17643.0,98.32,5439.0,9838.0,9675.0,-410.0,-1.16,2340.74,23.41,0.1554,0.2812,0.2765,rural,medium,247.4599999999996,11.82,15.1,83.3,high,medium_low,1.2955177439650003
620000,Powiat zamojski,2024,1999.0,100017.0,1870.0,53.49,49289.0,50728.0,97.16,16648.0,28372.0,27329.0,-736.0,-0.73,1998.66,19.99,0.1665,0.2837,0.2732,rural,very_large,352.0600000000002,21.38,10.6,76.6,medium,low,1.0614736565429532
661000,Powiat m. Biała Podlaska,2024,2296.0,53888.0,49.0,1099.76,25664.0,28224.0,90.93,8065.0,15812.0,14463.0,-565.0,-1.04,4260.69,42.61,0.1497,0.2934,0.2684,metro,medium,-128.42000000000007,-2.93,7.1,86.0,low,medium_low,-0.4142543811202445
662000,Powiat m. Chełm,2024,2212.0,56434.0,40.0,1410.85,26153.0,30281.0,86.37,7487.0,16335.0,16303.0,-780.0,-1.36,3919.62,39.2,0.1327,0.2895,0.2889,metro,medium,236.94999999999985,6.43,8.3,85.7,low,medium_low,-0.16708544898359107
663000,Powiat m. Lublin,2024,12632.0,328305.0,147.0,2233.37,151501.0,176804.0,85.69,47497.0,104507.0,78166.0,-1260.0,-0.38,3847.64,38.48,0.1447,0.3183,0.2381,metro,very_large,143.05999999999997,3.86,4.1,98.6,very_low,medium_high,-2.0813967735540535
664000,Powiat m. Zamość,2024,1740.0,57516.0,30.0,1917.2,26730.0,30786.0,86.83,7860.0,17061.0,15987.0,-715.0,-1.23,3025.25,30.25,0.1367,0.2966,0.278,metro,medium,-17.800000000000182,-0.58,8.0,90.7,low,medium_high,-0.6649459356720977
800000,LUBUSKIE,2024,38626.0,,,,,,,,,,,,,,,,,,,,,4.5,91.4,very_low,medium_high,-1.3703605100271155
801000,Powiat gorzowski,2024,1725.0,74079.0,1214.0,61.02,36799.0,37280.0,98.71,12168.0,23211.0,19072.0,182.0,0.25,2328.6,23.29,0.1643,0.3133,0.2575,rural,large,-800.0799999999999,-25.57,3.6,95.3,very_low,medium_high,-1.8811282410442667
802000,Powiat krośnieński,2024,1633.0,52187.0,1390.0,37.54,25580.0,26607.0,96.14,8193.0,15977.0,13831.0,-530.0,-1.01,3129.13,31.29,0.157,0.3061,0.265,rural,medium,-395.3499999999999,-11.22,5.7,87.9,low,medium_low,-0.8398578902368784
803000,Powiat międzyrzecki,2024,2188.0,54439.0,1388.0,39.22,26670.0,27769.0,96.04,8232.0,16369.0,14496.0,-400.0,-0.73,4019.18,40.19,0.1512,0.3007,0.2663,rural,medium,474.25999999999976,13.38,7.3,89.3,low,medium_low,-0.6696745133598138
804000,Powiat nowosolski,2024,3102.0,81809.0,774.0,105.7,39732.0,42077.0,94.43,12872.0,24520.0,20994.0,-472.0,-0.57,3791.76,37.92,0.1573,0.2997,0.2566,suburban,large,-459.52999999999975,-10.81,6.0,88.7,low,medium_low,-0.8555397124204915
805000,Powiat słubicki,2024,1943.0,45679.0,999.0,45.72,22287.0,23392.0,95.28,7361.0,14369.0,12106.0,-175.0,-0.38,4253.6,42.54,0.1611,0.3146,0.265,rural,medium,-5289.73,-55.43,2.3,86.7,very_low,medium_low,-1.3586592209709862
806000,Powiat strzelecko-drezdenecki,2024,1513.0,46204.0,1248.0,37.02,22740.0,23464.0,96.91,7357.0,13548.0,12343.0,-454.0,-0.97,3274.61,32.75,0.1592,0.2932,0.2671,rural,medium,334.05999999999995,11.36,10.0,86.4,low,medium_low,0.08346103864428808
807000,Powiat sulęciński,2024,1297.0,33191.0,1178.0,28.18,16572.0,16619.0,99.72,5178.0,10242.0,8699.0,-304.0,-0.91,3907.69,39.08,0.156,0.3086,0.2621,rural,medium,-191.42999999999984,-4.67,4.4,79.7,very_low,low,-0.3528055811202949
808000,Powiat świebodziński,2024,2821.0,53609.0,937.0,57.21,26269.0,27340.0,96.08,8331.0,16205.0,13939.0,-352.0,-0.65,5262.18,52.62,0.1554,0.3023,0.26,rural,medium,1717.0300000000002,48.43,2.2,90.6,very_low,medium_high,-1.7223560193753844
809000,Powiat zielonogórski,2024,2107.0,74754.0,1351.0,55.33,36845.0,37909.0,97.19,11507.0,23409.0,19088.0,-323.0,-0.43,2818.58,28.19,0.1539,0.3131,0.2553,rural,large,-545.9700000000003,-16.23,6.7,91.5,low,medium_high,-0.9747696230812175
810000,Powiat żagański,2024,3004.0,72933.0,1131.0,64.49,35525.0,37408.0,94.97,11265.0,21697.0,19924.0,-671.0,-0.91,4118.85,41.19,0.1545,0.2975,0.2732,rural,large,-499.1099999999997,-10.81,5.3,83.0,low,medium_low,-0.4795386473237051
811000,Powiat żarski,2024,2941.0,90364.0,1393.0,64.87,43705.0,46659.0,93.67,14226.0,27436.0,24082.0,-846.0,-0.93,3254.61,32.55,0.1574,0.3036,0.2665,rural,large,-503.75,-13.4,5.3,93.1,low,medium_high,-1.373810598980327
812000,Powiat wschowski,2024,1211.0,37002.0,624.0,59.3,18220.0,18782.0,97.01,6160.0,10926.0,9547.0,-249.0,-0.67,3272.8,32.73,0.1665,0.2953,0.258,rural,medium,-418.37999999999965,-11.33,7.5,82.8,low,medium_low,-0.05738522716028416
861000,Powiat m. Gorzów Wielkopolski,2024,6772.0,114700.0,86.0,1333.72,53860.0,60840.0,88.53,15694.0,35950.0,29565.0,-547.0,-0.47,5904.1,59.04,0.1368,0.3134,0.2578,metro,very_large,966.0100000000002,19.56,2.4,88.6,very_low,medium_low,-1.5085047314387063
