powiat_code,powiat_name,year,area_km2
2261000,Powiat m. Gdańsk,2018,262
2261000,Powiat m. Gdańsk,2019,262
2261000,Powiat m. Gdańsk,2020,262
2261000,Powiat m. Gdańsk,2021,262
2261000,Powiat m. Gdańsk,2022,266
2261000,Powiat m. Gdańsk,2023,683
2261000,Powiat m. Gdańsk,2024,683
2262000,Powiat m. Gdynia,2013,135
2262000,Powiat m. Gdynia,2014,135
2262000,Powiat m. Gdynia,2015,135
2262000,Powiat m. Gdynia,2016,135
2262000,Powiat m. Gdynia,2017,135
2262000,Powiat m. Gdynia,2018,135
2262000,Powiat m. Gdynia,2019,135
2262000,Powiat m. Gdynia,2020,135
2262000,Powiat m. Gdynia,2021,135
2262000,Powiat m. Gdynia,2022,135
2262000,Powiat m. Gdynia,2023,391
2262000,Powiat m. Gdynia,2024,391
2263000,Powiat m. Słupsk,2013,43
2263000,Powiat m. Słupsk,2014,43
2263000,Powiat m. Słupsk,2015,43
2263000,Powiat m. Słupsk,2016,43
2263000,Powiat m. Słupsk,2017,43
2263000,Powiat m. Słupsk,2018,43
2263000,Powiat m. Słupsk,2019,43
2263000,Powiat m. Słupsk,2020,43
2263000,Powiat m. Słupsk,2021,43
2263000,Powiat m. Słupsk,2022,43
2263000,Powiat m. Słupsk,2023,53
2263000,Powiat m. Słupsk,2024,53
2264000,Powiat m. Sopot,2013,17
2264000,Powiat m. Sopot,2014,17
2264000,Powiat m. Sopot,2015,17
2264000,Powiat m. Sopot,2016,17
2264000,Powiat m. Sopot,2017,17
2264000,Powiat m. Sopot,2018,17
2264000,Powiat m. Sopot,2019,17
2264000,Powiat m. Sopot,2020,17
2264000,Powiat m. Sopot,2021,17
2264000,Powiat m. Sopot,2022,17
2264000,Powiat m. Sopot,2023,28
2264000,Powiat m. Sopot,2024,28
2401000,Powiat będziński,2013,364
2401000,Powiat będziński,2014,364
2401000,Powiat będziński,2015,364
2401000,Powiat będziński,2016,364
2401000,Powiat będziński,2017,364
2401000,Powiat będziński,2018,364
2401000,Powiat będziński,2019,364
2401000,Powiat będziński,2020,364
2401000,Powiat będziński,2021,364
2401000,Powiat będziński,2022,364
2401000,Powiat będziński,2023,364
2401000,Powiat będziński,2024,364
2402000,Powiat bielski,2013,459
2402000,Powiat bielski,2014,459
2402000,Powiat bielski,2015,459
2402000,Powiat bielski,2016,459
2402000,Powiat bielski,2017,459
2402000,Powiat bielski,2018,459
2402000,Powiat bielski,2019,459
2402000,Powiat bielski,2020,459
2402000,Powiat bielski,2021,459
2402000,Powiat bielski,2022,458
2402000,Powiat bielski,2023,458
2402000,Powiat bielski,2024,458
2403000,Powiat cieszyński,2013,730
2403000,Powiat cieszyński,2014,730
2403000,Powiat cieszyński,2015,730
2403000,Powiat cieszyński,2016,730
2403000,Powiat cieszyński,2017,730
2403000,Powiat cieszyński,2018,730
2403000,Powiat cieszyński,2019,730
2403000,Powiat cieszyński,2020,730
2403000,Powiat cieszyński,2021,730
2403000,Powiat cieszyński,2022,730
2403000,Powiat cieszyński,2023,730
2403000,Powiat cieszyński,2024,730
2404000,Powiat częstochowski,2013,1521
2404000,Powiat częstochowski,2014,1521
2404000,Powiat częstochowski,2015,1521
2404000,Powiat częstochowski,2016,1521
2404000,Powiat częstochowski,2017,1521
2404000,Powiat częstochowski,2018,1521
2404000,Powiat częstochowski,2019,1521
2404000,Powiat częstochowski,2020,1521
2404000,Powiat częstochowski,2021,1521
2404000,Powiat częstochowski,2022,1522
2404000,Powiat częstochowski,2023,1522
2404000,Powiat częstochowski,2024,1522
2405000,Powiat gliwicki,2013,664
2405000,Powiat gliwicki,2014,664
2405000,Powiat gliwicki,2015,664
2405000,Powiat gliwicki,2016,664
2405000,Powiat gliwicki,2017,664
2405000,Powiat gliwicki,2018,664
2405000,Powiat gliwicki,2019,664
2405000,Powiat gliwicki,2020,664
2405000,Powiat gliwicki,2021,664
2405000,Powiat gliwicki,2022,665
2405000,Powiat gliwicki,2023,665
2405000,Powiat gliwicki,2024,665
2406000,Powiat kłobucki,2013,889
2406000,Powiat kłobucki,2014,889
2406000,Powiat kłobucki,2015,889
2406000,Powiat kłobucki,2016,889
2406000,Powiat kłobucki,2017,889
2406000,Powiat kłobucki,2018,889
2406000,Powiat kłobucki,2019,889
2406000,Powiat kłobucki,2020,889
2406000,Powiat kłobucki,2021,889
2406000,Powiat kłobucki,2022,889
2406000,Powiat kłobucki,2023,889
2406000,Powiat kłobucki,2024,889
2407000,Powiat lubliniecki,2013,822
2407000,Powiat lubliniecki,2014,822
2407000,Powiat lubliniecki,2015,822
2407000,Powiat lubliniecki,2016,822
2407000,Powiat lubliniecki,2017,822
2407000,Powiat lubliniecki,2018,822
2407000,Powiat lubliniecki,2019,822
2407000,Powiat lubliniecki,2020,822
2407000,Powiat lubliniecki,2021,822
2407000,Powiat lubliniecki,2022,822
2407000,Powiat lubliniecki,2023,822
2407000,Powiat lubliniecki,2024,822
2408000,Powiat mikołowski,2013,233
2408000,Powiat mikołowski,2014,233
2408000,Powiat mikołowski,2015,233
2408000,Powiat mikołowski,2016,233
2408000,Powiat mikołowski,2017,233
2408000,Powiat mikołowski,2018,233
2408000,Powiat mikołowski,2019,233
2408000,Powiat mikołowski,2020,233
2408000,Powiat mikołowski,2021,233
2408000,Powiat mikołowski,2022,233
2408000,Powiat mikołowski,2023,233
2408000,Powiat mikołowski,2024,233
2409000,Powiat myszkowski,2013,479
2409000,Powiat myszkowski,2014,479
2409000,Powiat myszkowski,2015,479
2409000,Powiat myszkowski,2016,479
2409000,Powiat myszkowski,2017,479
2409000,Powiat myszkowski,2018,479
2409000,Powiat myszkowski,2019,479
2409000,Powiat myszkowski,2020,479
2409000,Powiat myszkowski,2021,479
2409000,Powiat myszkowski,2022,479
2409000,Powiat myszkowski,2023,479
2409000,Powiat myszkowski,2024,479
2410000,Powiat pszczyński,2013,471
2410000,Powiat pszczyński,2014,471
2410000,Powiat pszczyński,2015,471
2410000,Powiat pszczyński,2016,471
2410000,Powiat pszczyński,2017,471
2410000,Powiat pszczyński,2018,471
2410000,Powiat pszczyński,2019,471
2410000,Powiat pszczyński,2020,471
2410000,Powiat pszczyński,2021,471
2410000,Powiat pszczyński,2022,471
2410000,Powiat pszczyński,2023,471
2410000,Powiat pszczyński,2024,471
2411000,Powiat raciborski,2013,544
2411000,Powiat raciborski,2014,544
2411000,Powiat raciborski,2015,544
2411000,Powiat raciborski,2016,544
2411000,Powiat raciborski,2017,544
2411000,Powiat raciborski,2018,544
2411000,Powiat raciborski,2019,544
2411000,Powiat raciborski,2020,544
2411000,Powiat raciborski,2021,544
2411000,Powiat raciborski,2022,544
2411000,Powiat raciborski,2023,544
2411000,Powiat raciborski,2024,544
2412000,Powiat rybnicki,2013,224
2412000,Powiat rybnicki,2014,224
2412000,Powiat rybnicki,2015,224
2412000,Powiat rybnicki,2016,224
2412000,Powiat rybnicki,2017,224
2412000,Powiat rybnicki,2018,224
2412000,Powiat rybnicki,2019,224
2412000,Powiat rybnicki,2020,224
2412000,Powiat rybnicki,2021,224
2412000,Powiat rybnicki,2022,224
2412000,Powiat rybnicki,2023,224
2412000,Powiat rybnicki,2024,224
2413000,Powiat tarnogórski,2013,644
2413000,Powiat tarnogórski,2014,644
2413000,Powiat tarnogórski,2015,644
2413000,Powiat tarnogórski,2016,644
2413000,Powiat tarnogórski,2017,644
2413000,Powiat tarnogórski,2018,644
2413000,Powiat tarnogórski,2019,644
2413000,Powiat tarnogórski,2020,644
2413000,Powiat tarnogórski,2021,644
2413000,Powiat tarnogórski,2022,644
2413000,Powiat tarnogórski,2023,644
2413000,Powiat tarnogórski,2024,644
2414000,Powiat bieruńsko-lędziński,2013,158
2414000,Powiat bieruńsko-lędziński,2014,158
2414000,Powiat bieruńsko-lędziński,2015,158
2414000,Powiat bieruńsko-lędziński,2016,158
2414000,Powiat bieruńsko-lędziński,2017,158
2414000,Powiat bieruńsko-lędziński,2018,158
2414000,Powiat bieruńsko-lędziński,2019,158
2414000,Powiat bieruńsko-lędziński,2020,158
2414000,Powiat bieruńsko-lędziński,2021,158
2414000,Powiat bieruńsko-lędziński,2022,158
2414000,Powiat bieruńsko-lędziński,2023,158
2414000,Powiat bieruńsko-lędziński,2024,158
2415000,Powiat wodzisławski,2013,287
2415000,Powiat wodzisławski,2014,287
2415000,Powiat wodzisławski,2015,287
2415000,Powiat wodzisławski,2016,287
2415000,Powiat wodzisławski,2017,287
2415000,Powiat wodzisławski,2018,287
2415000,Powiat wodzisławski,2019,287
2415000,Powiat wodzisławski,2020,287
2415000,Powiat wodzisławski,2021,287
2415000,Powiat wodzisławski,2022,287
2415000,Powiat wodzisławski,2023,287
2415000,Powiat wodzisławski,2024,287
2416000,Powiat zawierciański,2013,1003
2416000,Powiat zawierciański,2014,1003
2416000,Powiat zawierciański,2015,1003
2416000,Powiat zawierciański,2016,1003
2416000,Powiat zawierciański,2017,1003
2416000,Powiat zawierciański,2018,1003
2416000,Powiat zawierciański,2019,1003
2416000,Powiat zawierciański,2020,1003
2416000,Powiat zawierciański,2021,1003
2416000,Powiat zawierciański,2022,1004
2416000,Powiat zawierciański,2023,1004
2416000,Powiat zawierciański,2024,1004
2417000,Powiat żywiecki,2013,1040
2417000,Powiat żywiecki,2014,1040
2417000,Powiat żywiecki,2015,1040
2417000,Powiat żywiecki,2016,1040
2417000,Powiat żywiecki,2017,1040
2417000,Powiat żywiecki,2018,1040
2417000,Powiat żywiecki,2019,1040
2417000,Powiat żywiecki,2020,1040
2417000,Powiat żywiecki,2021,1040
2417000,Powiat żywiecki,2022,1040
2417000,Powiat żywiecki,2023,1040
2417000,Powiat żywiecki,2024,1040
2461000,Powiat m. Bielsko-Biała,2013,125
2461000,Powiat m. Bielsko-Biała,2014,125
2461000,Powiat m. Bielsko-Biała,2015,125
2461000,Powiat m. Bielsko-Biała,2016,125
2461000,Powiat m. Bielsko-Biała,2017,125
2461000,Powiat m. Bielsko-Biała,2018,125
2461000,Powiat m. Bielsko-Biała,2019,125
2461000,Powiat m. Bielsko-Biała,2020,125
2461000,Powiat m. Bielsko-Biała,2021,125
2461000,Powiat m. Bielsko-Biała,2022,124
2461000,Powiat m. Bielsko-Biała,2023,124
2461000,Powiat m. Bielsko-Biała,2024,124
2462000,Powiat m. Bytom,2013,69
2462000,Powiat m. Bytom,2014,69
2462000,Powiat m. Bytom,2015,69
2462000,Powiat m. Bytom,2016,69
2462000,Powiat m. Bytom,2017,69
2462000,Powiat m. Bytom,2018,69
2462000,Powiat m. Bytom,2019,69
2462000,Powiat m. Bytom,2020,69
2462000,Powiat m. Bytom,2021,69
2462000,Powiat m. Bytom,2022,69
2462000,Powiat m. Bytom,2023,69
2462000,Powiat m. Bytom,2024,69
2463000,Powiat m. Chorzów,2013,33
2463000,Powiat m. Chorzów,2014,33
2463000,Powiat m. Chorzów,2015,33
2463000,Powiat m. Chorzów,2016,33
2463000,Powiat m. Chorzów,2017,33
2463000,Powiat m. Chorzów,2018,33
2463000,Powiat m. Chorzów,2019,33
2463000,Powiat m. Chorzów,2020,33
2463000,Powiat m. Chorzów,2021,33
2463000,Powiat m. Chorzów,2022,33
2463000,Powiat m. Chorzów,2023,33
2463000,Powiat m. Chorzów,2024,33
2464000,Powiat m. Częstochowa,2013,160
2464000,Powiat m. Częstochowa,2014,160
2464000,Powiat m. Częstochowa,2015,160
2464000,Powiat m. Częstochowa,2016,160
2464000,Powiat m. Częstochowa,2017,160
2464000,Powiat m. Częstochowa,2018,160
2464000,Powiat m. Częstochowa,2019,160
2464000,Powiat m. Częstochowa,2020,160
2464000,Powiat m. Częstochowa,2021,160
2464000,Powiat m. Częstochowa,2022,160
2464000,Powiat m. Częstochowa,2023,160
2464000,Powiat m. Częstochowa,2024,160
2465000,Powiat m. Dąbrowa Górnicza,2013,189
2465000,Powiat m. Dąbrowa Górnicza,2014,189
2465000,Powiat m. Dąbrowa Górnicza,2015,189
2465000,Powiat m. Dąbrowa Górnicza,2016,189
2465000,Powiat m. Dąbrowa Górnicza,2017,189
2465000,Powiat m. Dąbrowa Górnicza,2018,189
2465000,Powiat m. Dąbrowa Górnicza,2019,189
2465000,Powiat m. Dąbrowa Górnicza,2020,189
2465000,Powiat m. Dąbrowa Górnicza,2021,189
2465000,Powiat m. Dąbrowa Górnicza,2022,189
2465000,Powiat m. Dąbrowa Górnicza,2023,189
2465000,Powiat m. Dąbrowa Górnicza,2024,189
2466000,Powiat m. Gliwice,2013,134
2466000,Powiat m. Gliwice,2014,134
2466000,Powiat m. Gliwice,2015,134
2466000,Powiat m. Gliwice,2016,134
2466000,Powiat m. Gliwice,2017,134
2466000,Powiat m. Gliwice,2018,134
2466000,Powiat m. Gliwice,2019,134
2466000,Powiat m. Gliwice,2020,134
2466000,Powiat m. Gliwice,2021,134
2466000,Powiat m. Gliwice,2022,134
2466000,Powiat m. Gliwice,2023,134
2466000,Powiat m. Gliwice,2024,134
2467000,Powiat m. Jastrzębie-Zdrój,2013,85
2467000,Powiat m. Jastrzębie-Zdrój,2014,85
2467000,Powiat m. Jastrzębie-Zdrój,2015,85
2467000,Powiat m. Jastrzębie-Zdrój,2016,85
2467000,Powiat m. Jastrzębie-Zdrój,2017,85
2467000,Powiat m. Jastrzębie-Zdrój,2018,85
2467000,Powiat m. Jastrzębie-Zdrój,2019,85
2467000,Powiat m. Jastrzębie-Zdrój,2020,85
2467000,Powiat m. Jastrzębie-Zdrój,2021,85
2467000,Powiat m. Jastrzębie-Zdrój,2022,85
2467000,Powiat m. Jastrzębie-Zdrój,2023,85
2467000,Powiat m. Jastrzębie-Zdrój,2024,85
2468000,Powiat m. Jaworzno,2013,153
2468000,Powiat m. Jaworzno,2014,153
2468000,Powiat m. Jaworzno,2015,153
2468000,Powiat m. Jaworzno,2016,153
2468000,Powiat m. Jaworzno,2017,153
2468000,Powiat m. Jaworzno,2018,153
2468000,Powiat m. Jaworzno,2019,153
2468000,Powiat m. Jaworzno,2020,153
2468000,Powiat m. Jaworzno,2021,153
2468000,Powiat m. Jaworzno,2022,152
2468000,Powiat m. Jaworzno,2023,152
2468000,Powiat m. Jaworzno,2024,152
2469000,Powiat m. Katowice,2013,165
2469000,Powiat m. Katowice,2014,165
2469000,Powiat m. Katowice,2015,165
2469000,Powiat m. Katowice,2016,165
2469000,Powiat m. Katowice,2017,165
2469000,Powiat m. Katowice,2018,165
2469000,Powiat m. Katowice,2019,165
2469000,Powiat m. Katowice,2020,165
2469000,Powiat m. Katowice,2021,165
2469000,Powiat m. Katowice,2022,165
2469000,Powiat m. Katowice,2023,165
2469000,Powiat m. Katowice,2024,165
2470000,Powiat m. Mysłowice,2013,66
2470000,Powiat m. Mysłowice,2014,66
2470000,Powiat m. Mysłowice,2015,66
2470000,Powiat m. Mysłowice,2016,66
2470000,Powiat m. Mysłowice,2017,66
2470000,Powiat m. Mysłowice,2018,66
2470000,Powiat m. Mysłowice,2019,66
2470000,Powiat m. Mysłowice,2020,66
2470000,Powiat m. Mysłowice,2021,66
2470000,Powiat m. Mysłowice,2022,66
2470000,Powiat m. Mysłowice,2023,66
2470000,Powiat m. Mysłowice,2024,66
2471000,Powiat m. Piekary Śląskie,2013,40
2471000,Powiat m. Piekary Śląskie,2014,40
2471000,Powiat m. Piekary Śląskie,2015,40
2471000,Powiat m. Piekary Śląskie,2016,40
2471000,Powiat m. Piekary Śląskie,2017,40
2471000,Powiat m. Piekary Śląskie,2018,40
2471000,Powiat m. Piekary Śląskie,2019,40
2471000,Powiat m. Piekary Śląskie,2020,40
2471000,Powiat m. Piekary Śląskie,2021,40
2471000,Powiat m. Piekary Śląskie,2022,40
2471000,Powiat m. Piekary Śląskie,2023,40
2471000,Powiat m. Piekary Śląskie,2024,40
2472000,Powiat m. Ruda Śląska,2013,78
2472000,Powiat m. Ruda Śląska,2014,78
2472000,Powiat m. Ruda Śląska,2015,78
2472000,Powiat m. Ruda Śląska,2016,78
2472000,Powiat m. Ruda Śląska,2017,78
2472000,Powiat m. Ruda Śląska,2018,78
2472000,Powiat m. Ruda Śląska,2019,78
2472000,Powiat m. Ruda Śląska,2020,78
2472000,Powiat m. Ruda Śląska,2021,78
2472000,Powiat m. Ruda Śląska,2022,78
2472000,Powiat m. Ruda Śląska,2023,78
2472000,Powiat m. Ruda Śląska,2024,78
2473000,Powiat m. Rybnik,2013,148
2473000,Powiat m. Rybnik,2014,148
2473000,Powiat m. Rybnik,2015,148
2473000,Powiat m. Rybnik,2016,148
2473000,Powiat m. Rybnik,2017,148
2473000,Powiat m. Rybnik,2018,148
2473000,Powiat m. Rybnik,2019,148
2473000,Powiat m. Rybnik,2020,148
2473000,Powiat m. Rybnik,2021,148
2473000,Powiat m. Rybnik,2022,148
2473000,Powiat m. Rybnik,2023,148
2473000,Powiat m. Rybnik,2024,148
2474000,Powiat m. Siemianowice Śląskie,2013,25
2474000,Powiat m. Siemianowice Śląskie,2014,25
2474000,Powiat m. Siemianowice Śląskie,2015,25
2474000,Powiat m. Siemianowice Śląskie,2016,25
2474000,Powiat m. Siemianowice Śląskie,2017,25
2474000,Powiat m. Siemianowice Śląskie,2018,25
2474000,Powiat m. Siemianowice Śląskie,2019,25
2474000,Powiat m. Siemianowice Śląskie,2020,25
2474000,Powiat m. Siemianowice Śląskie,2021,25
2474000,Powiat m. Siemianowice Śląskie,2022,26
2474000,Powiat m. Siemianowice Śląskie,2023,26
2474000,Powiat m. Siemianowice Śląskie,2024,26
2475000,Powiat m. Sosnowiec,2013,91
2475000,Powiat m. Sosnowiec,2014,91
2475000,Powiat m. Sosnowiec,2015,91
2475000,Powiat m. Sosnowiec,2016,91
2475000,Powiat m. Sosnowiec,2017,91
2475000,Powiat m. Sosnowiec,2018,91
2475000,Powiat m. Sosnowiec,2019,91
2475000,Powiat m. Sosnowiec,2020,91
2475000,Powiat m. Sosnowiec,2021,91
2475000,Powiat m. Sosnowiec,2022,91
2475000,Powiat m. Sosnowiec,2023,91
2475000,Powiat m. Sosnowiec,2024,91
2476000,Powiat m. Świętochłowice,2013,13
2476000,Powiat m. Świętochłowice,2014,13
2476000,Powiat m. Świętochłowice,2015,13
2476000,Powiat m. Świętochłowice,2016,13
2476000,Powiat m. Świętochłowice,2017,13
2476000,Powiat m. Świętochłowice,2018,13
2476000,Powiat m. Świętochłowice,2019,13
2476000,Powiat m. Świętochłowice,2020,13
2476000,Powiat m. Świętochłowice,2021,13
2476000,Powiat m. Świętochłowice,2022,13
2476000,Powiat m. Świętochłowice,2023,13
2476000,Powiat m. Świętochłowice,2024,13
2477000,Powiat m. Tychy,2013,82
2477000,Powiat m. Tychy,2014,82
2477000,Powiat m. Tychy,2015,82
2477000,Powiat m. Tychy,2016,82
2477000,Powiat m. Tychy,2017,82
2477000,Powiat m. Tychy,2018,82
2477000,Powiat m. Tychy,2019,82
2477000,Powiat m. Tychy,2020,82
2477000,Powiat m. Tychy,2021,82
2477000,Powiat m. Tychy,2022,82
2477000,Powiat m. Tychy,2023,82
2477000,Powiat m. Tychy,2024,82
2478000,Powiat m. Zabrze,2013,80
2478000,Powiat m. Zabrze,2014,80
2478000,Powiat m. Zabrze,2015,80
2478000,Powiat m. Zabrze,2016,80
2478000,Powiat m. Zabrze,2017,80
2478000,Powiat m. Zabrze,2018,80
2478000,Powiat m. Zabrze,2019,80
2478000,Powiat m. Zabrze,2020,80
2478000,Powiat m. Zabrze,2021,80
2478000,Powiat m. Zabrze,2022,80
2478000,Powiat m. Zabrze,2023,80
2478000,Powiat m. Zabrze,2024,80
2479000,Powiat m. Żory,2013,65
2479000,Powiat m. Żory,2014,65
2479000,Powiat m. Żory,2015,65
2479000,Powiat m. Żory,2016,65
2479000,Powiat m. Żory,2017,65
2479000,Powiat m. Żory,2018,65
2479000,Powiat m. Żory,2019,65
2479000,Powiat m. Żory,2020,65
2479000,Powiat m. Żory,2021,65
2479000,Powiat m. Żory,2022,65
2479000,Powiat m. Żory,2023,65
2479000,Powiat m. Żory,2024,65
2601000,Powiat buski,2013,968
2601000,Powiat buski,2014,968
2601000,Powiat buski,2015,968
2601000,Powiat buski,2016,968
2601000,Powiat buski,2017,968
2601000,Powiat buski,2018,968
2601000,Powiat buski,2019,968
2601000,Powiat buski,2020,968
2601000,Powiat buski,2021,968
2601000,Powiat buski,2022,968
2601000,Powiat buski,2023,968
2601000,Powiat buski,2024,968
2602000,Powiat jędrzejowski,2013,1257
2602000,Powiat jędrzejowski,2014,1257
2602000,Powiat jędrzejowski,2015,1257
2602000,Powiat jędrzejowski,2016,1257
2602000,Powiat jędrzejowski,2017,1257
2602000,Powiat jędrzejowski,2018,1257
2602000,Powiat jędrzejowski,2019,1257
2602000,Powiat jędrzejowski,2020,1257
2602000,Powiat jędrzejowski,2021,1257
2602000,Powiat jędrzejowski,2022,1257
2602000,Powiat jędrzejowski,2023,1257
2602000,Powiat jędrzejowski,2024,1257
2603000,Powiat kazimierski,2013,422
2603000,Powiat kazimierski,2014,422
2603000,Powiat kazimierski,2015,422
2603000,Powiat kazimierski,2016,422
2603000,Powiat kazimierski,2017,422
2603000,Powiat kazimierski,2018,422
2603000,Powiat kazimierski,2019,422
2603000,Powiat kazimierski,2020,422
2603000,Powiat kazimierski,2021,422
2603000,Powiat kazimierski,2022,422
2603000,Powiat kazimierski,2023,422
2603000,Powiat kazimierski,2024,422
2604000,Powiat kielecki,2013,2246
2604000,Powiat kielecki,2014,2246
2604000,Powiat kielecki,2015,2246
2604000,Powiat kielecki,2016,2246
2604000,Powiat kielecki,2017,2246
2604000,Powiat kielecki,2018,2246
2604000,Powiat kielecki,2019,2246
2604000,Powiat kielecki,2020,2246
2604000,Powiat kielecki,2021,2246
2604000,Powiat kielecki,2022,2246
2604000,Powiat kielecki,2023,2246
2604000,Powiat kielecki,2024,2246
2605000,Powiat konecki,2013,1140
2605000,Powiat konecki,2014,1140
2605000,Powiat konecki,2015,1140
2605000,Powiat konecki,2016,1140
2605000,Powiat konecki,2017,1140
2605000,Powiat konecki,2018,1140
2605000,Powiat konecki,2019,1139
2605000,Powiat konecki,2020,1139
2605000,Powiat konecki,2021,1139
2605000,Powiat konecki,2022,1140
2605000,Powiat konecki,2023,1140
2605000,Powiat konecki,2024,1140
2606000,Powiat opatowski,2013,911
2606000,Powiat opatowski,2014,911
2606000,Powiat opatowski,2015,911
2606000,Powiat opatowski,2016,911
2606000,Powiat opatowski,2017,911
2606000,Powiat opatowski,2018,911
2606000,Powiat opatowski,2019,911
2606000,Powiat opatowski,2020,911
2606000,Powiat opatowski,2021,911
2606000,Powiat opatowski,2022,911
2606000,Powiat opatowski,2023,911
2606000,Powiat opatowski,2024,911
2607000,Powiat ostrowiecki,2013,617
2607000,Powiat ostrowiecki,2014,617
2607000,Powiat ostrowiecki,2015,617
2607000,Powiat ostrowiecki,2016,617
2607000,Powiat ostrowiecki,2017,617
2607000,Powiat ostrowiecki,2018,617
2607000,Powiat ostrowiecki,2019,617
2607000,Powiat ostrowiecki,2020,617
2607000,Powiat ostrowiecki,2021,617
2607000,Powiat ostrowiecki,2022,617
2607000,Powiat ostrowiecki,2023,617
2607000,Powiat ostrowiecki,2024,617
2608000,Powiat pińczowski,2013,613
2608000,Powiat pińczowski,2014,613
2608000,Powiat pińczowski,2015,613
2608000,Powiat pińczowski,2016,613
2608000,Powiat pińczowski,2017,613
2608000,Powiat pińczowski,2018,613
2608000,Powiat pińczowski,2019,613
2608000,Powiat pińczowski,2020,613
2608000,Powiat pińczowski,2021,613
2608000,Powiat pińczowski,2022,613
2608000,Powiat pińczowski,2023,613
2608000,Powiat pińczowski,2024,613
2609000,Powiat sandomierski,2013,676
2609000,Powiat sandomierski,2014,676
2609000,Powiat sandomierski,2015,676
2609000,Powiat sandomierski,2016,676
2609000,Powiat sandomierski,2017,676
2609000,Powiat sandomierski,2018,676
2609000,Powiat sandomierski,2019,676
2609000,Powiat sandomierski,2020,676
2609000,Powiat sandomierski,2021,676
2609000,Powiat sandomierski,2022,676
2609000,Powiat sandomierski,2023,676
2609000,Powiat sandomierski,2024,676
2610000,Powiat skarżyski,2013,395
2610000,Powiat skarżyski,2014,395
2610000,Powiat skarżyski,2015,395
2610000,Powiat skarżyski,2016,395
2610000,Powiat skarżyski,2017,395
2610000,Powiat skarżyski,2018,395
2610000,Powiat skarżyski,2019,395
2610000,Powiat skarżyski,2020,395
2610000,Powiat skarżyski,2021,395
2610000,Powiat skarżyski,2022,395
2610000,Powiat skarżyski,2023,395
2610000,Powiat skarżyski,2024,395
2611000,Powiat starachowicki,2013,523
2611000,Powiat starachowicki,2014,523
2611000,Powiat starachowicki,2015,523
2611000,Powiat starachowicki,2016,523
2611000,Powiat starachowicki,2017,523
2611000,Powiat starachowicki,2018,523
2611000,Powiat starachowicki,2019,523
2611000,Powiat starachowicki,2020,523
2611000,Powiat starachowicki,2021,523
2611000,Powiat starachowicki,2022,523
2611000,Powiat starachowicki,2023,523
2611000,Powiat starachowicki,2024,523
2612000,Powiat staszowski,2013,925
2612000,Powiat staszowski,2014,925
2612000,Powiat staszowski,2015,925
2612000,Powiat staszowski,2016,925
2612000,Powiat staszowski,2017,925
2612000,Powiat staszowski,2018,925
2612000,Powiat staszowski,2019,925
2612000,Powiat staszowski,2020,925
2612000,Powiat staszowski,2021,925
2612000,Powiat staszowski,2022,925
2612000,Powiat staszowski,2023,925
2612000,Powiat staszowski,2024,925
2613000,Powiat włoszczowski,2013,908
2613000,Powiat włoszczowski,2014,908
2613000,Powiat włoszczowski,2015,908
2613000,Powiat włoszczowski,2016,908
2613000,Powiat włoszczowski,2017,908
2613000,Powiat włoszczowski,2018,908
2613000,Powiat włoszczowski,2019,908
2613000,Powiat włoszczowski,2020,908
2613000,Powiat włoszczowski,2021,908
2613000,Powiat włoszczowski,2022,906
2613000,Powiat włoszczowski,2023,906
2613000,Powiat włoszczowski,2024,906
2661000,Powiat m. Kielce,2013,110
2661000,Powiat m. Kielce,2014,110
2661000,Powiat m. Kielce,2015,110
2661000,Powiat m. Kielce,2016,110
2661000,Powiat m. Kielce,2017,110
2661000,Powiat m. Kielce,2018,110
2661000,Powiat m. Kielce,2019,110
2661000,Powiat m. Kielce,2020,110
2661000,Powiat m. Kielce,2021,110
2661000,Powiat m. Kielce,2022,110
2661000,Powiat m. Kielce,2023,110
2661000,Powiat m. Kielce,2024,110
2801000,Powiat bartoszycki,2013,1307
2801000,Powiat bartoszycki,2014,1307
2801000,Powiat bartoszycki,2015,1307
2801000,Powiat bartoszycki,2016,1307
2801000,Powiat bartoszycki,2017,1307
2801000,Powiat bartoszycki,2018,1307
2801000,Powiat bartoszycki,2019,1307
2801000,Powiat bartoszycki,2020,1307
2801000,Powiat bartoszycki,2021,1307
2801000,Powiat bartoszycki,2022,1307
2801000,Powiat bartoszycki,2023,1307
2801000,Powiat bartoszycki,2024,1307
2802000,Powiat braniewski,2013,1202
2802000,Powiat braniewski,2014,1202
2802000,Powiat braniewski,2015,1202
2802000,Powiat braniewski,2016,1202
2802000,Powiat braniewski,2017,1202
2802000,Powiat braniewski,2018,1202
2802000,Powiat braniewski,2019,1202
2802000,Powiat braniewski,2020,1202
2802000,Powiat braniewski,2021,1202
2802000,Powiat braniewski,2022,1204
2802000,Powiat braniewski,2023,1204
2802000,Powiat braniewski,2024,1204
2803000,Powiat działdowski,2013,954
2803000,Powiat działdowski,2014,954
2803000,Powiat działdowski,2015,954
2803000,Powiat działdowski,2016,954
2803000,Powiat działdowski,2017,954
2803000,Powiat działdowski,2018,954
2803000,Powiat działdowski,2019,954
2803000,Powiat działdowski,2020,954
2803000,Powiat działdowski,2021,954
2803000,Powiat działdowski,2022,954
2803000,Powiat działdowski,2023,954
2803000,Powiat działdowski,2024,954
2804000,Powiat elbląski,2013,1416
