powiat_code,powiat_name,year,total_population
3009000,Powiat kolski,2019,86727
3009000,Powiat kolski,2020,83538
3009000,Powiat kolski,2021,82751
3009000,Powiat kolski,2022,82104
3009000,Powiat kolski,2023,81562
3009000,Powiat kolski,2024,80743
3010000,Powiat koniński,2013,128698
3010000,Powiat koniński,2014,128984
3010000,Powiat koniński,2015,129273
3010000,Powiat koniński,2016,129475
3010000,Powiat koniński,2017,129715
3010000,Powiat koniński,2018,129966
3010000,Powiat koniński,2019,130053
3010000,Powiat koniński,2020,128787
3010000,Powiat koniński,2021,128902
3010000,Powiat koniński,2022,128883
3010000,Powiat koniński,2023,128837
3010000,Powiat koniński,2024,128469
3011000,Powiat kościański,2013,78981
3011000,Powiat kościański,2014,79023
3011000,Powiat kościański,2015,79028
3011000,Powiat kościański,2016,79263
3011000,Powiat kościański,2017,79253
3011000,Powiat kościański,2018,79230
3011000,Powiat kościański,2019,79183
3011000,Powiat kościański,2020,78148
3011000,Powiat kościański,2021,77783
3011000,Powiat kościański,2022,77404
3011000,Powiat kościański,2023,77239
3011000,Powiat kościański,2024,76875
3012000,Powiat krotoszyński,2013,77958
3012000,Powiat krotoszyński,2014,77909
3012000,Powiat krotoszyński,2015,77664
3012000,Powiat krotoszyński,2016,77764
3012000,Powiat krotoszyński,2017,77720
3012000,Powiat krotoszyński,2018,77488
3012000,Powiat krotoszyński,2019,77274
3012000,Powiat krotoszyński,2020,76245
3012000,Powiat krotoszyński,2021,75717
3012000,Powiat krotoszyński,2022,75317
3012000,Powiat krotoszyński,2023,74921
3012000,Powiat krotoszyński,2024,74463
3013000,Powiat leszczyński,2013,54039
3013000,Powiat leszczyński,2014,54422
3013000,Powiat leszczyński,2015,54767
3013000,Powiat leszczyński,2016,55391
3013000,Powiat leszczyński,2017,55883
3013000,Powiat leszczyński,2018,56485
3013000,Powiat leszczyński,2019,57201
3013000,Powiat leszczyński,2020,58289
3013000,Powiat leszczyński,2021,58886
3013000,Powiat leszczyński,2022,59531
3013000,Powiat leszczyński,2023,60017
3013000,Powiat leszczyński,2024,60562
3014000,Powiat międzychodzki,2013,37094
3014000,Powiat międzychodzki,2014,37126
3014000,Powiat międzychodzki,2015,37084
3014000,Powiat międzychodzki,2016,37080
3014000,Powiat międzychodzki,2017,36987
3014000,Powiat międzychodzki,2018,36982
3014000,Powiat międzychodzki,2019,36751
3014000,Powiat międzychodzki,2020,36097
3014000,Powiat międzychodzki,2021,35908
3014000,Powiat międzychodzki,2022,35769
3014000,Powiat międzychodzki,2023,35593
3014000,Powiat międzychodzki,2024,35485
3015000,Powiat nowotomyski,2013,74336
3015000,Powiat nowotomyski,2014,74538
3015000,Powiat nowotomyski,2015,74725
3015000,Powiat nowotomyski,2016,74901
3015000,Powiat nowotomyski,2017,75164
3015000,Powiat nowotomyski,2018,75363
3015000,Powiat nowotomyski,2019,75543
3015000,Powiat nowotomyski,2020,75277
3015000,Powiat nowotomyski,2021,75176
3015000,Powiat nowotomyski,2022,75182
3015000,Powiat nowotomyski,2023,75178
3015000,Powiat nowotomyski,2024,75015
3016000,Powiat obornicki,2013,59101
3016000,Powiat obornicki,2014,59283
3016000,Powiat obornicki,2015,59501
3016000,Powiat obornicki,2016,59626
3016000,Powiat obornicki,2017,59726
3016000,Powiat obornicki,2018,59858
3016000,Powiat obornicki,2019,59825
3016000,Powiat obornicki,2020,59180
3016000,Powiat obornicki,2021,59164
3016000,Powiat obornicki,2022,58988
3016000,Powiat obornicki,2023,58812
3016000,Powiat obornicki,2024,58657
3017000,Powiat ostrowski,2013,161216
3017000,Powiat ostrowski,2014,161403
3017000,Powiat ostrowski,2015,161435
3017000,Powiat ostrowski,2016,161574
3017000,Powiat ostrowski,2017,161763
3017000,Powiat ostrowski,2018,161519
3017000,Powiat ostrowski,2019,161581
3017000,Powiat ostrowski,2020,159843
3017000,Powiat ostrowski,2021,159293
3017000,Powiat ostrowski,2022,158914
3017000,Powiat ostrowski,2023,158486
3017000,Powiat ostrowski,2024,157734
3018000,Powiat ostrzeszowski,2013,55454
3018000,Powiat ostrzeszowski,2014,55405
3018000,Powiat ostrzeszowski,2015,55409
3018000,Powiat ostrzeszowski,2016,55391
3018000,Powiat ostrzeszowski,2017,55479
3018000,Powiat ostrzeszowski,2018,55403
3018000,Powiat ostrzeszowski,2019,55500
3018000,Powiat ostrzeszowski,2020,55062
3018000,Powiat ostrzeszowski,2021,54900
3018000,Powiat ostrzeszowski,2022,54638
3018000,Powiat ostrzeszowski,2023,54566
3018000,Powiat ostrzeszowski,2024,54319
3019000,Powiat pilski,2013,138218
3019000,Powiat pilski,2014,137840
3019000,Powiat pilski,2015,137570
3019000,Powiat pilski,2016,137382
3019000,Powiat pilski,2017,137104
3019000,Powiat pilski,2018,136621
3019000,Powiat pilski,2019,136112
3019000,Powiat pilski,2020,132936
3019000,Powiat pilski,2021,131991
3019000,Powiat pilski,2022,131265
3019000,Powiat pilski,2023,130525
3019000,Powiat pilski,2024,129629
3020000,Powiat pleszewski,2013,63296
3020000,Powiat pleszewski,2014,63282
3020000,Powiat pleszewski,2015,63252
3020000,Powiat pleszewski,2016,63212
3020000,Powiat pleszewski,2017,63218
3020000,Powiat pleszewski,2018,63147
3020000,Powiat pleszewski,2019,63014
3020000,Powiat pleszewski,2020,61972
3020000,Powiat pleszewski,2021,61723
3020000,Powiat pleszewski,2022,61523
3020000,Powiat pleszewski,2023,61251
3020000,Powiat pleszewski,2024,60871
3021000,Powiat poznański,2013,352395
3021000,Powiat poznański,2014,358894
3021000,Powiat poznański,2015,366037
3021000,Powiat poznański,2016,373570
3021000,Powiat poznański,2017,381630
3021000,Powiat poznański,2018,390308
3021000,Powiat poznański,2019,399272
3021000,Powiat poznański,2020,429870
3021000,Powiat poznański,2021,436473
3021000,Powiat poznański,2022,442680
3021000,Powiat poznański,2023,448663
3021000,Powiat poznański,2024,454283
3022000,Powiat rawicki,2013,60393
3022000,Powiat rawicki,2014,60469
3022000,Powiat rawicki,2015,60294
3022000,Powiat rawicki,2016,60356
3022000,Powiat rawicki,2017,60409
3022000,Powiat rawicki,2018,60405
3022000,Powiat rawicki,2019,60262
3022000,Powiat rawicki,2020,59541
3022000,Powiat rawicki,2021,59134
3022000,Powiat rawicki,2022,58867
3022000,Powiat rawicki,2023,58601
3022000,Powiat rawicki,2024,58338
3023000,Powiat słupecki,2013,59651
3023000,Powiat słupecki,2014,59698
3023000,Powiat słupecki,2015,59591
3023000,Powiat słupecki,2016,59617
3023000,Powiat słupecki,2017,59576
3023000,Powiat słupecki,2018,59371
3023000,Powiat słupecki,2019,59077
3023000,Powiat słupecki,2020,58089
3023000,Powiat słupecki,2021,57852
3023000,Powiat słupecki,2022,57554
3023000,Powiat słupecki,2023,57264
3023000,Powiat słupecki,2024,56994
3024000,Powiat szamotulski,2013,89608
3024000,Powiat szamotulski,2014,89922
3024000,Powiat szamotulski,2015,90133
3024000,Powiat szamotulski,2016,90417
3024000,Powiat szamotulski,2017,90920
3024000,Powiat szamotulski,2018,91185
3024000,Powiat szamotulski,2019,91664
3024000,Powiat szamotulski,2020,91723
3024000,Powiat szamotulski,2021,91662
3024000,Powiat szamotulski,2022,91649
3024000,Powiat szamotulski,2023,91659
3024000,Powiat szamotulski,2024,91631
3025000,Powiat średzki,2013,56925
3025000,Powiat średzki,2014,57156
3025000,Powiat średzki,2015,57429
3025000,Powiat średzki,2016,57691
3025000,Powiat średzki,2017,58155
3025000,Powiat średzki,2018,58456
3025000,Powiat średzki,2019,58879
3025000,Powiat średzki,2020,59469
3025000,Powiat średzki,2021,59714
3025000,Powiat średzki,2022,59847
3025000,Powiat średzki,2023,59954
3025000,Powiat średzki,2024,60058
3026000,Powiat śremski,2013,60725
3026000,Powiat śremski,2014,60795
3026000,Powiat śremski,2015,60907
3026000,Powiat śremski,2016,61106
3026000,Powiat śremski,2017,61229
3026000,Powiat śremski,2018,61325
3026000,Powiat śremski,2019,61425
3026000,Powiat śremski,2020,61227
3026000,Powiat śremski,2021,61129
3026000,Powiat śremski,2022,61115
3026000,Powiat śremski,2023,61044
3026000,Powiat śremski,2024,60939
3027000,Powiat turecki,2013,84420
3027000,Powiat turecki,2014,84441
3027000,Powiat turecki,2015,84366
3027000,Powiat turecki,2016,84297
3027000,Powiat turecki,2017,84267
3027000,Powiat turecki,2018,84101
3027000,Powiat turecki,2019,83894
3027000,Powiat turecki,2020,82151
3027000,Powiat turecki,2021,81708
3027000,Powiat turecki,2022,81377
3027000,Powiat turecki,2023,80990
3027000,Powiat turecki,2024,80513
3028000,Powiat wągrowiecki,2013,69837
3028000,Powiat wągrowiecki,2014,69887
3028000,Powiat wągrowiecki,2015,69900
3028000,Powiat wągrowiecki,2016,69960
3028000,Powiat wągrowiecki,2017,70212
3028000,Powiat wągrowiecki,2018,70274
3028000,Powiat wągrowiecki,2019,70233
3028000,Powiat wągrowiecki,2020,69243
3028000,Powiat wągrowiecki,2021,69099
3028000,Powiat wągrowiecki,2022,69039
3028000,Powiat wągrowiecki,2023,69007
3028000,Powiat wągrowiecki,2024,68899
3029000,Powiat wolsztyński,2013,56780
3029000,Powiat wolsztyński,2014,56979
3029000,Powiat wolsztyński,2015,57012
3029000,Powiat wolsztyński,2016,57270
3029000,Powiat wolsztyński,2017,57289
3029000,Powiat wolsztyński,2018,57326
3029000,Powiat wolsztyński,2019,57446
3029000,Powiat wolsztyński,2020,56870
3029000,Powiat wolsztyński,2021,56827
3029000,Powiat wolsztyński,2022,56743
3029000,Powiat wolsztyński,2023,56672
3029000,Powiat wolsztyński,2024,56446
3030000,Powiat wrzesiński,2013,76481
3030000,Powiat wrzesiński,2014,76829
3030000,Powiat wrzesiński,2015,76956
3030000,Powiat wrzesiński,2016,77073
3030000,Powiat wrzesiński,2017,77361
3030000,Powiat wrzesiński,2018,77667
3030000,Powiat wrzesiński,2019,77994
3030000,Powiat wrzesiński,2020,78269
3030000,Powiat wrzesiński,2021,78080
3030000,Powiat wrzesiński,2022,78176
3030000,Powiat wrzesiński,2023,78223
3030000,Powiat wrzesiński,2024,78199
3031000,Powiat złotowski,2013,70001
3031000,Powiat złotowski,2014,69998
3031000,Powiat złotowski,2015,69781
3031000,Powiat złotowski,2016,69834
3031000,Powiat złotowski,2017,69780
3031000,Powiat złotowski,2018,69606
3031000,Powiat złotowski,2019,69433
3031000,Powiat złotowski,2020,68315
3031000,Powiat złotowski,2021,67956
3031000,Powiat złotowski,2022,67589
3031000,Powiat złotowski,2023,67301
3031000,Powiat złotowski,2024,66975
3061000,Powiat m. Kalisz,2013,103997
3061000,Powiat m. Kalisz,2014,103373
3061000,Powiat m. Kalisz,2015,102808
3061000,Powiat m. Kalisz,2016,102249
3061000,Powiat m. Kalisz,2017,101625
3061000,Powiat m. Kalisz,2018,100975
3061000,Powiat m. Kalisz,2019,100246
3061000,Powiat m. Kalisz,2020,96222
3061000,Powiat m. Kalisz,2021,95021
3061000,Powiat m. Kalisz,2022,93973
3061000,Powiat m. Kalisz,2023,93137
3061000,Powiat m. Kalisz,2024,91963
3062000,Powiat m. Konin,2013,77224
3062000,Powiat m. Konin,2014,76547
3062000,Powiat m. Konin,2015,75875
3062000,Powiat m. Konin,2016,75342
3062000,Powiat m. Konin,2017,74834
3062000,Powiat m. Konin,2018,74151
3062000,Powiat m. Konin,2019,73522
3062000,Powiat m. Konin,2020,70162
3062000,Powiat m. Konin,2021,69069
3062000,Powiat m. Konin,2022,68112
3062000,Powiat m. Konin,2023,67066
3062000,Powiat m. Konin,2024,66103
3063000,Powiat m. Leszno,2013,64589
3063000,Powiat m. Leszno,2014,64616
3063000,Powiat m. Leszno,2015,64559
3063000,Powiat m. Leszno,2016,64159
3063000,Powiat m. Leszno,2017,64197
3063000,Powiat m. Leszno,2018,63952
3063000,Powiat m. Leszno,2019,63505
3063000,Powiat m. Leszno,2020,62057
3063000,Powiat m. Leszno,2021,61396
3063000,Powiat m. Leszno,2022,60642
3063000,Powiat m. Leszno,2023,60051
3063000,Powiat m. Leszno,2024,59521
3064000,Powiat m. Poznań,2013,548028
3064000,Powiat m. Poznań,2014,545680
3064000,Powiat m. Poznań,2015,542348
3064000,Powiat m. Poznań,2016,540372
3064000,Powiat m. Poznań,2017,538633
3064000,Powiat m. Poznań,2018,536438
3064000,Powiat m. Poznań,2019,534813
3064000,Powiat m. Poznań,2020,547777
3064000,Powiat m. Poznań,2021,545073
3064000,Powiat m. Poznań,2022,541316
3064000,Powiat m. Poznań,2023,538439
3064000,Powiat m. Poznań,2024,536151
3201000,Powiat białogardzki,2013,48899
3201000,Powiat białogardzki,2014,48679
3201000,Powiat białogardzki,2015,48448
3201000,Powiat białogardzki,2016,48254
3201000,Powiat białogardzki,2017,48041
3201000,Powiat białogardzki,2018,47846
3201000,Powiat białogardzki,2019,47560
3201000,Powiat białogardzki,2020,45695
3201000,Powiat białogardzki,2021,45181
3201000,Powiat białogardzki,2022,44771
3201000,Powiat białogardzki,2023,44373
3201000,Powiat białogardzki,2024,43964
3202000,Powiat choszczeński,2013,49929
3202000,Powiat choszczeński,2014,49709
3202000,Powiat choszczeński,2015,49474
3202000,Powiat choszczeński,2016,49220
3202000,Powiat choszczeński,2017,48906
3202000,Powiat choszczeński,2018,48602
3202000,Powiat choszczeński,2019,48243
3202000,Powiat choszczeński,2020,45758
3202000,Powiat choszczeński,2021,45248
3202000,Powiat choszczeński,2022,44818
3202000,Powiat choszczeński,2023,44422
3202000,Powiat choszczeński,2024,44105
3203000,Powiat drawski,2013,58403
3203000,Powiat drawski,2014,58264
3203000,Powiat drawski,2015,58062
3203000,Powiat drawski,2016,57979
3203000,Powiat drawski,2017,57729
3203000,Powiat drawski,2018,57397
3203000,Powiat drawski,2019,57015
3203000,Powiat drawski,2020,54915
3203000,Powiat drawski,2021,54426
3203000,Powiat drawski,2022,53960
3203000,Powiat drawski,2023,53516
3203000,Powiat drawski,2024,53003
3204000,Powiat goleniowski,2013,82270
3204000,Powiat goleniowski,2014,82507
3204000,Powiat goleniowski,2015,82355
3204000,Powiat goleniowski,2016,82474
3204000,Powiat goleniowski,2017,82567
3204000,Powiat goleniowski,2018,82540
3204000,Powiat goleniowski,2019,82421
3204000,Powiat goleniowski,2020,82059
3204000,Powiat goleniowski,2021,81782
3204000,Powiat goleniowski,2022,81486
3204000,Powiat goleniowski,2023,81363
3204000,Powiat goleniowski,2024,81118
3205000,Powiat gryficki,2013,61672
3205000,Powiat gryficki,2014,61517
3205000,Powiat gryficki,2015,61371
3205000,Powiat gryficki,2016,61160
3205000,Powiat gryficki,2017,60885
3205000,Powiat gryficki,2018,60617
3205000,Powiat gryficki,2019,60277
3205000,Powiat gryficki,2020,57961
3205000,Powiat gryficki,2021,57338
3205000,Powiat gryficki,2022,56961
3205000,Powiat gryficki,2023,56435
3205000,Powiat gryficki,2024,56095
3206000,Powiat gryfiński,2013,83880
3206000,Powiat gryfiński,2014,83688
3206000,Powiat gryfiński,2015,83461
3206000,Powiat gryfiński,2016,83249
3206000,Powiat gryfiński,2017,82951
3206000,Powiat gryfiński,2018,82530
3206000,Powiat gryfiński,2019,81882
3206000,Powiat gryfiński,2020,78974
3206000,Powiat gryfiński,2021,78340
3206000,Powiat gryfiński,2022,77567
3206000,Powiat gryfiński,2023,76959
3206000,Powiat gryfiński,2024,76489
3207000,Powiat kamieński,2013,47947
3207000,Powiat kamieński,2014,47751
3207000,Powiat kamieński,2015,47494
3207000,Powiat kamieński,2016,47296
3207000,Powiat kamieński,2017,47281
3207000,Powiat kamieński,2018,47227
3207000,Powiat kamieński,2019,46999
3207000,Powiat kamieński,2020,45185
3207000,Powiat kamieński,2021,44795
3207000,Powiat kamieński,2022,44449
3207000,Powiat kamieński,2023,44137
3207000,Powiat kamieński,2024,43773
3208000,Powiat kołobrzeski,2013,79624
3208000,Powiat kołobrzeski,2014,79567
3208000,Powiat kołobrzeski,2015,79516
3208000,Powiat kołobrzeski,2016,79450
3208000,Powiat kołobrzeski,2017,79596
3208000,Powiat kołobrzeski,2018,79547
3208000,Powiat kołobrzeski,2019,79438
3208000,Powiat kołobrzeski,2020,77880
3208000,Powiat kołobrzeski,2021,77407
3208000,Powiat kołobrzeski,2022,77087
3208000,Powiat kołobrzeski,2023,76721
3208000,Powiat kołobrzeski,2024,76390
3209000,Powiat koszaliński,2013,65981
3209000,Powiat koszaliński,2014,65962
3209000,Powiat koszaliński,2015,65844
3209000,Powiat koszaliński,2016,66071
3209000,Powiat koszaliński,2017,66269
3209000,Powiat koszaliński,2018,66355
3209000,Powiat koszaliński,2019,66480
3209000,Powiat koszaliński,2020,66408
3209000,Powiat koszaliński,2021,66378
3209000,Powiat koszaliński,2022,66364
3209000,Powiat koszaliński,2023,64450
3209000,Powiat koszaliński,2024,64359
3210000,Powiat myśliborski,2013,67698
3210000,Powiat myśliborski,2014,67417
3210000,Powiat myśliborski,2015,67140
3210000,Powiat myśliborski,2016,67016
3210000,Powiat myśliborski,2017,66648
3210000,Powiat myśliborski,2018,66264
3210000,Powiat myśliborski,2019,65638
3210000,Powiat myśliborski,2020,63931
3210000,Powiat myśliborski,2021,63289
3210000,Powiat myśliborski,2022,62668
3210000,Powiat myśliborski,2023,62224
3210000,Powiat myśliborski,2024,61756
3211000,Powiat policki,2013,74483
3211000,Powiat policki,2014,75386
3211000,Powiat policki,2015,76247
3211000,Powiat policki,2016,77201
3211000,Powiat policki,2017,78333
3211000,Powiat policki,2018,79476
3211000,Powiat policki,2019,80652
3211000,Powiat policki,2020,82622
3211000,Powiat policki,2021,83878
3211000,Powiat policki,2022,84924
3211000,Powiat policki,2023,85917
3211000,Powiat policki,2024,86834
3212000,Powiat pyrzycki,2013,40532
3212000,Powiat pyrzycki,2014,40488
3212000,Powiat pyrzycki,2015,40211
3212000,Powiat pyrzycki,2016,40055
3212000,Powiat pyrzycki,2017,39873
3212000,Powiat pyrzycki,2018,39639
3212000,Powiat pyrzycki,2019,39336
3212000,Powiat pyrzycki,2020,37520
3212000,Powiat pyrzycki,2021,37131
3212000,Powiat pyrzycki,2022,36785
3212000,Powiat pyrzycki,2023,36413
3212000,Powiat pyrzycki,2024,35991
3213000,Powiat sławieński,2013,57855
3213000,Powiat sławieński,2014,57489
3213000,Powiat sławieński,2015,57188
3213000,Powiat sławieński,2016,57033
3213000,Powiat sławieński,2017,56764
3213000,Powiat sławieński,2018,56409
3213000,Powiat sławieński,2019,56134
3213000,Powiat sławieński,2020,54356
3213000,Powiat sławieński,2021,53786
3213000,Powiat sławieński,2022,53384
3213000,Powiat sławieński,2023,52903
3213000,Powiat sławieński,2024,52394
3214000,Powiat stargardzki,2013,120726
3214000,Powiat stargardzki,2014,120593
3214000,Powiat stargardzki,2015,120422
3214000,Powiat stargardzki,2016,120235
3214000,Powiat stargardzki,2017,120091
3214000,Powiat stargardzki,2018,120112
3214000,Powiat stargardzki,2019,120186
3214000,Powiat stargardzki,2020,119256
3214000,Powiat stargardzki,2021,119190
3214000,Powiat stargardzki,2022,119190
3214000,Powiat stargardzki,2023,119090
3214000,Powiat stargardzki,2024,118844
3215000,Powiat szczecinecki,2013,79104
3215000,Powiat szczecinecki,2014,78858
3215000,Powiat szczecinecki,2015,78578
3215000,Powiat szczecinecki,2016,78430
3215000,Powiat szczecinecki,2017,78232
3215000,Powiat szczecinecki,2018,77965
3215000,Powiat szczecinecki,2019,77630
3215000,Powiat szczecinecki,2020,74464
3215000,Powiat szczecinecki,2021,73761
3215000,Powiat szczecinecki,2022,73308
3215000,Powiat szczecinecki,2023,72717
3215000,Powiat szczecinecki,2024,72023
3216000,Powiat świdwiński,2013,48582
3216000,Powiat świdwiński,2014,48343
3216000,Powiat świdwiński,2015,47994
3216000,Powiat świdwiński,2016,47727
3216000,Powiat świdwiński,2017,47643
3216000,Powiat świdwiński,2018,47242
3216000,Powiat świdwiński,2019,46724
3216000,Powiat świdwiński,2020,44582
3216000,Powiat świdwiński,2021,44061
3216000,Powiat świdwiński,2022,43577
3216000,Powiat świdwiński,2023,43237
3216000,Powiat świdwiński,2024,42754
3217000,Powiat wałecki,2013,54597
3217000,Powiat wałecki,2014,54348
3217000,Powiat wałecki,2015,54207
3217000,Powiat wałecki,2016,54013
3217000,Powiat wałecki,2017,53738
3217000,Powiat wałecki,2018,53462
3217000,Powiat wałecki,2019,53039
3217000,Powiat wałecki,2020,51165
3217000,Powiat wałecki,2021,50729
3217000,Powiat wałecki,2022,50388
3217000,Powiat wałecki,2023,50003
3217000,Powiat wałecki,2024,49384
3218000,Powiat łobeski,2013,37966
3218000,Powiat łobeski,2014,37804
3218000,Powiat łobeski,2015,37691
3218000,Powiat łobeski,2016,37638
3218000,Powiat łobeski,2017,37401
3218000,Powiat łobeski,2018,37104
3218000,Powiat łobeski,2019,36696
3218000,Powiat łobeski,2020,34575
3218000,Powiat łobeski,2021,34094
3218000,Powiat łobeski,2022,33762
3218000,Powiat łobeski,2023,33394
3218000,Powiat łobeski,2024,32974
3261000,Powiat m. Koszalin,2013,109170
3261000,Powiat m. Koszalin,2014,108605
3261000,Powiat m. Koszalin,2015,107970
3261000,Powiat m. Koszalin,2016,107680
3261000,Powiat m. Koszalin,2017,107670
3261000,Powiat m. Koszalin,2018,107321
3261000,Powiat m. Koszalin,2019,107048
3261000,Powiat m. Koszalin,2020,106152
3261000,Powiat m. Koszalin,2021,104891
3261000,Powiat m. Koszalin,2022,104239
3261000,Powiat m. Koszalin,2023,105540
3261000,Powiat m. Koszalin,2024,105263
3262000,Powiat m. Szczecin,2013,408172
3262000,Powiat m. Szczecin,2014,407180
3262000,Powiat m. Szczecin,2015,405657
3262000,Powiat m. Szczecin,2016,404878
3262000,Powiat m. Szczecin,2017,403883
3262000,Powiat m. Szczecin,2018,402465
3262000,Powiat m. Szczecin,2019,401907
3262000,Powiat m. Szczecin,2020,397289
3262000,Powiat m. Szczecin,2021,394482
3262000,Powiat m. Szczecin,2022,391566
3262000,Powiat m. Szczecin,2023,389066
3262000,Powiat m. Szczecin,2024,386706
3263000,Powiat m. Świnoujście,2013,41371
3263000,Powiat m. Świnoujście,2014,41276
3263000,Powiat m. Świnoujście,2015,41152
3263000,Powiat m. Świnoujście,2016,41115
3263000,Powiat m. Świnoujście,2017,41032
3263000,Powiat m. Świnoujście,2018,40910
3263000,Powiat m. Świnoujście,2019,40888
3263000,Powiat m. Świnoujście,2020,40326
3263000,Powiat m. Świnoujście,2021,39834
3263000,Powiat m. Świnoujście,2022,39368
3263000,Powiat m. Świnoujście,2023,38904
3263000,Powiat m. Świnoujście,2024,38541
