powiat_code,powiat_name,year,total_population
2004000,Powiat grajewski,2023,44222
2004000,Powiat grajewski,2024,43756
2005000,Powiat hajnowski,2013,45415
2005000,Powiat hajnowski,2014,44957
2005000,Powiat hajnowski,2015,44567
2005000,Powiat hajnowski,2016,44146
2005000,Powiat hajnowski,2017,43745
2005000,Powiat hajnowski,2018,43143
2005000,Powiat hajnowski,2019,42610
2005000,Powiat hajnowski,2020,40678
2005000,Powiat hajnowski,2021,40020
2005000,Powiat hajnowski,2022,39427
2005000,Powiat hajnowski,2023,38817
2005000,Powiat hajnowski,2024,38237
2006000,Powiat kolneński,2013,39555
2006000,Powiat kolneński,2014,39369
2006000,Powiat kolneński,2015,39162
2006000,Powiat kolneński,2016,38995
2006000,Powiat kolneński,2017,38748
2006000,Powiat kolneński,2018,38396
2006000,Powiat kolneński,2019,38057
2006000,Powiat kolneński,2020,36482
2006000,Powiat kolneński,2021,36143
2006000,Powiat kolneński,2022,35921
2006000,Powiat kolneński,2023,35702
2006000,Powiat kolneński,2024,35440
2007000,Powiat łomżyński,2013,51860
2007000,Powiat łomżyński,2014,51610
2007000,Powiat łomżyński,2015,51439
2007000,Powiat łomżyński,2016,51305
2007000,Powiat łomżyński,2017,51084
2007000,Powiat łomżyński,2018,51000
2007000,Powiat łomżyński,2019,50943
2007000,Powiat łomżyński,2020,50078
2007000,Powiat łomżyński,2021,49911
2007000,Powiat łomżyński,2022,49711
2007000,Powiat łomżyński,2023,49608
2007000,Powiat łomżyński,2024,49496
2008000,Powiat moniecki,2013,42077
2008000,Powiat moniecki,2014,41817
2008000,Powiat moniecki,2015,41544
2008000,Powiat moniecki,2016,41254
2008000,Powiat moniecki,2017,41011
2008000,Powiat moniecki,2018,40712
2008000,Powiat moniecki,2019,40412
2008000,Powiat moniecki,2020,38636
2008000,Powiat moniecki,2021,38122
2008000,Powiat moniecki,2022,37732
2008000,Powiat moniecki,2023,37358
2008000,Powiat moniecki,2024,36975
2009000,Powiat sejneński,2013,20891
2009000,Powiat sejneński,2014,20778
2009000,Powiat sejneński,2015,20606
2009000,Powiat sejneński,2016,20417
2009000,Powiat sejneński,2017,20270
2009000,Powiat sejneński,2018,20092
2009000,Powiat sejneński,2019,19914
2009000,Powiat sejneński,2020,19266
2009000,Powiat sejneński,2021,18992
2009000,Powiat sejneński,2022,18802
2009000,Powiat sejneński,2023,18645
2009000,Powiat sejneński,2024,18434
2010000,Powiat siemiatycki,2013,46938
2010000,Powiat siemiatycki,2014,46479
2010000,Powiat siemiatycki,2015,46072
2010000,Powiat siemiatycki,2016,45538
2010000,Powiat siemiatycki,2017,45191
2010000,Powiat siemiatycki,2018,44689
2010000,Powiat siemiatycki,2019,44193
2010000,Powiat siemiatycki,2020,42337
2010000,Powiat siemiatycki,2021,41660
2010000,Powiat siemiatycki,2022,41114
2010000,Powiat siemiatycki,2023,40636
2010000,Powiat siemiatycki,2024,40212
2011000,Powiat sokólski,2013,70525
2011000,Powiat sokólski,2014,70060
2011000,Powiat sokólski,2015,69375
2011000,Powiat sokólski,2016,68664
2011000,Powiat sokólski,2017,68188
2011000,Powiat sokólski,2018,67466
2011000,Powiat sokólski,2019,66686
2011000,Powiat sokólski,2020,63744
2011000,Powiat sokólski,2021,62775
2011000,Powiat sokólski,2022,62063
2011000,Powiat sokólski,2023,61246
2011000,Powiat sokólski,2024,60592
2012000,Powiat suwalski,2013,35924
2012000,Powiat suwalski,2014,35929
2012000,Powiat suwalski,2015,35932
2012000,Powiat suwalski,2016,35929
2012000,Powiat suwalski,2017,35955
2012000,Powiat suwalski,2018,35792
2012000,Powiat suwalski,2019,35674
2012000,Powiat suwalski,2020,35081
2012000,Powiat suwalski,2021,34839
2012000,Powiat suwalski,2022,34778
2012000,Powiat suwalski,2023,34635
2012000,Powiat suwalski,2024,34585
2013000,Powiat wysokomazowiecki,2013,58793
2013000,Powiat wysokomazowiecki,2014,58519
2013000,Powiat wysokomazowiecki,2015,58177
2013000,Powiat wysokomazowiecki,2016,57903
2013000,Powiat wysokomazowiecki,2017,57516
2013000,Powiat wysokomazowiecki,2018,57248
2013000,Powiat wysokomazowiecki,2019,56860
2013000,Powiat wysokomazowiecki,2020,55033
2013000,Powiat wysokomazowiecki,2021,54337
2013000,Powiat wysokomazowiecki,2022,53842
2013000,Powiat wysokomazowiecki,2023,53406
2013000,Powiat wysokomazowiecki,2024,52834
2014000,Powiat zambrowski,2013,44626
2014000,Powiat zambrowski,2014,44455
2014000,Powiat zambrowski,2015,44299
2014000,Powiat zambrowski,2016,44143
2014000,Powiat zambrowski,2017,44027
2014000,Powiat zambrowski,2018,43816
2014000,Powiat zambrowski,2019,43505
2014000,Powiat zambrowski,2020,42188
2014000,Powiat zambrowski,2021,41829
2014000,Powiat zambrowski,2022,41550
2014000,Powiat zambrowski,2023,41370
2014000,Powiat zambrowski,2024,41109
2061000,Powiat m. Białystok,2013,295282
2061000,Powiat m. Białystok,2014,295459
2061000,Powiat m. Białystok,2015,295981
2061000,Powiat m. Białystok,2016,296628
2061000,Powiat m. Białystok,2017,297288
2061000,Powiat m. Białystok,2018,297459
2061000,Powiat m. Białystok,2019,297554
2061000,Powiat m. Białystok,2020,294675
2061000,Powiat m. Białystok,2021,293413
2061000,Powiat m. Białystok,2022,292600
2061000,Powiat m. Białystok,2023,291688
2061000,Powiat m. Białystok,2024,290386
2062000,Powiat m. Łomża,2013,62711
2062000,Powiat m. Łomża,2014,62779
2062000,Powiat m. Łomża,2015,62737
2062000,Powiat m. Łomża,2016,62802
2062000,Powiat m. Łomża,2017,63092
2062000,Powiat m. Łomża,2018,63000
2062000,Powiat m. Łomża,2019,62945
2062000,Powiat m. Łomża,2020,61025
2062000,Powiat m. Łomża,2021,60468
2062000,Powiat m. Łomża,2022,60128
2062000,Powiat m. Łomża,2023,59711
2062000,Powiat m. Łomża,2024,59263
2063000,Powiat m. Suwałki,2013,69317
2063000,Powiat m. Suwałki,2014,69316
2063000,Powiat m. Suwałki,2015,69370
2063000,Powiat m. Suwałki,2016,69626
2063000,Powiat m. Suwałki,2017,69554
2063000,Powiat m. Suwałki,2018,69827
2063000,Powiat m. Suwałki,2019,69758
2063000,Powiat m. Suwałki,2020,69273
2063000,Powiat m. Suwałki,2021,68839
2063000,Powiat m. Suwałki,2022,68525
2063000,Powiat m. Suwałki,2023,68231
2063000,Powiat m. Suwałki,2024,68143
2201000,Powiat bytowski,2013,78307
2201000,Powiat bytowski,2014,78631
2201000,Powiat bytowski,2015,78780
2201000,Powiat bytowski,2016,78834
2201000,Powiat bytowski,2017,79134
2201000,Powiat bytowski,2018,79299
2201000,Powiat bytowski,2019,79198
2201000,Powiat bytowski,2020,77409
2201000,Powiat bytowski,2021,76987
2201000,Powiat bytowski,2022,76715
2201000,Powiat bytowski,2023,76502
2201000,Powiat bytowski,2024,76266
2202000,Powiat chojnicki,2013,96213
2202000,Powiat chojnicki,2014,96345
2202000,Powiat chojnicki,2015,96627
2202000,Powiat chojnicki,2016,96952
2202000,Powiat chojnicki,2017,97251
2202000,Powiat chojnicki,2018,97551
2202000,Powiat chojnicki,2019,97645
2202000,Powiat chojnicki,2020,96444
2202000,Powiat chojnicki,2021,96340
2202000,Powiat chojnicki,2022,96218
2202000,Powiat chojnicki,2023,96024
2202000,Powiat chojnicki,2024,95536
2203000,Powiat człuchowski,2013,57193
2203000,Powiat człuchowski,2014,57028
2203000,Powiat człuchowski,2015,56887
2203000,Powiat człuchowski,2016,56782
2203000,Powiat człuchowski,2017,56678
2203000,Powiat człuchowski,2018,56370
2203000,Powiat człuchowski,2019,56085
2203000,Powiat człuchowski,2020,54367
2203000,Powiat człuchowski,2021,53924
2203000,Powiat człuchowski,2022,53558
2203000,Powiat człuchowski,2023,53135
2203000,Powiat człuchowski,2024,52747
2204000,Powiat gdański,2013,105247
2204000,Powiat gdański,2014,107382
2204000,Powiat gdański,2015,109394
2204000,Powiat gdański,2016,111675
2204000,Powiat gdański,2017,113983
2204000,Powiat gdański,2018,116199
2204000,Powiat gdański,2019,118489
2204000,Powiat gdański,2020,126258
2204000,Powiat gdański,2021,128404
2204000,Powiat gdański,2022,129983
2204000,Powiat gdański,2023,131728
2204000,Powiat gdański,2024,133490
2205000,Powiat kartuski,2013,125076
2205000,Powiat kartuski,2014,127098
2205000,Powiat kartuski,2015,128925
2205000,Powiat kartuski,2016,131071
2205000,Powiat kartuski,2017,133841
2205000,Powiat kartuski,2018,136619
2205000,Powiat kartuski,2019,139397
2205000,Powiat kartuski,2020,147389
2205000,Powiat kartuski,2021,149799
2205000,Powiat kartuski,2022,151934
2205000,Powiat kartuski,2023,153813
2205000,Powiat kartuski,2024,155382
2206000,Powiat kościerski,2013,71241
2206000,Powiat kościerski,2014,71394
2206000,Powiat kościerski,2015,71624
2206000,Powiat kościerski,2016,71771
2206000,Powiat kościerski,2017,72311
2206000,Powiat kościerski,2018,72528
2206000,Powiat kościerski,2019,72688
2206000,Powiat kościerski,2020,72361
2206000,Powiat kościerski,2021,72256
2206000,Powiat kościerski,2022,72227
2206000,Powiat kościerski,2023,72202
2206000,Powiat kościerski,2024,72113
2207000,Powiat kwidzyński,2013,83611
2207000,Powiat kwidzyński,2014,83627
2207000,Powiat kwidzyński,2015,83464
2207000,Powiat kwidzyński,2016,83495
2207000,Powiat kwidzyński,2017,83423
2207000,Powiat kwidzyński,2018,83291
2207000,Powiat kwidzyński,2019,83174
2207000,Powiat kwidzyński,2020,81431
2207000,Powiat kwidzyński,2021,81024
2207000,Powiat kwidzyński,2022,80636
2207000,Powiat kwidzyński,2023,80146
2207000,Powiat kwidzyński,2024,79612
2208000,Powiat lęborski,2013,66130
2208000,Powiat lęborski,2014,66256
2208000,Powiat lęborski,2015,66187
2208000,Powiat lęborski,2016,66177
2208000,Powiat lęborski,2017,66333
2208000,Powiat lęborski,2018,66280
2208000,Powiat lęborski,2019,66115
2208000,Powiat lęborski,2020,64329
2208000,Powiat lęborski,2021,64130
2208000,Powiat lęborski,2022,63900
2208000,Powiat lęborski,2023,63677
2208000,Powiat lęborski,2024,63448
2209000,Powiat malborski,2013,64371
2209000,Powiat malborski,2014,64257
2209000,Powiat malborski,2015,64311
2209000,Powiat malborski,2016,64011
2209000,Powiat malborski,2017,63911
2209000,Powiat malborski,2018,63748
2209000,Powiat malborski,2019,63470
2209000,Powiat malborski,2020,61892
2209000,Powiat malborski,2021,61403
2209000,Powiat malborski,2022,61012
2209000,Powiat malborski,2023,60647
2209000,Powiat malborski,2024,60351
2210000,Powiat nowodworski,2013,36332
2210000,Powiat nowodworski,2014,36254
2210000,Powiat nowodworski,2015,36154
2210000,Powiat nowodworski,2016,36018
2210000,Powiat nowodworski,2017,35891
2210000,Powiat nowodworski,2018,35746
2210000,Powiat nowodworski,2019,35580
2210000,Powiat nowodworski,2020,34290
2210000,Powiat nowodworski,2021,34065
2210000,Powiat nowodworski,2022,33815
2210000,Powiat nowodworski,2023,33626
2210000,Powiat nowodworski,2024,33392
2211000,Powiat pucki,2013,81597
2211000,Powiat pucki,2014,82414
2211000,Powiat pucki,2015,83080
2211000,Powiat pucki,2016,83752
2211000,Powiat pucki,2017,84687
2211000,Powiat pucki,2018,85726
2211000,Powiat pucki,2019,86684
2211000,Powiat pucki,2020,89493
2211000,Powiat pucki,2021,90329
2211000,Powiat pucki,2022,90942
2211000,Powiat pucki,2023,91664
2211000,Powiat pucki,2024,92383
2212000,Powiat słupski,2013,97437
2212000,Powiat słupski,2014,97727
2212000,Powiat słupski,2015,98140
2212000,Powiat słupski,2016,98501
2212000,Powiat słupski,2017,98737
2212000,Powiat słupski,2018,98816
2212000,Powiat słupski,2019,98686
2212000,Powiat słupski,2020,96380
2212000,Powiat słupski,2021,96326
2212000,Powiat słupski,2022,96231
2212000,Powiat słupski,2023,96293
2212000,Powiat słupski,2024,95888
2213000,Powiat starogardzki,2013,127279
2213000,Powiat starogardzki,2014,127297
2213000,Powiat starogardzki,2015,127289
2213000,Powiat starogardzki,2016,127502
2213000,Powiat starogardzki,2017,127868
2213000,Powiat starogardzki,2018,128004
2213000,Powiat starogardzki,2019,128186
2213000,Powiat starogardzki,2020,126031
2213000,Powiat starogardzki,2021,125657
2213000,Powiat starogardzki,2022,125437
2213000,Powiat starogardzki,2023,125125
2213000,Powiat starogardzki,2024,124774
2214000,Powiat tczewski,2013,115962
2214000,Powiat tczewski,2014,116040
2214000,Powiat tczewski,2015,115610
2214000,Powiat tczewski,2016,115836
2214000,Powiat tczewski,2017,115896
2214000,Powiat tczewski,2018,115876
2214000,Powiat tczewski,2019,115728
2214000,Powiat tczewski,2020,112765
2214000,Powiat tczewski,2021,112350
2214000,Powiat tczewski,2022,111755
2214000,Powiat tczewski,2023,111237
2214000,Powiat tczewski,2024,110511
2215000,Powiat wejherowski,2013,205892
2215000,Powiat wejherowski,2014,207676
2215000,Powiat wejherowski,2015,209407
2215000,Powiat wejherowski,2016,211455
2215000,Powiat wejherowski,2017,213803
2215000,Powiat wejherowski,2018,215908
2215000,Powiat wejherowski,2019,217846
2215000,Powiat wejherowski,2020,224365
2215000,Powiat wejherowski,2021,225799
2215000,Powiat wejherowski,2022,227406
2215000,Powiat wejherowski,2023,229446
2215000,Powiat wejherowski,2024,230818
2216000,Powiat sztumski,2013,42511
2216000,Powiat sztumski,2014,42482
2216000,Powiat sztumski,2015,42377
2216000,Powiat sztumski,2016,42250
2216000,Powiat sztumski,2017,41946
2216000,Powiat sztumski,2018,41569
2216000,Powiat sztumski,2019,41302
2216000,Powiat sztumski,2020,39586
2216000,Powiat sztumski,2021,39124
2216000,Powiat sztumski,2022,38678
2216000,Powiat sztumski,2023,38341
2216000,Powiat sztumski,2024,37836
2261000,Powiat m. Gdańsk,2013,461531
2261000,Powiat m. Gdańsk,2014,461489
2261000,Powiat m. Gdańsk,2015,462249
2261000,Powiat m. Gdańsk,2016,463754
2261000,Powiat m. Gdańsk,2017,464254
2261000,Powiat m. Gdańsk,2018,466631
2261000,Powiat m. Gdańsk,2019,470907
2261000,Powiat m. Gdańsk,2020,486542
2261000,Powiat m. Gdańsk,2021,486271
2261000,Powiat m. Gdańsk,2022,486345
2261000,Powiat m. Gdańsk,2023,487371
2261000,Powiat m. Gdańsk,2024,488651
2262000,Powiat m. Gdynia,2013,248042
2262000,Powiat m. Gdynia,2014,247820
2262000,Powiat m. Gdynia,2015,247478
2262000,Powiat m. Gdynia,2016,246991
2262000,Powiat m. Gdynia,2017,246306
2262000,Powiat m. Gdynia,2018,246309
2262000,Powiat m. Gdynia,2019,246348
2262000,Powiat m. Gdynia,2020,245739
2262000,Powiat m. Gdynia,2021,244676
2262000,Powiat m. Gdynia,2022,242874
2262000,Powiat m. Gdynia,2023,241189
2262000,Powiat m. Gdynia,2024,240084
2263000,Powiat m. Słupsk,2013,93936
2263000,Powiat m. Słupsk,2014,93206
2263000,Powiat m. Słupsk,2015,92496
2263000,Powiat m. Słupsk,2016,91935
2263000,Powiat m. Słupsk,2017,91465
2263000,Powiat m. Słupsk,2018,91007
2263000,Powiat m. Słupsk,2019,90681
2263000,Powiat m. Słupsk,2020,88060
2263000,Powiat m. Słupsk,2021,87119
2263000,Powiat m. Słupsk,2022,86365
2263000,Powiat m. Słupsk,2023,85504
2263000,Powiat m. Słupsk,2024,84767
2264000,Powiat m. Sopot,2013,37903
2264000,Powiat m. Sopot,2014,37654
2264000,Powiat m. Sopot,2015,37231
2264000,Powiat m. Sopot,2016,36849
2264000,Powiat m. Sopot,2017,36533
2264000,Powiat m. Sopot,2018,36046
2264000,Powiat m. Sopot,2019,35719
2264000,Powiat m. Sopot,2020,33125
2264000,Powiat m. Sopot,2021,32743
2264000,Powiat m. Sopot,2022,32276
2264000,Powiat m. Sopot,2023,31903
2264000,Powiat m. Sopot,2024,31444
2401000,Powiat będziński,2013,151170
2401000,Powiat będziński,2014,150737
2401000,Powiat będziński,2015,150103
2401000,Powiat będziński,2016,149720
2401000,Powiat będziński,2017,149316
2401000,Powiat będziński,2018,148762
2401000,Powiat będziński,2019,148089
2401000,Powiat będziński,2020,147580
2401000,Powiat będziński,2021,146371
2401000,Powiat będziński,2022,145429
2401000,Powiat będziński,2023,144685
2401000,Powiat będziński,2024,143640
2402000,Powiat bielski,2013,160405
2402000,Powiat bielski,2014,161359
2402000,Powiat bielski,2015,162128
2402000,Powiat bielski,2016,162926
2402000,Powiat bielski,2017,164003
2402000,Powiat bielski,2018,165000
2402000,Powiat bielski,2019,165960
2402000,Powiat bielski,2020,165477
2402000,Powiat bielski,2021,165650
2402000,Powiat bielski,2022,165836
2402000,Powiat bielski,2023,165824
2402000,Powiat bielski,2024,165708
2403000,Powiat cieszyński,2013,177479
2403000,Powiat cieszyński,2014,177708
2403000,Powiat cieszyński,2015,177562
2403000,Powiat cieszyński,2016,177863
2403000,Powiat cieszyński,2017,178251
2403000,Powiat cieszyński,2018,178139
2403000,Powiat cieszyński,2019,178191
2403000,Powiat cieszyński,2020,176954
2403000,Powiat cieszyński,2021,176113
2403000,Powiat cieszyński,2022,175579
2403000,Powiat cieszyński,2023,174794
2403000,Powiat cieszyński,2024,173694
2404000,Powiat częstochowski,2013,135549
2404000,Powiat częstochowski,2014,135760
2404000,Powiat częstochowski,2015,135633
2404000,Powiat częstochowski,2016,135611
2404000,Powiat częstochowski,2017,135227
2404000,Powiat częstochowski,2018,134919
2404000,Powiat częstochowski,2019,134555
2404000,Powiat częstochowski,2020,133352
2404000,Powiat częstochowski,2021,132529
2404000,Powiat częstochowski,2022,132009
2404000,Powiat częstochowski,2023,131569
2404000,Powiat częstochowski,2024,131042
2405000,Powiat gliwicki,2013,115254
2405000,Powiat gliwicki,2014,115128
2405000,Powiat gliwicki,2015,115179
2405000,Powiat gliwicki,2016,115360
2405000,Powiat gliwicki,2017,115647
2405000,Powiat gliwicki,2018,115558
2405000,Powiat gliwicki,2019,115528
2405000,Powiat gliwicki,2020,113764
2405000,Powiat gliwicki,2021,113385
2405000,Powiat gliwicki,2022,113223
2405000,Powiat gliwicki,2023,113180
2405000,Powiat gliwicki,2024,112952
2406000,Powiat kłobucki,2013,85576
2406000,Powiat kłobucki,2014,85396
2406000,Powiat kłobucki,2015,85256
2406000,Powiat kłobucki,2016,85180
2406000,Powiat kłobucki,2017,85094
2406000,Powiat kłobucki,2018,84924
2406000,Powiat kłobucki,2019,84591
2406000,Powiat kłobucki,2020,83341
2406000,Powiat kłobucki,2021,82769
2406000,Powiat kłobucki,2022,82451
2406000,Powiat kłobucki,2023,81964
2406000,Powiat kłobucki,2024,81495
2407000,Powiat lubliniecki,2013,77205
2407000,Powiat lubliniecki,2014,76980
2407000,Powiat lubliniecki,2015,76951
2407000,Powiat lubliniecki,2016,76837
2407000,Powiat lubliniecki,2017,76768
2407000,Powiat lubliniecki,2018,76593
2407000,Powiat lubliniecki,2019,76451
2407000,Powiat lubliniecki,2020,75857
2407000,Powiat lubliniecki,2021,75481
2407000,Powiat lubliniecki,2022,75157
2407000,Powiat lubliniecki,2023,74887
2407000,Powiat lubliniecki,2024,74419
2408000,Powiat mikołowski,2013,95769
2408000,Powiat mikołowski,2014,96107
2408000,Powiat mikołowski,2015,96457
2408000,Powiat mikołowski,2016,97039
2408000,Powiat mikołowski,2017,97689
2408000,Powiat mikołowski,2018,98373
2408000,Powiat mikołowski,2019,98990
2408000,Powiat mikołowski,2020,99345
2408000,Powiat mikołowski,2021,99486
2408000,Powiat mikołowski,2022,99602
2408000,Powiat mikołowski,2023,100002
2408000,Powiat mikołowski,2024,100019
2409000,Powiat myszkowski,2013,72051
2409000,Powiat myszkowski,2014,71977
2409000,Powiat myszkowski,2015,71784
2409000,Powiat myszkowski,2016,71670
2409000,Powiat myszkowski,2017,71396
2409000,Powiat myszkowski,2018,71119
2409000,Powiat myszkowski,2019,70880
2409000,Powiat myszkowski,2020,69325
2409000,Powiat myszkowski,2021,68592
2409000,Powiat myszkowski,2022,68054
2409000,Powiat myszkowski,2023,67573
2409000,Powiat myszkowski,2024,67049
2410000,Powiat pszczyński,2013,108910
2410000,Powiat pszczyński,2014,109409
2410000,Powiat pszczyński,2015,109852
2410000,Powiat pszczyński,2016,110215
2410000,Powiat pszczyński,2017,110626
2410000,Powiat pszczyński,2018,111202
2410000,Powiat pszczyński,2019,111539
2410000,Powiat pszczyński,2020,110958
2410000,Powiat pszczyński,2021,110893
2410000,Powiat pszczyński,2022,110958
2410000,Powiat pszczyński,2023,110777
2410000,Powiat pszczyński,2024,110722
2411000,Powiat raciborski,2013,109564
2411000,Powiat raciborski,2014,109362
2411000,Powiat raciborski,2015,109161
2411000,Powiat raciborski,2016,109111
2411000,Powiat raciborski,2017,108918
2411000,Powiat raciborski,2018,108513
2411000,Powiat raciborski,2019,108211
2411000,Powiat raciborski,2020,101780
2411000,Powiat raciborski,2021,100842
2411000,Powiat raciborski,2022,99974
2411000,Powiat raciborski,2023,99332
2411000,Powiat raciborski,2024,98665
2412000,Powiat rybnicki,2013,76915
2412000,Powiat rybnicki,2014,77150
2412000,Powiat rybnicki,2015,77431
2412000,Powiat rybnicki,2016,77703
2412000,Powiat rybnicki,2017,77942
2412000,Powiat rybnicki,2018,78104
2412000,Powiat rybnicki,2019,78213
2412000,Powiat rybnicki,2020,76936
2412000,Powiat rybnicki,2021,76807
2412000,Powiat rybnicki,2022,76816
2412000,Powiat rybnicki,2023,76666
2412000,Powiat rybnicki,2024,76250
2413000,Powiat tarnogórski,2013,138351
2413000,Powiat tarnogórski,2014,138502
2413000,Powiat tarnogórski,2015,138837
2413000,Powiat tarnogórski,2016,139079
2413000,Powiat tarnogórski,2017,139300
2413000,Powiat tarnogórski,2018,139833
2413000,Powiat tarnogórski,2019,140519
2413000,Powiat tarnogórski,2020,138983
2413000,Powiat tarnogórski,2021,139161
2413000,Powiat tarnogórski,2022,139221
2413000,Powiat tarnogórski,2023,139160
2413000,Powiat tarnogórski,2024,138856
2414000,Powiat bieruńsko-lędziński,2013,58597
2414000,Powiat bieruńsko-lędziński,2014,58815
2414000,Powiat bieruńsko-lędziński,2015,58973
2414000,Powiat bieruńsko-lędziński,2016,59154
2414000,Powiat bieruńsko-lędziński,2017,59550
2414000,Powiat bieruńsko-lędziński,2018,59760
2414000,Powiat bieruńsko-lędziński,2019,59776
2414000,Powiat bieruńsko-lędziński,2020,59340
2414000,Powiat bieruńsko-lędziński,2021,59513
2414000,Powiat bieruńsko-lędziński,2022,59568
2414000,Powiat bieruńsko-lędziński,2023,59443
2414000,Powiat bieruńsko-lędziński,2024,59400
2415000,Powiat wodzisławski,2013,157787
2415000,Powiat wodzisławski,2014,158029
2415000,Powiat wodzisławski,2015,157831
2415000,Powiat wodzisławski,2016,157886
2415000,Powiat wodzisławski,2017,157767
2415000,Powiat wodzisławski,2018,157616
2415000,Powiat wodzisławski,2019,157088
2415000,Powiat wodzisławski,2020,152914
2415000,Powiat wodzisławski,2021,151852
2415000,Powiat wodzisławski,2022,151133
2415000,Powiat wodzisławski,2023,150269
2415000,Powiat wodzisławski,2024,149463
2416000,Powiat zawierciański,2013,121683
2416000,Powiat zawierciański,2014,121012
2416000,Powiat zawierciański,2015,120270
2416000,Powiat zawierciański,2016,119750
2416000,Powiat zawierciański,2017,119101
2416000,Powiat zawierciański,2018,118434
2416000,Powiat zawierciański,2019,117624
2416000,Powiat zawierciański,2020,114974
2416000,Powiat zawierciański,2021,113734
2416000,Powiat zawierciański,2022,112774
2416000,Powiat zawierciański,2023,111628
2416000,Powiat zawierciański,2024,110383
2417000,Powiat żywiecki,2013,153108
2417000,Powiat żywiecki,2014,153189
2417000,Powiat żywiecki,2015,153047
2417000,Powiat żywiecki,2016,153197
2417000,Powiat żywiecki,2017,153187
2417000,Powiat żywiecki,2018,153226
2417000,Powiat żywiecki,2019,152756
2417000,Powiat żywiecki,2020,150612
2417000,Powiat żywiecki,2021,149800
2417000,Powiat żywiecki,2022,149439
2417000,Powiat żywiecki,2023,148829
2417000,Powiat żywiecki,2024,148090
2461000,Powiat m. Bielsko-Biała,2013,173699
2461000,Powiat m. Bielsko-Biała,2014,173013
2461000,Powiat m. Bielsko-Biała,2015,172591
2461000,Powiat m. Bielsko-Biała,2016,172030
2461000,Powiat m. Bielsko-Biała,2017,171505
2461000,Powiat m. Bielsko-Biała,2018,171259
2461000,Powiat m. Bielsko-Biała,2019,170663
2461000,Powiat m. Bielsko-Biała,2020,169553
2461000,Powiat m. Bielsko-Biała,2021,168106
2461000,Powiat m. Bielsko-Biała,2022,166765
2461000,Powiat m. Bielsko-Biała,2023,165766
2461000,Powiat m. Bielsko-Biała,2024,164318
2462000,Powiat m. Bytom,2013,173439
2462000,Powiat m. Bytom,2014,172306
2462000,Powiat m. Bytom,2015,170761
2462000,Powiat m. Bytom,2016,169617
2462000,Powiat m. Bytom,2017,168394
2462000,Powiat m. Bytom,2018,166795
2462000,Powiat m. Bytom,2019,165263
2462000,Powiat m. Bytom,2020,153827
2462000,Powiat m. Bytom,2021,151691
2462000,Powiat m. Bytom,2022,149576
2462000,Powiat m. Bytom,2023,147759
2462000,Powiat m. Bytom,2024,146290
2463000,Powiat m. Chorzów,2013,110761
2463000,Powiat m. Chorzów,2014,110337
2463000,Powiat m. Chorzów,2015,109757
2463000,Powiat m. Chorzów,2016,109398
2463000,Powiat m. Chorzów,2017,109021
2463000,Powiat m. Chorzów,2018,108434
2463000,Powiat m. Chorzów,2019,107807
2463000,Powiat m. Chorzów,2020,104448
2463000,Powiat m. Chorzów,2021,103229
2463000,Powiat m. Chorzów,2022,101914
2463000,Powiat m. Chorzów,2023,100593
2463000,Powiat m. Chorzów,2024,99420
2464000,Powiat m. Częstochowa,2013,232318
2464000,Powiat m. Częstochowa,2014,230123
2464000,Powiat m. Częstochowa,2015,228179
2464000,Powiat m. Częstochowa,2016,226225
2464000,Powiat m. Częstochowa,2017,224376
2464000,Powiat m. Częstochowa,2018,222292
2464000,Powiat m. Częstochowa,2019,220433
2464000,Powiat m. Częstochowa,2020,213942
2464000,Powiat m. Częstochowa,2021,210773
2464000,Powiat m. Częstochowa,2022,208282
2464000,Powiat m. Częstochowa,2023,205969
2464000,Powiat m. Częstochowa,2024,203615
2465000,Powiat m. Dąbrowa Górnicza,2013,123994
2465000,Powiat m. Dąbrowa Górnicza,2014,123376
2465000,Powiat m. Dąbrowa Górnicza,2015,122712
2465000,Powiat m. Dąbrowa Górnicza,2016,121802
2465000,Powiat m. Dąbrowa Górnicza,2017,121121
2465000,Powiat m. Dąbrowa Górnicza,2018,120259
2465000,Powiat m. Dąbrowa Górnicza,2019,119373
2465000,Powiat m. Dąbrowa Górnicza,2020,117257
2465000,Powiat m. Dąbrowa Górnicza,2021,115955
2465000,Powiat m. Dąbrowa Górnicza,2022,114765
2465000,Powiat m. Dąbrowa Górnicza,2023,113460
2465000,Powiat m. Dąbrowa Górnicza,2024,112408
2466000,Powiat m. Gliwice,2013,185450
2466000,Powiat m. Gliwice,2014,184415
2466000,Powiat m. Gliwice,2015,183392
2466000,Powiat m. Gliwice,2016,182156
2466000,Powiat m. Gliwice,2017,181309
2466000,Powiat m. Gliwice,2018,179806
2466000,Powiat m. Gliwice,2019,178603
2466000,Powiat m. Gliwice,2020,174581
2466000,Powiat m. Gliwice,2021,172628
2466000,Powiat m. Gliwice,2022,171023
2466000,Powiat m. Gliwice,2023,169915
2466000,Powiat m. Gliwice,2024,168248
2467000,Powiat m. Jastrzębie-Zdrój,2013,91235
2467000,Powiat m. Jastrzębie-Zdrój,2014,90794
2467000,Powiat m. Jastrzębie-Zdrój,2015,90283
2467000,Powiat m. Jastrzębie-Zdrój,2016,89883
2467000,Powiat m. Jastrzębie-Zdrój,2017,89590
2467000,Powiat m. Jastrzębie-Zdrój,2018,89128
