powiat_code,powiat_name,year,age_15_29,age_30_49,age_50_69
1213000,Powiat oświęcimski,2019,25340,45436,40729
1213000,Powiat oświęcimski,2020,23336,45033,40300
1213000,Powiat oświęcimski,2021,22651,44932,39868
1213000,Powiat oświęcimski,2022,22341,44617,39604
1213000,Powiat oświęcimski,2023,22192,44252,39413
1213000,Powiat oświęcimski,2024,22209,43637,39342
1214000,Powiat proszowicki,2013,9206,12436,10924
1214000,Powiat proszowicki,2014,9064,12565,11012
1214000,Powiat proszowicki,2015,8863,12662,11046
1214000,Powiat proszowicki,2016,8610,12768,11062
1214000,Powiat proszowicki,2017,8363,12918,10988
1214000,Powiat proszowicki,2018,8059,12964,10966
1214000,Powiat proszowicki,2019,7823,12915,10910
1214000,Powiat proszowicki,2020,7247,12669,11023
1214000,Powiat proszowicki,2021,7038,12664,10945
1214000,Powiat proszowicki,2022,6879,12609,10888
1214000,Powiat proszowicki,2023,6761,12516,10805
1214000,Powiat proszowicki,2024,6755,12400,10776
1215000,Powiat suski,2013,18736,23597,18901
1215000,Powiat suski,2014,18315,23884,19296
1215000,Powiat suski,2015,17997,24109,19683
1215000,Powiat suski,2016,17643,24295,19866
1215000,Powiat suski,2017,17236,24421,20040
1215000,Powiat suski,2018,16732,24550,20166
1215000,Powiat suski,2019,16291,24657,20219
1215000,Powiat suski,2020,15285,24468,20286
1215000,Powiat suski,2021,14969,24566,20244
1215000,Powiat suski,2022,14805,24513,20322
1215000,Powiat suski,2023,14739,24344,20380
1215000,Powiat suski,2024,14667,24099,20487
1216000,Powiat tarnowski,2013,46489,57813,42402
1216000,Powiat tarnowski,2014,45479,58383,43472
1216000,Powiat tarnowski,2015,44718,58811,44609
1216000,Powiat tarnowski,2016,43747,59195,45676
1216000,Powiat tarnowski,2017,42784,59556,46409
1216000,Powiat tarnowski,2018,41629,59959,47105
1216000,Powiat tarnowski,2019,40231,60207,47790
1216000,Powiat tarnowski,2020,36257,59502,48342
1216000,Powiat tarnowski,2021,35239,59538,48714
1216000,Powiat tarnowski,2022,34580,59408,49159
1216000,Powiat tarnowski,2023,34329,58993,49660
1216000,Powiat tarnowski,2024,34176,58396,50347
1217000,Powiat tatrzański,2013,14608,19060,16243
1217000,Powiat tatrzański,2014,14165,19282,16461
1217000,Powiat tatrzański,2015,13861,19458,16652
1217000,Powiat tatrzański,2016,13456,19702,16776
1217000,Powiat tatrzański,2017,13181,19766,16836
1217000,Powiat tatrzański,2018,12816,19900,16854
1217000,Powiat tatrzański,2019,12457,19933,16917
1217000,Powiat tatrzański,2020,11659,19974,16648
1217000,Powiat tatrzański,2021,11296,19984,16638
1217000,Powiat tatrzański,2022,11023,20009,16614
1217000,Powiat tatrzański,2023,10870,19956,16626
1217000,Powiat tatrzański,2024,10735,19924,16519
1218000,Powiat wadowicki,2013,34259,46145,37026
1218000,Powiat wadowicki,2014,33325,46632,37693
1218000,Powiat wadowicki,2015,32563,46969,38339
1218000,Powiat wadowicki,2016,31816,47254,38676
1218000,Powiat wadowicki,2017,31040,47627,38943
1218000,Powiat wadowicki,2018,30294,47932,39210
1218000,Powiat wadowicki,2019,29295,48112,39353
1218000,Powiat wadowicki,2020,27304,47872,39435
1218000,Powiat wadowicki,2021,26653,47902,39337
1218000,Powiat wadowicki,2022,26248,47711,39435
1218000,Powiat wadowicki,2023,26156,47403,39512
1218000,Powiat wadowicki,2024,26262,46791,39761
1219000,Powiat wielicki,2013,24428,36287,27255
1219000,Powiat wielicki,2014,23894,37295,27802
1219000,Powiat wielicki,2015,23483,38314,28319
1219000,Powiat wielicki,2016,23138,39286,28659
1219000,Powiat wielicki,2017,22846,40153,29008
1219000,Powiat wielicki,2018,22502,41040,29357
1219000,Powiat wielicki,2019,22141,41996,29723
1219000,Powiat wielicki,2020,22320,46149,31014
1219000,Powiat wielicki,2021,22058,47029,31330
1219000,Powiat wielicki,2022,22054,47715,31655
1219000,Powiat wielicki,2023,22243,48298,32049
1219000,Powiat wielicki,2024,22595,48633,32553
1261000,Powiat m. Kraków,2013,148315,226974,195080
1261000,Powiat m. Kraków,2014,140580,234351,194622
1261000,Powiat m. Kraków,2015,130837,241043,193654
1261000,Powiat m. Kraków,2016,124201,247332,192046
1261000,Powiat m. Kraków,2017,116376,253250,189521
1261000,Powiat m. Kraków,2018,110401,258653,187211
1261000,Powiat m. Kraków,2019,108476,264159,184945
1261000,Powiat m. Kraków,2020,144631,266200,175366
1261000,Powiat m. Kraków,2021,137939,273573,172807
1261000,Powiat m. Kraków,2022,130406,279800,170872
1261000,Powiat m. Kraków,2023,124628,286006,170191
1261000,Powiat m. Kraków,2024,119020,291845,170225
1262000,Powiat m. Nowy Sącz,2013,17585,24129,21212
1262000,Powiat m. Nowy Sącz,2014,16791,24528,21328
1262000,Powiat m. Nowy Sącz,2015,16234,24810,21580
1262000,Powiat m. Nowy Sącz,2016,15682,24968,21659
1262000,Powiat m. Nowy Sącz,2017,15161,25082,21606
1262000,Powiat m. Nowy Sącz,2018,14591,25312,21359
1262000,Powiat m. Nowy Sącz,2019,14085,25413,21206
1262000,Powiat m. Nowy Sącz,2020,12629,24967,20753
1262000,Powiat m. Nowy Sącz,2021,12305,24849,20572
1262000,Powiat m. Nowy Sącz,2022,12056,24654,20479
1262000,Powiat m. Nowy Sącz,2023,12191,24249,20418
1262000,Powiat m. Nowy Sącz,2024,12177,23788,20368
1263000,Powiat m. Tarnów,2013,21623,32436,30544
1263000,Powiat m. Tarnów,2014,20520,32556,30648
1263000,Powiat m. Tarnów,2015,19631,32676,30635
1263000,Powiat m. Tarnów,2016,18832,32639,30581
1263000,Powiat m. Tarnów,2017,18135,32654,30319
1263000,Powiat m. Tarnów,2018,17279,32544,30054
1263000,Powiat m. Tarnów,2019,16660,32484,29685
1263000,Powiat m. Tarnów,2020,15029,32723,29020
1263000,Powiat m. Tarnów,2021,14333,32373,28653
1263000,Powiat m. Tarnów,2022,13859,31935,28335
1263000,Powiat m. Tarnów,2023,13716,31391,28014
1263000,Powiat m. Tarnów,2024,13537,30681,27736
1401000,Powiat białobrzeski,2013,7569,9252,7876
1401000,Powiat białobrzeski,2014,7410,9302,7976
1401000,Powiat białobrzeski,2015,7269,9415,8046
1401000,Powiat białobrzeski,2016,7133,9501,8057
1401000,Powiat białobrzeski,2017,7001,9558,8052
1401000,Powiat białobrzeski,2018,6859,9592,8066
1401000,Powiat białobrzeski,2019,6695,9558,8055
1401000,Powiat białobrzeski,2020,6093,9397,8150
1401000,Powiat białobrzeski,2021,5978,9363,8102
1401000,Powiat białobrzeski,2022,5903,9311,8090
1401000,Powiat białobrzeski,2023,5861,9285,8043
1401000,Powiat białobrzeski,2024,5766,9279,7973
1402000,Powiat ciechanowski,2013,19636,24827,24271
1402000,Powiat ciechanowski,2014,19059,24943,24651
1402000,Powiat ciechanowski,2015,18346,24980,25091
1402000,Powiat ciechanowski,2016,17872,25043,25195
1402000,Powiat ciechanowski,2017,17264,25246,25094
1402000,Powiat ciechanowski,2018,16623,25358,24983
1402000,Powiat ciechanowski,2019,16035,25407,24781
1402000,Powiat ciechanowski,2020,14108,25011,24374
1402000,Powiat ciechanowski,2021,13732,24896,23999
1402000,Powiat ciechanowski,2022,13454,24685,23684
1402000,Powiat ciechanowski,2023,13347,24453,23362
1402000,Powiat ciechanowski,2024,13271,24159,23006
1403000,Powiat garwoliński,2013,24829,29811,24452
1403000,Powiat garwoliński,2014,24208,30178,24762
1403000,Powiat garwoliński,2015,23633,30575,25047
1403000,Powiat garwoliński,2016,23046,30863,25304
1403000,Powiat garwoliński,2017,22447,31153,25257
1403000,Powiat garwoliński,2018,21905,31310,25277
1403000,Powiat garwoliński,2019,21455,31447,25304
1403000,Powiat garwoliński,2020,19380,30631,25305
1403000,Powiat garwoliński,2021,18947,30659,25203
1403000,Powiat garwoliński,2022,18721,30579,25071
1403000,Powiat garwoliński,2023,18539,30427,24984
1403000,Powiat garwoliński,2024,18494,30158,24970
1404000,Powiat gostyniński,2013,9512,12994,12486
1404000,Powiat gostyniński,2014,9238,13019,12576
1404000,Powiat gostyniński,2015,8953,13117,12667
1404000,Powiat gostyniński,2016,8697,13085,12492
1404000,Powiat gostyniński,2017,8506,13014,12401
1404000,Powiat gostyniński,2018,8200,13024,12314
1404000,Powiat gostyniński,2019,7910,12975,12195
1404000,Powiat gostyniński,2020,6979,12640,11936
1404000,Powiat gostyniński,2021,6748,12509,11778
1404000,Powiat gostyniński,2022,6697,12277,11670
1404000,Powiat gostyniński,2023,6631,12031,11658
1404000,Powiat gostyniński,2024,6532,11847,11606
1405000,Powiat grodziski,2013,16100,26743,22175
1405000,Powiat grodziski,2014,15749,27396,22419
1405000,Powiat grodziski,2015,15385,28039,22701
1405000,Powiat grodziski,2016,15271,28550,22819
1405000,Powiat grodziski,2017,14982,29095,22868
1405000,Powiat grodziski,2018,14953,29633,22840
1405000,Powiat grodziski,2019,15081,30148,23009
1405000,Powiat grodziski,2020,15122,32572,24142
1405000,Powiat grodziski,2021,15266,33043,24384
1405000,Powiat grodziski,2022,15419,33257,24654
1405000,Powiat grodziski,2023,15766,33474,24945
1405000,Powiat grodziski,2024,16241,33624,25309
1406000,Powiat grójecki,2013,19476,28223,25377
1406000,Powiat grójecki,2014,18926,28498,25532
1406000,Powiat grójecki,2015,18439,28679,25691
1406000,Powiat grójecki,2016,17980,28848,25715
1406000,Powiat grójecki,2017,17562,28980,25605
1406000,Powiat grójecki,2018,17130,28949,25471
1406000,Powiat grójecki,2019,16840,28943,25383
1406000,Powiat grójecki,2020,15861,29097,25629
1406000,Powiat grójecki,2021,15593,28947,25303
1406000,Powiat grójecki,2022,15373,28801,25041
1406000,Powiat grójecki,2023,15259,28553,24854
1406000,Powiat grójecki,2024,15264,28154,24741
1407000,Powiat kozienicki,2013,13247,16735,16832
1407000,Powiat kozienicki,2014,12833,16804,16921
1407000,Powiat kozienicki,2015,12367,16984,16977
1407000,Powiat kozienicki,2016,12099,17067,16909
1407000,Powiat kozienicki,2017,11762,17032,16779
1407000,Powiat kozienicki,2018,11330,17104,16586
1407000,Powiat kozienicki,2019,10898,17106,16413
1407000,Powiat kozienicki,2020,9510,16581,16304
1407000,Powiat kozienicki,2021,9282,16513,16004
1407000,Powiat kozienicki,2022,9140,16281,15762
1407000,Powiat kozienicki,2023,9062,16076,15435
1407000,Powiat kozienicki,2024,8980,15763,15230
1408000,Powiat legionowski,2013,19503,35716,27423
1408000,Powiat legionowski,2014,18936,36593,27854
1408000,Powiat legionowski,2015,18469,37299,28196
1408000,Powiat legionowski,2016,18229,37860,28306
1408000,Powiat legionowski,2017,18099,38127,28182
1408000,Powiat legionowski,2018,18040,38664,28045
1408000,Powiat legionowski,2019,18075,39243,28146
1408000,Powiat legionowski,2020,18679,42662,29209
1408000,Powiat legionowski,2021,19078,43114,29200
1408000,Powiat legionowski,2022,19505,43193,29431
1408000,Powiat legionowski,2023,20129,43229,29861
1408000,Powiat legionowski,2024,20909,43032,30444
1409000,Powiat lipski,2013,7345,9355,9596
1409000,Powiat lipski,2014,7073,9382,9676
1409000,Powiat lipski,2015,6877,9402,9725
1409000,Powiat lipski,2016,6693,9400,9705
1409000,Powiat lipski,2017,6428,9371,9643
1409000,Powiat lipski,2018,6206,9371,9544
1409000,Powiat lipski,2019,5910,9296,9504
1409000,Powiat lipski,2020,5161,8887,9286
1409000,Powiat lipski,2021,4972,8769,9101
1409000,Powiat lipski,2022,4826,8711,9001
1409000,Powiat lipski,2023,4779,8595,8875
1409000,Powiat lipski,2024,4754,8430,8743
1410000,Powiat łosicki,2013,7122,8214,8041
1410000,Powiat łosicki,2014,6952,8209,8124
1410000,Powiat łosicki,2015,6753,8216,8142
1410000,Powiat łosicki,2016,6497,8264,8167
1410000,Powiat łosicki,2017,6269,8254,8146
1410000,Powiat łosicki,2018,5988,8225,8030
1410000,Powiat łosicki,2019,5715,8265,7910
1410000,Powiat łosicki,2020,4999,8093,7815
1410000,Powiat łosicki,2021,4854,8016,7722
1410000,Powiat łosicki,2022,4719,7926,7647
1410000,Powiat łosicki,2023,4631,7829,7545
1410000,Powiat łosicki,2024,4549,7682,7518
1411000,Powiat makowski,2013,10174,12243,11577
1411000,Powiat makowski,2014,9976,12295,11744
1411000,Powiat makowski,2015,9614,12309,11942
1411000,Powiat makowski,2016,9338,12345,12028
1411000,Powiat makowski,2017,9155,12319,12005
1411000,Powiat makowski,2018,8898,12267,11915
1411000,Powiat makowski,2019,8614,12238,11830
1411000,Powiat makowski,2020,7485,11615,11728
1411000,Powiat makowski,2021,7374,11516,11511
1411000,Powiat makowski,2022,7248,11458,11351
1411000,Powiat makowski,2023,7197,11379,11156
1411000,Powiat makowski,2024,7143,11107,11058
1412000,Powiat miński,2013,30024,43919,35850
1412000,Powiat miński,2014,29319,44763,36262
1412000,Powiat miński,2015,28732,45459,36622
1412000,Powiat miński,2016,28087,46160,36824
1412000,Powiat miński,2017,27535,46604,36908
1412000,Powiat miński,2018,26931,47224,36857
1412000,Powiat miński,2019,26403,47607,36909
1412000,Powiat miński,2020,25655,49388,37720
1412000,Powiat miński,2021,25467,49435,37500
1412000,Powiat miński,2022,25519,49280,37600
1412000,Powiat miński,2023,25712,49080,37805
1412000,Powiat miński,2024,25984,48713,38077
1413000,Powiat mławski,2013,16337,20350,18174
1413000,Powiat mławski,2014,16008,20559,18495
1413000,Powiat mławski,2015,15654,20703,18838
1413000,Powiat mławski,2016,15308,20817,18834
1413000,Powiat mławski,2017,14851,20843,18818
1413000,Powiat mławski,2018,14507,20834,18715
1413000,Powiat mławski,2019,13899,20901,18583
1413000,Powiat mławski,2020,12318,20306,18455
1413000,Powiat mławski,2021,11993,20287,18285
1413000,Powiat mławski,2022,11785,20196,18180
1413000,Powiat mławski,2023,11656,19993,18090
1413000,Powiat mławski,2024,11566,19650,18050
1414000,Powiat nowodworski,2013,15810,22830,20308
1414000,Powiat nowodworski,2014,15350,23180,20618
1414000,Powiat nowodworski,2015,14773,23648,20838
1414000,Powiat nowodworski,2016,14335,23998,20925
1414000,Powiat nowodworski,2017,13882,24341,20866
1414000,Powiat nowodworski,2018,13536,24549,20712
1414000,Powiat nowodworski,2019,13304,24585,20584
1414000,Powiat nowodworski,2020,12586,24881,20784
1414000,Powiat nowodworski,2021,12312,24813,20613
1414000,Powiat nowodworski,2022,12218,24793,20469
1414000,Powiat nowodworski,2023,12265,24536,20411
1414000,Powiat nowodworski,2024,12318,24246,20381
1415000,Powiat ostrołęcki,2013,20976,24728,18314
1415000,Powiat ostrołęcki,2014,20762,24790,18997
1415000,Powiat ostrołęcki,2015,20414,24941,19614
1415000,Powiat ostrołęcki,2016,20070,25215,20110
1415000,Powiat ostrołęcki,2017,19628,25347,20548
1415000,Powiat ostrołęcki,2018,19064,25395,20875
1415000,Powiat ostrołęcki,2019,18556,25484,21157
1415000,Powiat ostrołęcki,2020,16666,25417,21386
1415000,Powiat ostrołęcki,2021,16416,25518,21585
1415000,Powiat ostrołęcki,2022,16218,25535,21753
1415000,Powiat ostrołęcki,2023,16171,25510,21889
1415000,Powiat ostrołęcki,2024,16090,25419,22000
1416000,Powiat ostrowski,2013,16296,20254,18182
1416000,Powiat ostrowski,2014,15956,20243,18471
1416000,Powiat ostrowski,2015,15467,20346,18658
1416000,Powiat ostrowski,2016,15143,20320,18803
1416000,Powiat ostrowski,2017,14701,20390,18800
1416000,Powiat ostrowski,2018,14223,20338,18723
1416000,Powiat ostrowski,2019,13766,20259,18702
1416000,Powiat ostrowski,2020,12163,19550,18529
1416000,Powiat ostrowski,2021,11906,19425,18323
1416000,Powiat ostrowski,2022,11788,19221,18135
1416000,Powiat ostrowski,2023,11687,18970,18059
1416000,Powiat ostrowski,2024,11517,18716,17951
1417000,Powiat otwocki,2013,22916,35996,30634
1417000,Powiat otwocki,2014,22253,36430,30895
1417000,Powiat otwocki,2015,21582,36838,31119
1417000,Powiat otwocki,2016,21046,37142,31154
1417000,Powiat otwocki,2017,20493,37355,31156
1417000,Powiat otwocki,2018,19987,37454,31185
1417000,Powiat otwocki,2019,19708,37523,31132
1417000,Powiat otwocki,2020,18787,38216,31826
1417000,Powiat otwocki,2021,18559,38073,31654
1417000,Powiat otwocki,2022,18737,37831,31668
1417000,Powiat otwocki,2023,18897,37535,31833
1417000,Powiat otwocki,2024,19320,36936,32010
1418000,Powiat piaseczyński,2013,29851,56530,39411
1418000,Powiat piaseczyński,2014,29215,57930,40153
1418000,Powiat piaseczyński,2015,28923,59226,40872
1418000,Powiat piaseczyński,2016,28691,60144,41152
1418000,Powiat piaseczyński,2017,28524,60910,41438
1418000,Powiat piaseczyński,2018,28605,61819,41698
1418000,Powiat piaseczyński,2019,29007,62723,42314
1418000,Powiat piaseczyński,2020,30992,70507,45781
1418000,Powiat piaseczyński,2021,31481,70923,46371
1418000,Powiat piaseczyński,2022,31889,71149,47408
1418000,Powiat piaseczyński,2023,32813,71408,48551
1418000,Powiat piaseczyński,2024,33775,71391,49858
1419000,Powiat płocki,2013,24376,32236,26094
1419000,Powiat płocki,2014,23958,32589,26603
1419000,Powiat płocki,2015,23416,32871,27094
1419000,Powiat płocki,2016,22921,33075,27242
1419000,Powiat płocki,2017,22460,33172,27425
1419000,Powiat płocki,2018,21951,33176,27436
1419000,Powiat płocki,2019,21361,33220,27535
1419000,Powiat płocki,2020,19295,33032,27893
1419000,Powiat płocki,2021,18965,32958,28003
1419000,Powiat płocki,2022,18800,32783,28267
1419000,Powiat płocki,2023,18737,32423,28474
1419000,Powiat płocki,2024,18562,31990,28743
1420000,Powiat płoński,2013,18737,24822,22570
1420000,Powiat płoński,2014,18197,25012,22862
1420000,Powiat płoński,2015,17782,25130,23065
1420000,Powiat płoński,2016,17309,25228,22959
1420000,Powiat płoński,2017,17012,25232,22899
1420000,Powiat płoński,2018,16559,25290,22771
1420000,Powiat płoński,2019,16081,25224,22594
1420000,Powiat płoński,2020,14442,24850,22603
1420000,Powiat płoński,2021,14193,24704,22443
1420000,Powiat płoński,2022,13984,24625,22247
1420000,Powiat płoński,2023,13931,24304,22056
1420000,Powiat płoński,2024,13943,23894,21949
1421000,Powiat pruszkowski,2013,27288,48908,40349
1421000,Powiat pruszkowski,2014,26350,50138,40585
1421000,Powiat pruszkowski,2015,25623,51054,40839
1421000,Powiat pruszkowski,2016,24870,51727,40626
1421000,Powiat pruszkowski,2017,24484,52208,40570
1421000,Powiat pruszkowski,2018,24070,52689,40477
1421000,Powiat pruszkowski,2019,24013,53168,40459
1421000,Powiat pruszkowski,2020,24928,57991,41538
1421000,Powiat pruszkowski,2021,24885,58230,41425
1421000,Powiat pruszkowski,2022,24852,58063,41570
1421000,Powiat pruszkowski,2023,25378,58029,41833
1421000,Powiat pruszkowski,2024,26048,57888,42397
1422000,Powiat przasnyski,2013,11859,14452,12782
1422000,Powiat przasnyski,2014,11621,14463,13073
1422000,Powiat przasnyski,2015,11233,14568,13329
1422000,Powiat przasnyski,2016,10991,14580,13418
1422000,Powiat przasnyski,2017,10716,14601,13435
1422000,Powiat przasnyski,2018,10477,14686,13386
1422000,Powiat przasnyski,2019,10194,14616,13311
1422000,Powiat przasnyski,2020,8876,14088,13098
1422000,Powiat przasnyski,2021,8694,13980,12965
1422000,Powiat przasnyski,2022,8595,13873,12874
1422000,Powiat przasnyski,2023,8520,13692,12799
1422000,Powiat przasnyski,2024,8419,13465,12647
1423000,Powiat przysuski,2013,9591,11402,10581
1423000,Powiat przysuski,2014,9367,11457,10713
1423000,Powiat przysuski,2015,9113,11443,10834
1423000,Powiat przysuski,2016,8972,11460,10849
1423000,Powiat przysuski,2017,8625,11425,10894
1423000,Powiat przysuski,2018,8422,11417,10857
1423000,Powiat przysuski,2019,8076,11411,10779
1423000,Powiat przysuski,2020,6881,10884,10736
