powiat_code,powiat_name,year,age_15_29,age_30_49,age_50_69
0807000,Powiat sulęciński,2020,5478,10588,9052
0807000,Powiat sulęciński,2021,5265,10587,8868
0807000,Powiat sulęciński,2022,5141,10547,8813
0807000,Powiat sulęciński,2023,5183,10422,8730
0807000,Powiat sulęciński,2024,5178,10242,8699
0808000,Powiat świebodziński,2013,11923,16050,14936
0808000,Powiat świebodziński,2014,11452,16226,15190
0808000,Powiat świebodziński,2015,11045,16402,15372
0808000,Powiat świebodziński,2016,10611,16606,15312
0808000,Powiat świebodziński,2017,10255,16740,15147
0808000,Powiat świebodziński,2018,9900,16822,14903
0808000,Powiat świebodziński,2019,9575,16955,14671
0808000,Powiat świebodziński,2020,8675,16933,14532
0808000,Powiat świebodziński,2021,8482,16875,14313
0808000,Powiat świebodziński,2022,8311,16727,14156
0808000,Powiat świebodziński,2023,8312,16493,14017
0808000,Powiat świebodziński,2024,8331,16205,13939
0809000,Powiat zielonogórski,2013,20421,28099,24507
0809000,Powiat zielonogórski,2014,19739,28457,24935
0809000,Powiat zielonogórski,2015,15257,22417,20235
0809000,Powiat zielonogórski,2016,14749,22729,20182
0809000,Powiat zielonogórski,2017,14299,23130,20028
0809000,Powiat zielonogórski,2018,13709,23478,19871
0809000,Powiat zielonogórski,2019,13199,23676,19600
0809000,Powiat zielonogórski,2020,11865,23899,19390
0809000,Powiat zielonogórski,2021,11605,23866,19146
0809000,Powiat zielonogórski,2022,11560,23802,19058
0809000,Powiat zielonogórski,2023,11499,23728,19046
0809000,Powiat zielonogórski,2024,11507,23409,19088
0810000,Powiat żagański,2013,16593,23323,22168
0810000,Powiat żagański,2014,15924,23563,22473
0810000,Powiat żagański,2015,15338,23800,22705
0810000,Powiat żagański,2016,14900,23949,22611
0810000,Powiat żagański,2017,14340,24046,22277
0810000,Powiat żagański,2018,13860,24086,21858
0810000,Powiat żagański,2019,13375,24078,21444
0810000,Powiat żagański,2020,11536,23456,20862
0810000,Powiat żagański,2021,11364,23164,20483
0810000,Powiat żagański,2022,11297,22723,20261
0810000,Powiat żagański,2023,11173,22330,20044
0810000,Powiat żagański,2024,11265,21697,19924
0811000,Powiat żarski,2013,20354,28427,26630
0811000,Powiat żarski,2014,19625,28656,26903
0811000,Powiat żarski,2015,19007,28855,27092
0811000,Powiat żarski,2016,18406,29047,27113
0811000,Powiat żarski,2017,17837,29151,26818
0811000,Powiat żarski,2018,17256,29393,26264
0811000,Powiat żarski,2019,16711,29428,25744
0811000,Powiat żarski,2020,14776,29244,25140
0811000,Powiat żarski,2021,14417,28964,24760
0811000,Powiat żarski,2022,14199,28545,24448
0811000,Powiat żarski,2023,14190,28086,24228
0811000,Powiat żarski,2024,14226,27436,24082
0812000,Powiat wschowski,2013,8592,11031,10065
0812000,Powiat wschowski,2014,8283,11210,10200
0812000,Powiat wschowski,2015,8065,11308,10332
0812000,Powiat wschowski,2016,7789,11449,10285
0812000,Powiat wschowski,2017,7586,11549,10189
0812000,Powiat wschowski,2018,7311,11603,10085
0812000,Powiat wschowski,2019,7182,11596,9938
0812000,Powiat wschowski,2020,6333,11465,9809
0812000,Powiat wschowski,2021,6192,11408,9705
0812000,Powiat wschowski,2022,6118,11277,9652
0812000,Powiat wschowski,2023,6165,11096,9576
0812000,Powiat wschowski,2024,6160,10926,9547
0861000,Powiat m. Gorzów Wielkopolski,2013,22756,36813,35220
0861000,Powiat m. Gorzów Wielkopolski,2014,21695,37358,35378
0861000,Powiat m. Gorzów Wielkopolski,2015,20472,37826,35531
0861000,Powiat m. Gorzów Wielkopolski,2016,19760,38307,35138
0861000,Powiat m. Gorzów Wielkopolski,2017,19151,38633,34689
0861000,Powiat m. Gorzów Wielkopolski,2018,18302,38846,33927
0861000,Powiat m. Gorzów Wielkopolski,2019,17879,38938,33134
0861000,Powiat m. Gorzów Wielkopolski,2020,16507,38935,32077
0861000,Powiat m. Gorzów Wielkopolski,2021,15990,38337,31344
0861000,Powiat m. Gorzów Wielkopolski,2022,15760,37687,30564
0861000,Powiat m. Gorzów Wielkopolski,2023,15662,36875,29993
0861000,Powiat m. Gorzów Wielkopolski,2024,15694,35950,29565
0862000,Powiat m. Zielona Góra,2013,21319,35254,33002
0862000,Powiat m. Zielona Góra,2014,19995,36271,33195
0862000,Powiat m. Zielona Góra,2015,22575,43510,38407
0862000,Powiat m. Zielona Góra,2016,21601,44346,38030
0862000,Powiat m. Zielona Góra,2017,20954,44838,37516
0862000,Powiat m. Zielona Góra,2018,20255,45371,36925
0862000,Powiat m. Zielona Góra,2019,20020,45830,36324
0862000,Powiat m. Zielona Góra,2020,20179,46042,34915
0862000,Powiat m. Zielona Góra,2021,19704,46062,34203
0862000,Powiat m. Zielona Góra,2022,19340,45838,33770
0862000,Powiat m. Zielona Góra,2023,19088,45556,33554
0862000,Powiat m. Zielona Góra,2024,19070,45182,33535
1001000,Powiat bełchatowski,2013,24163,32328,31043
1001000,Powiat bełchatowski,2014,23110,32866,31524
1001000,Powiat bełchatowski,2015,21956,33351,31815
1001000,Powiat bełchatowski,2016,21102,33858,31798
1001000,Powiat bełchatowski,2017,20272,34184,31648
1001000,Powiat bełchatowski,2018,19420,34481,31474
1001000,Powiat bełchatowski,2019,18542,34784,31157
1001000,Powiat bełchatowski,2020,16255,34402,30716
1001000,Powiat bełchatowski,2021,15816,34281,30228
1001000,Powiat bełchatowski,2022,15714,33988,29837
1001000,Powiat bełchatowski,2023,15697,33631,29407
1001000,Powiat bełchatowski,2024,15864,33083,29028
1002000,Powiat kutnowski,2013,19298,28051,28908
1002000,Powiat kutnowski,2014,18593,28031,29218
1002000,Powiat kutnowski,2015,17897,27968,29340
1002000,Powiat kutnowski,2016,17271,27909,28870
1002000,Powiat kutnowski,2017,16623,27858,28487
1002000,Powiat kutnowski,2018,16014,27693,28152
1002000,Powiat kutnowski,2019,15485,27490,27785
1002000,Powiat kutnowski,2020,13623,26862,27264
1002000,Powiat kutnowski,2021,13255,26531,26768
1002000,Powiat kutnowski,2022,13024,26163,26423
1002000,Powiat kutnowski,2023,12900,25819,25967
1002000,Powiat kutnowski,2024,12835,25289,25675
1003000,Powiat łaski,2013,10223,14456,13463
1003000,Powiat łaski,2014,9883,14533,13646
1003000,Powiat łaski,2015,9515,14656,13705
1003000,Powiat łaski,2016,9256,14832,13523
1003000,Powiat łaski,2017,9038,14860,13418
1003000,Powiat łaski,2018,8700,14900,13426
1003000,Powiat łaski,2019,8453,14899,13304
1003000,Powiat łaski,2020,7635,14652,13412
1003000,Powiat łaski,2021,7475,14595,13305
1003000,Powiat łaski,2022,7365,14532,13261
1003000,Powiat łaski,2023,7323,14408,13157
1003000,Powiat łaski,2024,7237,14222,13118
1004000,Powiat łęczycki,2013,10405,14053,13741
1004000,Powiat łęczycki,2014,10031,14094,13854
1004000,Powiat łęczycki,2015,9683,14187,13953
1004000,Powiat łęczycki,2016,9456,14135,13814
1004000,Powiat łęczycki,2017,9262,14039,13715
1004000,Powiat łęczycki,2018,8967,14036,13552
1004000,Powiat łęczycki,2019,8616,14037,13410
1004000,Powiat łęczycki,2020,7637,13438,13301
1004000,Powiat łęczycki,2021,7475,13250,13139
1004000,Powiat łęczycki,2022,7364,13150,12935
1004000,Powiat łęczycki,2023,7264,12956,12863
1004000,Powiat łęczycki,2024,7144,12695,12798
1005000,Powiat łowicki,2013,16227,22098,21193
1005000,Powiat łowicki,2014,15651,22276,21333
1005000,Powiat łowicki,2015,15221,22417,21457
1005000,Powiat łowicki,2016,14761,22471,21385
1005000,Powiat łowicki,2017,14319,22531,21269
1005000,Powiat łowicki,2018,14025,22426,21058
1005000,Powiat łowicki,2019,13571,22460,20820
1005000,Powiat łowicki,2020,11991,21922,20533
1005000,Powiat łowicki,2021,11731,21728,20170
1005000,Powiat łowicki,2022,11648,21465,19978
1005000,Powiat łowicki,2023,11547,21133,19786
1005000,Powiat łowicki,2024,11536,20667,19664
1006000,Powiat łódzki wschodni,2013,13219,20806,18439
1006000,Powiat łódzki wschodni,2014,12856,21089,18733
1006000,Powiat łódzki wschodni,2015,12498,21352,18942
1006000,Powiat łódzki wschodni,2016,12271,21517,18992
1006000,Powiat łódzki wschodni,2017,12004,21730,19031
1006000,Powiat łódzki wschodni,2018,11845,21889,19110
1006000,Powiat łódzki wschodni,2019,11733,22059,19155
1006000,Powiat łódzki wschodni,2020,11053,22536,19682
1006000,Powiat łódzki wschodni,2021,10998,22653,19584
1006000,Powiat łódzki wschodni,2022,11074,22507,19655
1006000,Powiat łódzki wschodni,2023,11276,22329,19783
1006000,Powiat łódzki wschodni,2024,11571,22171,19985
1007000,Powiat opoczyński,2013,16932,21211,19216
1007000,Powiat opoczyński,2014,16474,21268,19477
1007000,Powiat opoczyński,2015,15969,21491,19593
1007000,Powiat opoczyński,2016,15528,21529,19687
1007000,Powiat opoczyński,2017,15256,21489,19610
1007000,Powiat opoczyński,2018,14785,21540,19459
1007000,Powiat opoczyński,2019,14234,21565,19368
1007000,Powiat opoczyński,2020,12460,21010,19274
1007000,Powiat opoczyński,2021,12201,20792,19091
1007000,Powiat opoczyński,2022,12047,20545,18874
1007000,Powiat opoczyński,2023,12076,20220,18766
1007000,Powiat opoczyński,2024,12184,19726,18680
1008000,Powiat pabianicki,2013,21350,35073,33386
1008000,Powiat pabianicki,2014,20501,35542,33564
1008000,Powiat pabianicki,2015,19846,35942,33642
1008000,Powiat pabianicki,2016,19199,36184,32963
1008000,Powiat pabianicki,2017,18590,36425,32483
1008000,Powiat pabianicki,2018,18048,36539,32117
1008000,Powiat pabianicki,2019,17583,36713,31812
1008000,Powiat pabianicki,2020,16685,37259,31812
1008000,Powiat pabianicki,2021,16483,37151,31528
1008000,Powiat pabianicki,2022,16456,36734,31291
1008000,Powiat pabianicki,2023,16476,36391,31180
1008000,Powiat pabianicki,2024,16431,35969,31248
1009000,Powiat pajęczański,2013,10941,14697,13159
1009000,Powiat pajęczański,2014,10776,14712,13356
1009000,Powiat pajęczański,2015,10528,14787,13450
1009000,Powiat pajęczański,2016,10344,14815,13447
1009000,Powiat pajęczański,2017,10076,14878,13363
1009000,Powiat pajęczański,2018,9692,14956,13297
1009000,Powiat pajęczański,2019,9366,14879,13280
1009000,Powiat pajęczański,2020,8184,14391,13281
1009000,Powiat pajęczański,2021,8009,14178,13236
1009000,Powiat pajęczański,2022,7880,14037,13219
1009000,Powiat pajęczański,2023,7816,13773,13160
1009000,Powiat pajęczański,2024,7697,13459,13141
1010000,Powiat piotrkowski,2013,19123,25894,22086
1010000,Powiat piotrkowski,2014,18755,26155,22288
1010000,Powiat piotrkowski,2015,18377,26363,22390
1010000,Powiat piotrkowski,2016,18043,26584,22407
1010000,Powiat piotrkowski,2017,17785,26652,22318
1010000,Powiat piotrkowski,2018,17411,26764,22298
1010000,Powiat piotrkowski,2019,16983,26863,22387
1010000,Powiat piotrkowski,2020,15480,26930,22795
1010000,Powiat piotrkowski,2021,15339,26766,22751
1010000,Powiat piotrkowski,2022,15376,26676,22791
1010000,Powiat piotrkowski,2023,15388,26326,22814
1010000,Powiat piotrkowski,2024,15427,25967,22874
1011000,Powiat poddębicki,2013,8373,11727,10977
1011000,Powiat poddębicki,2014,8216,11786,11100
1011000,Powiat poddębicki,2015,8003,11863,11182
1011000,Powiat poddębicki,2016,7786,11881,10984
1011000,Powiat poddębicki,2017,7551,11859,10978
1011000,Powiat poddębicki,2018,7334,11821,10901
1011000,Powiat poddębicki,2019,7068,11834,10876
1011000,Powiat poddębicki,2020,6284,11405,10901
1011000,Powiat poddębicki,2021,6151,11329,10791
1011000,Powiat poddębicki,2022,6045,11268,10760
1011000,Powiat poddębicki,2023,5933,11157,10713
1011000,Powiat poddębicki,2024,5934,11012,10668
1012000,Powiat radomszczański,2013,23243,32719,30720
1012000,Powiat radomszczański,2014,22591,32878,30937
1012000,Powiat radomszczański,2015,22143,32867,30990
1012000,Powiat radomszczański,2016,21615,32742,30716
1012000,Powiat radomszczański,2017,21245,32565,30503
1012000,Powiat radomszczański,2018,20697,32511,30179
1012000,Powiat radomszczański,2019,20123,32290,30107
1012000,Powiat radomszczański,2020,17559,31692,29839
1012000,Powiat radomszczański,2021,17181,31316,29511
1012000,Powiat radomszczański,2022,16829,30868,29309
1012000,Powiat radomszczański,2023,16591,30362,29197
1012000,Powiat radomszczański,2024,16459,29772,29085
1013000,Powiat rawski,2013,10347,13529,13106
1013000,Powiat rawski,2014,9996,13596,13227
1013000,Powiat rawski,2015,9634,13761,13257
1013000,Powiat rawski,2016,9352,13777,13203
1013000,Powiat rawski,2017,9091,13878,13078
1013000,Powiat rawski,2018,8797,13865,12983
1013000,Powiat rawski,2019,8593,13856,12834
1013000,Powiat rawski,2020,7706,13543,12502
1013000,Powiat rawski,2021,7515,13509,12299
1013000,Powiat rawski,2022,7385,13382,12156
1013000,Powiat rawski,2023,7256,13202,12050
1013000,Powiat rawski,2024,7168,12996,12009
1014000,Powiat sieradzki,2013,25504,33579,30619
1014000,Powiat sieradzki,2014,24811,33672,31028
1014000,Powiat sieradzki,2015,24153,33719,31496
1014000,Powiat sieradzki,2016,23465,33832,31191
1014000,Powiat sieradzki,2017,22894,33856,30965
1014000,Powiat sieradzki,2018,22106,33806,30839
1014000,Powiat sieradzki,2019,21470,33687,30704
1014000,Powiat sieradzki,2020,18861,32930,30343
1014000,Powiat sieradzki,2021,18243,32707,30107
1014000,Powiat sieradzki,2022,17916,32305,30001
1014000,Powiat sieradzki,2023,17776,31743,29886
1014000,Powiat sieradzki,2024,17705,31096,29952
1015000,Powiat skierniewicki,2013,8216,10233,9145
1015000,Powiat skierniewicki,2014,7943,10407,9243
1015000,Powiat skierniewicki,2015,7728,10478,9407
1015000,Powiat skierniewicki,2016,7649,10601,9398
1015000,Powiat skierniewicki,2017,7488,10647,9421
1015000,Powiat skierniewicki,2018,7242,10798,9407
1015000,Powiat skierniewicki,2019,7046,10912,9406
1015000,Powiat skierniewicki,2020,6482,10912,9534
1015000,Powiat skierniewicki,2021,6330,10971,9449
1015000,Powiat skierniewicki,2022,6250,11011,9430
1015000,Powiat skierniewicki,2023,6248,11002,9440
1015000,Powiat skierniewicki,2024,6222,10935,9459
1016000,Powiat tomaszowski,2013,22705,33811,32324
1016000,Powiat tomaszowski,2014,22032,34045,32393
1016000,Powiat tomaszowski,2015,21330,34275,32341
1016000,Powiat tomaszowski,2016,20714,34389,32083
1016000,Powiat tomaszowski,2017,20384,34366,31640
1016000,Powiat tomaszowski,2018,19842,34293,31115
1016000,Powiat tomaszowski,2019,19521,34021,30795
1016000,Powiat tomaszowski,2020,17374,33335,30223
1016000,Powiat tomaszowski,2021,17009,32954,29737
1016000,Powiat tomaszowski,2022,16871,32420,29461
1016000,Powiat tomaszowski,2023,16978,31853,29089
1016000,Powiat tomaszowski,2024,17055,31142,28985
1017000,Powiat wieluński,2013,15716,21730,20155
1017000,Powiat wieluński,2014,15388,21860,20389
1017000,Powiat wieluński,2015,15075,22022,20639
1017000,Powiat wieluński,2016,14796,22111,20476
1017000,Powiat wieluński,2017,14454,22153,20313
1017000,Powiat wieluński,2018,14036,22177,20124
1017000,Powiat wieluński,2019,13611,22122,20034
1017000,Powiat wieluński,2020,11932,21674,19838
1017000,Powiat wieluński,2021,11685,21460,19662
1017000,Powiat wieluński,2022,11544,21136,19685
1017000,Powiat wieluński,2023,11459,20833,19476
1017000,Powiat wieluński,2024,11540,20368,19390
1018000,Powiat wieruszowski,2013,8864,12146,10596
1018000,Powiat wieruszowski,2014,8588,12230,10742
1018000,Powiat wieruszowski,2015,8459,12374,10789
1018000,Powiat wieruszowski,2016,8293,12465,10772
1018000,Powiat wieruszowski,2017,8237,12418,10710
1018000,Powiat wieruszowski,2018,8052,12454,10688
1018000,Powiat wieruszowski,2019,7862,12437,10675
1018000,Powiat wieruszowski,2020,7304,12496,10672
1018000,Powiat wieruszowski,2021,7152,12375,10674
1018000,Powiat wieruszowski,2022,7056,12325,10639
1018000,Powiat wieruszowski,2023,6919,12283,10605
1018000,Powiat wieruszowski,2024,6905,12191,10582
1019000,Powiat zduńskowolski,2013,13691,19427,17873
1019000,Powiat zduńskowolski,2014,13184,19594,18109
1019000,Powiat zduńskowolski,2015,12758,19737,18271
1019000,Powiat zduńskowolski,2016,12292,19885,17910
1019000,Powiat zduńskowolski,2017,11938,19977,17683
1019000,Powiat zduńskowolski,2018,11619,19941,17542
1019000,Powiat zduńskowolski,2019,11234,19841,17417
1019000,Powiat zduńskowolski,2020,9849,19535,17176
1019000,Powiat zduńskowolski,2021,9633,19377,17019
1019000,Powiat zduńskowolski,2022,9537,19104,16842
1019000,Powiat zduńskowolski,2023,9473,18855,16745
1019000,Powiat zduńskowolski,2024,9547,18425,16747
1020000,Powiat zgierski,2013,30101,48476,45608
1020000,Powiat zgierski,2014,29092,49141,45912
1020000,Powiat zgierski,2015,28218,49707,46060
1020000,Powiat zgierski,2016,27494,50043,45302
1020000,Powiat zgierski,2017,26905,50343,44887
1020000,Powiat zgierski,2018,26319,50571,44391
1020000,Powiat zgierski,2019,25788,50516,44324
1020000,Powiat zgierski,2020,24301,51451,44662
1020000,Powiat zgierski,2021,24098,50972,44260
1020000,Powiat zgierski,2022,23861,50461,44073
1020000,Powiat zgierski,2023,23965,49899,43993
1020000,Powiat zgierski,2024,24283,48993,44084
1021000,Powiat brzeziński,2013,5929,9017,8146
1021000,Powiat brzeziński,2014,5808,9113,8186
1021000,Powiat brzeziński,2015,5683,9181,8264
1021000,Powiat brzeziński,2016,5550,9186,8180
1021000,Powiat brzeziński,2017,5462,9155,8193
1021000,Powiat brzeziński,2018,5332,9216,8173
1021000,Powiat brzeziński,2019,5145,9281,8095
1021000,Powiat brzeziński,2020,4738,9149,8079
1021000,Powiat brzeziński,2021,4655,9139,7996
1021000,Powiat brzeziński,2022,4628,9023,7928
1021000,Powiat brzeziński,2023,4640,8978,7830
1021000,Powiat brzeziński,2024,4634,8856,7895
1061000,Powiat m. Łódź,2013,118819,200213,216179
1061000,Powiat m. Łódź,2014,112421,202589,214948
1061000,Powiat m. Łódź,2015,106815,204827,213059
1061000,Powiat m. Łódź,2016,101604,206527,207009
1061000,Powiat m. Łódź,2017,96172,207603,200993
1061000,Powiat m. Łódź,2018,92502,207639,195179
1061000,Powiat m. Łódź,2019,89357,207011,190105
1061000,Powiat m. Łódź,2020,96207,205992,180702
1061000,Powiat m. Łódź,2021,92214,205562,175106
1061000,Powiat m. Łódź,2022,88857,204650,170637
1061000,Powiat m. Łódź,2023,86143,202953,167091
1061000,Powiat m. Łódź,2024,84229,201122,163647
1062000,Powiat m. Piotrków Trybunalski,2013,13758,21905,21468
1062000,Powiat m. Piotrków Trybunalski,2014,13168,22145,21410
1062000,Powiat m. Piotrków Trybunalski,2015,12686,22211,21302
1062000,Powiat m. Piotrków Trybunalski,2016,12258,22163,20976
1062000,Powiat m. Piotrków Trybunalski,2017,11920,22168,20590
1062000,Powiat m. Piotrków Trybunalski,2018,11543,22044,20120
1062000,Powiat m. Piotrków Trybunalski,2019,11294,21850,19844
1062000,Powiat m. Piotrków Trybunalski,2020,10007,20715,18978
1062000,Powiat m. Piotrków Trybunalski,2021,9851,20338,18500
1062000,Powiat m. Piotrków Trybunalski,2022,9661,19892,18049
1062000,Powiat m. Piotrków Trybunalski,2023,9585,19512,17680
1062000,Powiat m. Piotrków Trybunalski,2024,9667,18984,17506
1063000,Powiat m. Skierniewice,2013,9052,14005,13849
1063000,Powiat m. Skierniewice,2014,8754,14085,13949
1063000,Powiat m. Skierniewice,2015,8331,14167,13942
1063000,Powiat m. Skierniewice,2016,7921,14304,13848
1063000,Powiat m. Skierniewice,2017,7697,14291,13657
1063000,Powiat m. Skierniewice,2018,7464,14263,13457
1063000,Powiat m. Skierniewice,2019,7255,14210,13230
1063000,Powiat m. Skierniewice,2020,6646,13923,12846
1063000,Powiat m. Skierniewice,2021,6486,13797,12541
1063000,Powiat m. Skierniewice,2022,6429,13584,12300
1063000,Powiat m. Skierniewice,2023,6433,13348,12077
1063000,Powiat m. Skierniewice,2024,6492,13045,11912
1201000,Powiat bocheński,2013,23784,29806,23612
1201000,Powiat bocheński,2014,23127,30291,23935
1201000,Powiat bocheński,2015,22618,30632,24408
1201000,Powiat bocheński,2016,21970,31105,24675
1201000,Powiat bocheński,2017,21346,31421,24866
1201000,Powiat bocheński,2018,20798,31778,24978
1201000,Powiat bocheński,2019,20089,32169,25029
1201000,Powiat bocheński,2020,18631,32477,25129
1201000,Powiat bocheński,2021,18260,32511,25052
1201000,Powiat bocheński,2022,18106,32566,25107
1201000,Powiat bocheński,2023,17961,32503,25185
1201000,Powiat bocheński,2024,18004,32290,25386
1202000,Powiat brzeski,2013,21098,26700,20664
1202000,Powiat brzeski,2014,20633,26972,21078
1202000,Powiat brzeski,2015,20191,27219,21446
1202000,Powiat brzeski,2016,19588,27515,21721
1202000,Powiat brzeski,2017,19064,27708,21952
1202000,Powiat brzeski,2018,18500,27867,22079
1202000,Powiat brzeski,2019,17925,28018,22252
1202000,Powiat brzeski,2020,16591,27711,22279
1202000,Powiat brzeski,2021,16173,27784,22278
1202000,Powiat brzeski,2022,15871,27738,22409
1202000,Powiat brzeski,2023,15700,27573,22473
1202000,Powiat brzeski,2024,15629,27248,22697
1203000,Powiat chrzanowski,2013,24296,36616,34930
1203000,Powiat chrzanowski,2014,23152,36874,35378
1203000,Powiat chrzanowski,2015,22139,37033,35743
1203000,Powiat chrzanowski,2016,21247,37272,35677
1203000,Powiat chrzanowski,2017,20510,37449,35495
1203000,Powiat chrzanowski,2018,19834,37535,35154
1203000,Powiat chrzanowski,2019,19155,37399,34822
1203000,Powiat chrzanowski,2020,17326,36784,34196
1203000,Powiat chrzanowski,2021,16810,36562,33822
1203000,Powiat chrzanowski,2022,16561,36112,33348
1203000,Powiat chrzanowski,2023,16472,35555,32981
1203000,Powiat chrzanowski,2024,16421,34999,32711
1204000,Powiat dąbrowski,2013,13534,17653,13222
1204000,Powiat dąbrowski,2014,13144,17814,13511
1204000,Powiat dąbrowski,2015,12802,17964,13767
1204000,Powiat dąbrowski,2016,12428,18124,13953
1204000,Powiat dąbrowski,2017,12059,18151,14153
1204000,Powiat dąbrowski,2018,11691,18210,14315
1204000,Powiat dąbrowski,2019,11342,18256,14420
1204000,Powiat dąbrowski,2020,10407,17843,14444
1204000,Powiat dąbrowski,2021,10063,17828,14469
1204000,Powiat dąbrowski,2022,9811,17818,14554
1204000,Powiat dąbrowski,2023,9589,17773,14632
1204000,Powiat dąbrowski,2024,9411,17582,14720
1205000,Powiat gorlicki,2013,23953,30649,25549
1205000,Powiat gorlicki,2014,23309,30842,26005
1205000,Powiat gorlicki,2015,22694,31122,26479
1205000,Powiat gorlicki,2016,22086,31235,26826
1205000,Powiat gorlicki,2017,21463,31448,27002
1205000,Powiat gorlicki,2018,20857,31706,27087
1205000,Powiat gorlicki,2019,20128,31848,27130
1205000,Powiat gorlicki,2020,18185,31234,27124
1205000,Powiat gorlicki,2021,17769,31128,27086
1205000,Powiat gorlicki,2022,17615,30810,27099
1205000,Powiat gorlicki,2023,17537,30562,27039
1205000,Powiat gorlicki,2024,17644,30086,27072
1206000,Powiat krakowski,2013,54758,79923,63715
1206000,Powiat krakowski,2014,53460,81295,64979
1206000,Powiat krakowski,2015,52391,82787,65938
1206000,Powiat krakowski,2016,51439,84027,66695
1206000,Powiat krakowski,2017,50405,85457,67105
1206000,Powiat krakowski,2018,49317,86664,67507
1206000,Powiat krakowski,2019,48185,87830,68013
1206000,Powiat krakowski,2020,47204,94649,70787
1206000,Powiat krakowski,2021,46671,95718,71048
1206000,Powiat krakowski,2022,46620,96250,71730
1206000,Powiat krakowski,2023,47172,96306,72469
1206000,Powiat krakowski,2024,47800,96175,73438
1207000,Powiat limanowski,2013,30464,35935,25436
1207000,Powiat limanowski,2014,30118,36336,26107
1207000,Powiat limanowski,2015,29841,36720,26845
1207000,Powiat limanowski,2016,29487,37032,27414
1207000,Powiat limanowski,2017,29190,37242,27878
1207000,Powiat limanowski,2018,28710,37521,28223
1207000,Powiat limanowski,2019,28122,37685,28571
1207000,Powiat limanowski,2020,26471,37184,28852
1207000,Powiat limanowski,2021,26037,37293,29157
1207000,Powiat limanowski,2022,25793,37391,29538
1207000,Powiat limanowski,2023,25611,37403,29740
1207000,Powiat limanowski,2024,25500,37251,30230
1208000,Powiat miechowski,2013,9955,13575,13183
1208000,Powiat miechowski,2014,9647,13708,13218
1208000,Powiat miechowski,2015,9387,13775,13275
1208000,Powiat miechowski,2016,9105,13895,13226
1208000,Powiat miechowski,2017,8813,13993,13064
1208000,Powiat miechowski,2018,8623,14077,12855
1208000,Powiat miechowski,2019,8327,14086,12718
1208000,Powiat miechowski,2020,7611,13653,12630
1208000,Powiat miechowski,2021,7403,13641,12329
1208000,Powiat miechowski,2022,7267,13545,12247
1208000,Powiat miechowski,2023,7099,13384,12133
1208000,Powiat miechowski,2024,7024,13246,11959
1209000,Powiat myślenicki,2013,28372,35856,26813
1209000,Powiat myślenicki,2014,27740,36266,27561
1209000,Powiat myślenicki,2015,27207,36712,28181
1209000,Powiat myślenicki,2016,26718,37244,28568
1209000,Powiat myślenicki,2017,26137,37708,28956
1209000,Powiat myślenicki,2018,25485,38107,29287
1209000,Powiat myślenicki,2019,24871,38540,29562
1209000,Powiat myślenicki,2020,23713,39147,30037
1209000,Powiat myślenicki,2021,23203,39493,30096
1209000,Powiat myślenicki,2022,22795,39641,30357
1209000,Powiat myślenicki,2023,22694,39744,30566
1209000,Powiat myślenicki,2024,22761,39483,30894
1210000,Powiat nowosądecki,2013,50651,59799,41689
1210000,Powiat nowosądecki,2014,50007,60307,42912
1210000,Powiat nowosądecki,2015,49472,60824,44262
1210000,Powiat nowosądecki,2016,48867,61412,45268
1210000,Powiat nowosądecki,2017,48094,61904,46229
1210000,Powiat nowosądecki,2018,47296,62467,46850
1210000,Powiat nowosądecki,2019,46240,62848,47600
1210000,Powiat nowosądecki,2020,42408,61878,48186
1210000,Powiat nowosądecki,2021,41683,61991,48768
1210000,Powiat nowosądecki,2022,41211,61954,49386
1210000,Powiat nowosądecki,2023,41096,61757,50081
1210000,Powiat nowosądecki,2024,41158,61313,50757
1211000,Powiat nowotarski,2013,43413,54956,40745
1211000,Powiat nowotarski,2014,42517,55616,41665
1211000,Powiat nowotarski,2015,41769,56121,42553
1211000,Powiat nowotarski,2016,40900,56512,43214
1211000,Powiat nowotarski,2017,40140,56682,43788
1211000,Powiat nowotarski,2018,39263,56981,44191
1211000,Powiat nowotarski,2019,38206,57087,44696
1211000,Powiat nowotarski,2020,36015,56891,44637
1211000,Powiat nowotarski,2021,35077,56868,45021
1211000,Powiat nowotarski,2022,34494,56885,45413
1211000,Powiat nowotarski,2023,34123,56737,45845
1211000,Powiat nowotarski,2024,33949,56305,46422
1212000,Powiat olkuski,2013,21955,32422,31505
1212000,Powiat olkuski,2014,21221,32643,31725
1212000,Powiat olkuski,2015,20303,33093,31771
1212000,Powiat olkuski,2016,19647,33357,31545
1212000,Powiat olkuski,2017,18993,33555,31223
1212000,Powiat olkuski,2018,18431,33601,30747
1212000,Powiat olkuski,2019,17637,33540,30332
1212000,Powiat olkuski,2020,15915,32884,29757
1212000,Powiat olkuski,2021,15427,32552,29263
1212000,Powiat olkuski,2022,15190,32075,28850
1212000,Powiat olkuski,2023,15151,31436,28557
1212000,Powiat olkuski,2024,15186,30768,28391
1213000,Powiat oświęcimski,2013,31004,44353,40130
1213000,Powiat oświęcimski,2014,29921,44787,40574
1213000,Powiat oświęcimski,2015,28918,45136,40778
1213000,Powiat oświęcimski,2016,27995,45240,40949
1213000,Powiat oświęcimski,2017,27056,45357,41009
1213000,Powiat oświęcimski,2018,26103,45403,40912
