powiat_code,powiat_name,year,total_population,population_change,population_change_pct
0410000,Powiat nakielski,2014,86936,-33.0,-0.04
0410000,Powiat nakielski,2015,86841,-95.0,-0.11
0410000,Powiat nakielski,2016,86774,-67.0,-0.08
0410000,Powiat nakielski,2017,86764,-10.0,-0.01
0410000,Powiat nakielski,2018,86590,-174.0,-0.2
0410000,Powiat nakielski,2019,86311,-279.0,-0.32
0410000,Powiat nakielski,2020,83894,-2417.0,-2.8
0410000,Powiat nakielski,2021,83412,-482.0,-0.57
0410000,Powiat nakielski,2022,83148,-264.0,-0.32
0410000,Powiat nakielski,2023,82874,-274.0,-0.33
0410000,Powiat nakielski,2024,82435,-439.0,-0.53
0411000,Powiat radziejowski,2013,41646,,
0411000,Powiat radziejowski,2014,41510,-136.0,-0.33
0411000,Powiat radziejowski,2015,41373,-137.0,-0.33
0411000,Powiat radziejowski,2016,41169,-204.0,-0.49
0411000,Powiat radziejowski,2017,40898,-271.0,-0.66
0411000,Powiat radziejowski,2018,40714,-184.0,-0.45
0411000,Powiat radziejowski,2019,40321,-393.0,-0.97
0411000,Powiat radziejowski,2020,39082,-1239.0,-3.07
0411000,Powiat radziejowski,2021,38633,-449.0,-1.15
0411000,Powiat radziejowski,2022,38173,-460.0,-1.19
0411000,Powiat radziejowski,2023,37812,-361.0,-0.95
0411000,Powiat radziejowski,2024,37331,-481.0,-1.27
0412000,Powiat rypiński,2013,44723,,
0412000,Powiat rypiński,2014,44652,-71.0,-0.16
0412000,Powiat rypiński,2015,44384,-268.0,-0.6
0412000,Powiat rypiński,2016,44219,-165.0,-0.37
0412000,Powiat rypiński,2017,44029,-190.0,-0.43
0412000,Powiat rypiński,2018,43826,-203.0,-0.46
0412000,Powiat rypiński,2019,43486,-340.0,-0.78
0412000,Powiat rypiński,2020,42089,-1397.0,-3.21
0412000,Powiat rypiński,2021,41686,-403.0,-0.96
0412000,Powiat rypiński,2022,41404,-282.0,-0.68
0412000,Powiat rypiński,2023,41185,-219.0,-0.53
0412000,Powiat rypiński,2024,40798,-387.0,-0.94
0413000,Powiat sępoleński,2013,41636,,
0413000,Powiat sępoleński,2014,41542,-94.0,-0.23
0413000,Powiat sępoleński,2015,41501,-41.0,-0.1
0413000,Powiat sępoleński,2016,41392,-109.0,-0.26
0413000,Powiat sępoleński,2017,41373,-19.0,-0.05
0413000,Powiat sępoleński,2018,41147,-226.0,-0.55
0413000,Powiat sępoleński,2019,41056,-91.0,-0.22
0413000,Powiat sępoleński,2020,39638,-1418.0,-3.45
0413000,Powiat sępoleński,2021,39465,-173.0,-0.44
0413000,Powiat sępoleński,2022,39218,-247.0,-0.63
0413000,Powiat sępoleński,2023,38826,-392.0,-1.0
0413000,Powiat sępoleński,2024,38633,-193.0,-0.5
0414000,Powiat świecki,2013,99839,,
0414000,Powiat świecki,2014,99852,13.0,0.01
0414000,Powiat świecki,2015,99764,-88.0,-0.09
0414000,Powiat świecki,2016,99661,-103.0,-0.1
0414000,Powiat świecki,2017,99505,-156.0,-0.16
0414000,Powiat świecki,2018,99281,-224.0,-0.23
0414000,Powiat świecki,2019,98952,-329.0,-0.33
0414000,Powiat świecki,2020,96507,-2445.0,-2.47
0414000,Powiat świecki,2021,95914,-593.0,-0.61
0414000,Powiat świecki,2022,95359,-555.0,-0.58
0414000,Powiat świecki,2023,94831,-528.0,-0.55
0414000,Powiat świecki,2024,94358,-473.0,-0.5
0415000,Powiat toruński,2013,100972,,
0415000,Powiat toruński,2014,102167,1195.0,1.18
0415000,Powiat toruński,2015,103397,1230.0,1.2
0415000,Powiat toruński,2016,104477,1080.0,1.04
0415000,Powiat toruński,2017,105631,1154.0,1.1
0415000,Powiat toruński,2018,106935,1304.0,1.23
0415000,Powiat toruński,2019,108345,1410.0,1.32
0415000,Powiat toruński,2020,111396,3051.0,2.82
0415000,Powiat toruński,2021,112556,1160.0,1.04
0415000,Powiat toruński,2022,113565,1009.0,0.9
0415000,Powiat toruński,2023,114303,738.0,0.65
0415000,Powiat toruński,2024,114956,653.0,0.57
0416000,Powiat tucholski,2013,48283,,
0416000,Powiat tucholski,2014,48381,98.0,0.2
0416000,Powiat tucholski,2015,48381,0.0,0.0
0416000,Powiat tucholski,2016,48416,35.0,0.07
0416000,Powiat tucholski,2017,48438,22.0,0.05
0416000,Powiat tucholski,2018,48374,-64.0,-0.13
0416000,Powiat tucholski,2019,48383,9.0,0.02
0416000,Powiat tucholski,2020,47453,-930.0,-1.92
0416000,Powiat tucholski,2021,47207,-246.0,-0.52
0416000,Powiat tucholski,2022,47109,-98.0,-0.21
0416000,Powiat tucholski,2023,46917,-192.0,-0.41
0416000,Powiat tucholski,2024,46763,-154.0,-0.33
0417000,Powiat wąbrzeski,2013,35034,,
0417000,Powiat wąbrzeski,2014,34857,-177.0,-0.51
0417000,Powiat wąbrzeski,2015,34844,-13.0,-0.04
0417000,Powiat wąbrzeski,2016,34752,-92.0,-0.26
0417000,Powiat wąbrzeski,2017,34612,-140.0,-0.4
0417000,Powiat wąbrzeski,2018,34413,-199.0,-0.57
0417000,Powiat wąbrzeski,2019,34194,-219.0,-0.64
0417000,Powiat wąbrzeski,2020,33220,-974.0,-2.85
0417000,Powiat wąbrzeski,2021,33029,-191.0,-0.57
0417000,Powiat wąbrzeski,2022,32756,-273.0,-0.83
0417000,Powiat wąbrzeski,2023,32420,-336.0,-1.03
0417000,Powiat wąbrzeski,2024,32155,-265.0,-0.82
0418000,Powiat włocławski,2013,86920,,
0418000,Powiat włocławski,2014,86809,-111.0,-0.13
0418000,Powiat włocławski,2015,86758,-51.0,-0.06
0418000,Powiat włocławski,2016,86605,-153.0,-0.18
0418000,Powiat włocławski,2017,86604,-1.0,-0.0
0418000,Powiat włocławski,2018,86352,-252.0,-0.29
0418000,Powiat włocławski,2019,86037,-315.0,-0.36
0418000,Powiat włocławski,2020,83581,-2456.0,-2.85
0418000,Powiat włocławski,2021,83046,-535.0,-0.64
0418000,Powiat włocławski,2022,82599,-447.0,-0.54
0418000,Powiat włocławski,2023,82151,-448.0,-0.54
0418000,Powiat włocławski,2024,81591,-560.0,-0.68
0419000,Powiat żniński,2013,70792,,
0419000,Powiat żniński,2014,70696,-96.0,-0.14
0419000,Powiat żniński,2015,70606,-90.0,-0.13
0419000,Powiat żniński,2016,70528,-78.0,-0.11
0419000,Powiat żniński,2017,70534,6.0,0.01
0419000,Powiat żniński,2018,70413,-121.0,-0.17
0419000,Powiat żniński,2019,70190,-223.0,-0.32
0419000,Powiat żniński,2020,68626,-1564.0,-2.23
0419000,Powiat żniński,2021,68357,-269.0,-0.39
0419000,Powiat żniński,2022,67936,-421.0,-0.62
0419000,Powiat żniński,2023,67536,-400.0,-0.59
0419000,Powiat żniński,2024,67080,-456.0,-0.68
0461000,Powiat m. Bydgoszcz,2013,359428,,
0461000,Powiat m. Bydgoszcz,2014,357652,-1776.0,-0.49
0461000,Powiat m. Bydgoszcz,2015,355645,-2007.0,-0.56
0461000,Powiat m. Bydgoszcz,2016,353938,-1707.0,-0.48
0461000,Powiat m. Bydgoszcz,2017,352313,-1625.0,-0.46
0461000,Powiat m. Bydgoszcz,2018,350178,-2135.0,-0.61
0461000,Powiat m. Bydgoszcz,2019,348190,-1988.0,-0.57
0461000,Powiat m. Bydgoszcz,2020,339068,-9122.0,-2.62
0461000,Powiat m. Bydgoszcz,2021,334026,-5042.0,-1.49
0461000,Powiat m. Bydgoszcz,2022,330038,-3988.0,-1.19
0461000,Powiat m. Bydgoszcz,2023,326434,-3604.0,-1.09
0461000,Powiat m. Bydgoszcz,2024,324043,-2391.0,-0.73
0462000,Powiat m. Grudziądz,2013,97676,,
0462000,Powiat m. Grudziądz,2014,97176,-500.0,-0.51
0462000,Powiat m. Grudziądz,2015,96319,-857.0,-0.88
0462000,Powiat m. Grudziądz,2016,95964,-355.0,-0.37
0462000,Powiat m. Grudziądz,2017,95629,-335.0,-0.35
0462000,Powiat m. Grudziądz,2018,95045,-584.0,-0.61
0462000,Powiat m. Grudziądz,2019,94368,-677.0,-0.71
0462000,Powiat m. Grudziądz,2020,91289,-3079.0,-3.26
0462000,Powiat m. Grudziądz,2021,90275,-1014.0,-1.11
0462000,Powiat m. Grudziądz,2022,89450,-825.0,-0.91
0462000,Powiat m. Grudziądz,2023,88658,-792.0,-0.89
0462000,Powiat m. Grudziądz,2024,87696,-962.0,-1.09
0463000,Powiat m. Toruń,2013,203447,,
0463000,Powiat m. Toruń,2014,203158,-289.0,-0.14
0463000,Powiat m. Toruń,2015,202689,-469.0,-0.23
0463000,Powiat m. Toruń,2016,202521,-168.0,-0.08
0463000,Powiat m. Toruń,2017,202562,41.0,0.02
0463000,Powiat m. Toruń,2018,202074,-488.0,-0.24
0463000,Powiat m. Toruń,2019,201447,-627.0,-0.31
0463000,Powiat m. Toruń,2020,198801,-2646.0,-1.31
0463000,Powiat m. Toruń,2021,197112,-1689.0,-0.85
0463000,Powiat m. Toruń,2022,195690,-1422.0,-0.72
0463000,Powiat m. Toruń,2023,194771,-919.0,-0.47
0463000,Powiat m. Toruń,2024,193717,-1054.0,-0.54
0464000,Powiat m. Włocławek,2013,114885,,
0464000,Powiat m. Włocławek,2014,113939,-946.0,-0.82
0464000,Powiat m. Włocławek,2015,113041,-898.0,-0.79
0464000,Powiat m. Włocławek,2016,112483,-558.0,-0.49
0464000,Powiat m. Włocławek,2017,111752,-731.0,-0.65
0464000,Powiat m. Włocławek,2018,110802,-950.0,-0.85
0464000,Powiat m. Włocławek,2019,109883,-919.0,-0.83
0464000,Powiat m. Włocławek,2020,105180,-4703.0,-4.28
0464000,Powiat m. Włocławek,2021,103535,-1645.0,-1.56
0464000,Powiat m. Włocławek,2022,102102,-1433.0,-1.38
0464000,Powiat m. Włocławek,2023,100807,-1295.0,-1.27
0464000,Powiat m. Włocławek,2024,99474,-1333.0,-1.32
0601000,Powiat bialski,2013,113336,,
0601000,Powiat bialski,2014,112901,-435.0,-0.38
0601000,Powiat bialski,2015,112507,-394.0,-0.35
0601000,Powiat bialski,2016,112398,-109.0,-0.1
0601000,Powiat bialski,2017,111922,-476.0,-0.42
0601000,Powiat bialski,2018,111391,-531.0,-0.47
0601000,Powiat bialski,2019,110772,-619.0,-0.56
0601000,Powiat bialski,2020,107031,-3741.0,-3.38
0601000,Powiat bialski,2021,106194,-837.0,-0.78
0601000,Powiat bialski,2022,105530,-664.0,-0.63
0601000,Powiat bialski,2023,104849,-681.0,-0.65
0601000,Powiat bialski,2024,104108,-741.0,-0.71
0602000,Powiat biłgorajski,2013,103366,,
0602000,Powiat biłgorajski,2014,102941,-425.0,-0.41
0602000,Powiat biłgorajski,2015,102647,-294.0,-0.29
0602000,Powiat biłgorajski,2016,102272,-375.0,-0.37
0602000,Powiat biłgorajski,2017,101949,-323.0,-0.32
0602000,Powiat biłgorajski,2018,101435,-514.0,-0.5
0602000,Powiat biłgorajski,2019,100919,-516.0,-0.51
0602000,Powiat biłgorajski,2020,98832,-2087.0,-2.07
0602000,Powiat biłgorajski,2021,97771,-1061.0,-1.07
0602000,Powiat biłgorajski,2022,97055,-716.0,-0.73
0602000,Powiat biłgorajski,2023,96158,-897.0,-0.92
0602000,Powiat biłgorajski,2024,95219,-939.0,-0.98
0603000,Powiat chełmski,2013,79573,,
0603000,Powiat chełmski,2014,79619,46.0,0.06
0603000,Powiat chełmski,2015,79377,-242.0,-0.3
0603000,Powiat chełmski,2016,79088,-289.0,-0.36
0603000,Powiat chełmski,2017,78579,-509.0,-0.64
0603000,Powiat chełmski,2018,78228,-351.0,-0.45
0603000,Powiat chełmski,2019,78014,-214.0,-0.27
0603000,Powiat chełmski,2020,75463,-2551.0,-3.27
0603000,Powiat chełmski,2021,74857,-606.0,-0.8
0603000,Powiat chełmski,2022,74358,-499.0,-0.67
0603000,Powiat chełmski,2023,73705,-653.0,-0.88
0603000,Powiat chełmski,2024,73117,-588.0,-0.8
0604000,Powiat hrubieszowski,2013,67157,,
0604000,Powiat hrubieszowski,2014,66512,-645.0,-0.96
0604000,Powiat hrubieszowski,2015,65939,-573.0,-0.86
0604000,Powiat hrubieszowski,2016,65195,-744.0,-1.13
0604000,Powiat hrubieszowski,2017,64428,-767.0,-1.18
0604000,Powiat hrubieszowski,2018,63698,-730.0,-1.13
0604000,Powiat hrubieszowski,2019,62847,-851.0,-1.34
0604000,Powiat hrubieszowski,2020,59651,-3196.0,-5.09
0604000,Powiat hrubieszowski,2021,58627,-1024.0,-1.72
0604000,Powiat hrubieszowski,2022,57594,-1033.0,-1.76
0604000,Powiat hrubieszowski,2023,56783,-811.0,-1.41
0604000,Powiat hrubieszowski,2024,55911,-872.0,-1.54
0605000,Powiat janowski,2013,47296,,
0605000,Powiat janowski,2014,47106,-190.0,-0.4
0605000,Powiat janowski,2015,46895,-211.0,-0.45
0605000,Powiat janowski,2016,46596,-299.0,-0.64
0605000,Powiat janowski,2017,46306,-290.0,-0.62
0605000,Powiat janowski,2018,46057,-249.0,-0.54
0605000,Powiat janowski,2019,45709,-348.0,-0.76
0605000,Powiat janowski,2020,44159,-1550.0,-3.39
0605000,Powiat janowski,2021,43638,-521.0,-1.18
0605000,Powiat janowski,2022,43188,-450.0,-1.03
0605000,Powiat janowski,2023,42796,-392.0,-0.91
0605000,Powiat janowski,2024,42260,-536.0,-1.25
0606000,Powiat krasnostawski,2013,66559,,
0606000,Powiat krasnostawski,2014,65991,-568.0,-0.85
0606000,Powiat krasnostawski,2015,65422,-569.0,-0.86
0606000,Powiat krasnostawski,2016,64921,-501.0,-0.77
0606000,Powiat krasnostawski,2017,64432,-489.0,-0.75
0606000,Powiat krasnostawski,2018,63925,-507.0,-0.79
0606000,Powiat krasnostawski,2019,63258,-667.0,-1.04
0606000,Powiat krasnostawski,2020,61228,-2030.0,-3.21
0606000,Powiat krasnostawski,2021,60269,-959.0,-1.57
0606000,Powiat krasnostawski,2022,59754,-515.0,-0.85
0606000,Powiat krasnostawski,2023,59041,-713.0,-1.19
0606000,Powiat krasnostawski,2024,58307,-734.0,-1.24
0607000,Powiat kraśnicki,2013,98749,,
0607000,Powiat kraśnicki,2014,98182,-567.0,-0.57
0607000,Powiat kraśnicki,2015,97569,-613.0,-0.62
0607000,Powiat kraśnicki,2016,97069,-500.0,-0.51
0607000,Powiat kraśnicki,2017,96574,-495.0,-0.51
0607000,Powiat kraśnicki,2018,96043,-531.0,-0.55
0607000,Powiat kraśnicki,2019,95348,-695.0,-0.72
0607000,Powiat kraśnicki,2020,92147,-3201.0,-3.36
0607000,Powiat kraśnicki,2021,91004,-1143.0,-1.24
0607000,Powiat kraśnicki,2022,90085,-919.0,-1.01
0607000,Powiat kraśnicki,2023,89215,-870.0,-0.97
0607000,Powiat kraśnicki,2024,88198,-1017.0,-1.14
0608000,Powiat lubartowski,2013,90065,,
0608000,Powiat lubartowski,2014,89749,-316.0,-0.35
0608000,Powiat lubartowski,2015,89502,-247.0,-0.28
0608000,Powiat lubartowski,2016,89326,-176.0,-0.2
0608000,Powiat lubartowski,2017,89040,-286.0,-0.32
0608000,Powiat lubartowski,2018,88789,-251.0,-0.28
0608000,Powiat lubartowski,2019,88352,-437.0,-0.49
0608000,Powiat lubartowski,2020,85950,-2402.0,-2.72
0608000,Powiat lubartowski,2021,85146,-804.0,-0.94
0608000,Powiat lubartowski,2022,84578,-568.0,-0.67
0608000,Powiat lubartowski,2023,83975,-603.0,-0.71
0608000,Powiat lubartowski,2024,83385,-590.0,-0.7
0609000,Powiat lubelski,2013,149481,,
0609000,Powiat lubelski,2014,150359,878.0,0.59
0609000,Powiat lubelski,2015,151178,819.0,0.54
0609000,Powiat lubelski,2016,152253,1075.0,0.71
0609000,Powiat lubelski,2017,153380,1127.0,0.74
0609000,Powiat lubelski,2018,154387,1007.0,0.66
0609000,Powiat lubelski,2019,155566,1179.0,0.76
0609000,Powiat lubelski,2020,161433,5867.0,3.77
0609000,Powiat lubelski,2021,162129,696.0,0.43
0609000,Powiat lubelski,2022,163209,1080.0,0.67
0609000,Powiat lubelski,2023,164469,1260.0,0.77
0609000,Powiat lubelski,2024,165359,890.0,0.54
0610000,Powiat łęczyński,2013,57587,,
0610000,Powiat łęczyński,2014,57544,-43.0,-0.07
0610000,Powiat łęczyński,2015,57401,-143.0,-0.25
0610000,Powiat łęczyński,2016,57420,19.0,0.03
0610000,Powiat łęczyński,2017,57461,41.0,0.07
0610000,Powiat łęczyński,2018,57457,-4.0,-0.01
0610000,Powiat łęczyński,2019,57331,-126.0,-0.22
0610000,Powiat łęczyński,2020,56442,-889.0,-1.55
0610000,Powiat łęczyński,2021,56162,-280.0,-0.5
0610000,Powiat łęczyński,2022,55926,-236.0,-0.42
0610000,Powiat łęczyński,2023,55721,-205.0,-0.37
0610000,Powiat łęczyński,2024,55531,-190.0,-0.34
0611000,Powiat łukowski,2013,109325,,
0611000,Powiat łukowski,2014,108911,-414.0,-0.38
0611000,Powiat łukowski,2015,108597,-314.0,-0.29
0611000,Powiat łukowski,2016,108299,-298.0,-0.27
0611000,Powiat łukowski,2017,107896,-403.0,-0.37
0611000,Powiat łukowski,2018,107449,-447.0,-0.41
0611000,Powiat łukowski,2019,106816,-633.0,-0.59
0611000,Powiat łukowski,2020,102781,-4035.0,-3.78
0611000,Powiat łukowski,2021,102121,-660.0,-0.64
0611000,Powiat łukowski,2022,101536,-585.0,-0.57
0611000,Powiat łukowski,2023,100959,-577.0,-0.57
0611000,Powiat łukowski,2024,100230,-729.0,-0.72
0612000,Powiat opolski,2013,61803,,
0612000,Powiat opolski,2014,61542,-261.0,-0.42
0612000,Powiat opolski,2015,60964,-578.0,-0.94
0612000,Powiat opolski,2016,60586,-378.0,-0.62
0612000,Powiat opolski,2017,60266,-320.0,-0.53
0612000,Powiat opolski,2018,59726,-540.0,-0.9
0612000,Powiat opolski,2019,59208,-518.0,-0.87
0612000,Powiat opolski,2020,57375,-1833.0,-3.1
0612000,Powiat opolski,2021,56726,-649.0,-1.13
0612000,Powiat opolski,2022,56163,-563.0,-0.99
0612000,Powiat opolski,2023,55650,-513.0,-0.91
0612000,Powiat opolski,2024,55078,-572.0,-1.03
0613000,Powiat parczewski,2013,36044,,
0613000,Powiat parczewski,2014,35810,-234.0,-0.65
0613000,Powiat parczewski,2015,35628,-182.0,-0.51
0613000,Powiat parczewski,2016,35441,-187.0,-0.52
0613000,Powiat parczewski,2017,35140,-301.0,-0.85
0613000,Powiat parczewski,2018,34954,-186.0,-0.53
0613000,Powiat parczewski,2019,34711,-243.0,-0.7
0613000,Powiat parczewski,2020,33491,-1220.0,-3.51
0613000,Powiat parczewski,2021,32934,-557.0,-1.66
0613000,Powiat parczewski,2022,32608,-326.0,-0.99
0613000,Powiat parczewski,2023,32223,-385.0,-1.18
0613000,Powiat parczewski,2024,31832,-391.0,-1.21
0614000,Powiat puławski,2013,116206,,
0614000,Powiat puławski,2014,115777,-429.0,-0.37
0614000,Powiat puławski,2015,115206,-571.0,-0.49
0614000,Powiat puławski,2016,114722,-484.0,-0.42
0614000,Powiat puławski,2017,114198,-524.0,-0.46
0614000,Powiat puławski,2018,113762,-436.0,-0.38
0614000,Powiat puławski,2019,113173,-589.0,-0.52
0614000,Powiat puławski,2020,109913,-3260.0,-2.88
0614000,Powiat puławski,2021,108699,-1214.0,-1.1
0614000,Powiat puławski,2022,107914,-785.0,-0.72
0614000,Powiat puławski,2023,107020,-894.0,-0.83
0614000,Powiat puławski,2024,106181,-839.0,-0.78
0615000,Powiat radzyński,2013,60870,,
0615000,Powiat radzyński,2014,60606,-264.0,-0.43
0615000,Powiat radzyński,2015,60287,-319.0,-0.53
0615000,Powiat radzyński,2016,59986,-301.0,-0.5
0615000,Powiat radzyński,2017,59640,-346.0,-0.58
0615000,Powiat radzyński,2018,59278,-362.0,-0.61
0615000,Powiat radzyński,2019,58858,-420.0,-0.71
0615000,Powiat radzyński,2020,56597,-2261.0,-3.84
0615000,Powiat radzyński,2021,55896,-701.0,-1.24
0615000,Powiat radzyński,2022,55493,-403.0,-0.72
0615000,Powiat radzyński,2023,55021,-472.0,-0.85
0615000,Powiat radzyński,2024,54531,-490.0,-0.89
0616000,Powiat rycki,2013,58080,,
0616000,Powiat rycki,2014,57724,-356.0,-0.61
0616000,Powiat rycki,2015,57388,-336.0,-0.58
0616000,Powiat rycki,2016,57005,-383.0,-0.67
0616000,Powiat rycki,2017,56765,-240.0,-0.42
0616000,Powiat rycki,2018,56166,-599.0,-1.06
0616000,Powiat rycki,2019,55988,-178.0,-0.32
0616000,Powiat rycki,2020,53152,-2836.0,-5.07
0616000,Powiat rycki,2021,52486,-666.0,-1.25
0616000,Powiat rycki,2022,52021,-465.0,-0.89
0616000,Powiat rycki,2023,51557,-464.0,-0.89
0616000,Powiat rycki,2024,50898,-659.0,-1.28
0617000,Powiat świdnicki,2013,72960,,
0617000,Powiat świdnicki,2014,72750,-210.0,-0.29
0617000,Powiat świdnicki,2015,72642,-108.0,-0.15
0617000,Powiat świdnicki,2016,72495,-147.0,-0.2
0617000,Powiat świdnicki,2017,72412,-83.0,-0.11
0617000,Powiat świdnicki,2018,72039,-373.0,-0.52
0617000,Powiat świdnicki,2019,71840,-199.0,-0.28
0617000,Powiat świdnicki,2020,70777,-1063.0,-1.48
0617000,Powiat świdnicki,2021,70125,-652.0,-0.92
0617000,Powiat świdnicki,2022,69586,-539.0,-0.77
0617000,Powiat świdnicki,2023,69274,-312.0,-0.45
0617000,Powiat świdnicki,2024,68991,-283.0,-0.41
0618000,Powiat tomaszowski,2013,86936,,
0618000,Powiat tomaszowski,2014,86385,-551.0,-0.63
0618000,Powiat tomaszowski,2015,85705,-680.0,-0.79
0618000,Powiat tomaszowski,2016,85105,-600.0,-0.7
0618000,Powiat tomaszowski,2017,84429,-676.0,-0.79
0618000,Powiat tomaszowski,2018,83715,-714.0,-0.85
0618000,Powiat tomaszowski,2019,82762,-953.0,-1.14
0618000,Powiat tomaszowski,2020,79909,-2853.0,-3.45
0618000,Powiat tomaszowski,2021,78805,-1104.0,-1.38
0618000,Powiat tomaszowski,2022,77963,-842.0,-1.07
0618000,Powiat tomaszowski,2023,77016,-947.0,-1.21
0618000,Powiat tomaszowski,2024,76155,-861.0,-1.12
0619000,Powiat włodawski,2013,39567,,
0619000,Powiat włodawski,2014,39457,-110.0,-0.28
0619000,Powiat włodawski,2015,39280,-177.0,-0.45
0619000,Powiat włodawski,2016,39084,-196.0,-0.5
0619000,Powiat włodawski,2017,38853,-231.0,-0.59
0619000,Powiat włodawski,2018,38668,-185.0,-0.48
0619000,Powiat włodawski,2019,38353,-315.0,-0.81
0619000,Powiat włodawski,2020,36662,-1691.0,-4.41
0619000,Powiat włodawski,2021,36169,-493.0,-1.34
0619000,Powiat włodawski,2022,35802,-367.0,-1.01
0619000,Powiat włodawski,2023,35399,-403.0,-1.13
0619000,Powiat włodawski,2024,34989,-410.0,-1.16
0620000,Powiat zamojski,2013,109198,,
0620000,Powiat zamojski,2014,108777,-421.0,-0.39
0620000,Powiat zamojski,2015,108393,-384.0,-0.35
0620000,Powiat zamojski,2016,107928,-465.0,-0.43
0620000,Powiat zamojski,2017,107565,-363.0,-0.34
0620000,Powiat zamojski,2018,106935,-630.0,-0.59
0620000,Powiat zamojski,2019,106122,-813.0,-0.76
0620000,Powiat zamojski,2020,103183,-2939.0,-2.77
0620000,Powiat zamojski,2021,102181,-1002.0,-0.97
0620000,Powiat zamojski,2022,101388,-793.0,-0.78
0620000,Powiat zamojski,2023,100753,-635.0,-0.63
0620000,Powiat zamojski,2024,100017,-736.0,-0.73
0661000,Powiat m. Biała Podlaska,2013,57658,,
0661000,Powiat m. Biała Podlaska,2014,57471,-187.0,-0.32
0661000,Powiat m. Biała Podlaska,2015,57414,-57.0,-0.1
0661000,Powiat m. Biała Podlaska,2016,57303,-111.0,-0.19
0661000,Powiat m. Biała Podlaska,2017,57545,242.0,0.42
0661000,Powiat m. Biała Podlaska,2018,57352,-193.0,-0.34
0661000,Powiat m. Biała Podlaska,2019,57170,-182.0,-0.32
0661000,Powiat m. Biała Podlaska,2020,55532,-1638.0,-2.87
0661000,Powiat m. Biała Podlaska,2021,55100,-432.0,-0.78
0661000,Powiat m. Biała Podlaska,2022,54768,-332.0,-0.6
0661000,Powiat m. Biała Podlaska,2023,54453,-315.0,-0.58
0661000,Powiat m. Biała Podlaska,2024,53888,-565.0,-1.04
0662000,Powiat m. Chełm,2013,65481,,
0662000,Powiat m. Chełm,2014,64855,-626.0,-0.96
0662000,Powiat m. Chełm,2015,64270,-585.0,-0.9
0662000,Powiat m. Chełm,2016,63734,-536.0,-0.83
0662000,Powiat m. Chełm,2017,63333,-401.0,-0.63
0662000,Powiat m. Chełm,2018,62670,-663.0,-1.05
0662000,Powiat m. Chełm,2019,61932,-738.0,-1.18
0662000,Powiat m. Chełm,2020,59711,-2221.0,-3.59
0662000,Powiat m. Chełm,2021,58805,-906.0,-1.52
0662000,Powiat m. Chełm,2022,57933,-872.0,-1.48
0662000,Powiat m. Chełm,2023,57214,-719.0,-1.24
0662000,Powiat m. Chełm,2024,56434,-780.0,-1.36
0663000,Powiat m. Lublin,2013,343598,,
0663000,Powiat m. Lublin,2014,341722,-1876.0,-0.55
0663000,Powiat m. Lublin,2015,340727,-995.0,-0.29
0663000,Powiat m. Lublin,2016,340466,-261.0,-0.08
0663000,Powiat m. Lublin,2017,339850,-616.0,-0.18
