powiat_code,powiat_name,year,total_population,population_change,population_change_pct
0664000,Powiat m. Zamość,2024,57516,-715.0,-1.23
0801000,Powiat gorzowski,2013,70376,,
0801000,Powiat gorzowski,2014,70791,415.0,0.59
0801000,Powiat gorzowski,2015,70929,138.0,0.19
0801000,Powiat gorzowski,2016,71234,305.0,0.43
0801000,Powiat gorzowski,2017,71438,204.0,0.29
0801000,Powiat gorzowski,2018,71549,111.0,0.16
0801000,Powiat gorzowski,2019,71836,287.0,0.4
0801000,Powiat gorzowski,2020,72472,636.0,0.89
0801000,Powiat gorzowski,2021,72905,433.0,0.6
0801000,Powiat gorzowski,2022,73480,575.0,0.79
0801000,Powiat gorzowski,2023,73897,417.0,0.57
0801000,Powiat gorzowski,2024,74079,182.0,0.25
0802000,Powiat krośnieński,2013,56627,,
0802000,Powiat krośnieński,2014,56235,-392.0,-0.69
0802000,Powiat krośnieński,2015,55943,-292.0,-0.52
0802000,Powiat krośnieński,2016,55759,-184.0,-0.33
0802000,Powiat krośnieński,2017,55512,-247.0,-0.44
0802000,Powiat krośnieński,2018,55245,-267.0,-0.48
0802000,Powiat krośnieński,2019,54829,-416.0,-0.75
0802000,Powiat krośnieński,2020,53918,-911.0,-1.66
0802000,Powiat krośnieński,2021,53460,-458.0,-0.85
0802000,Powiat krośnieński,2022,53105,-355.0,-0.66
0802000,Powiat krośnieński,2023,52717,-388.0,-0.73
0802000,Powiat krośnieński,2024,52187,-530.0,-1.01
0803000,Powiat międzyrzecki,2013,58697,,
0803000,Powiat międzyrzecki,2014,58640,-57.0,-0.1
0803000,Powiat międzyrzecki,2015,58496,-144.0,-0.25
0803000,Powiat międzyrzecki,2016,58397,-99.0,-0.17
0803000,Powiat międzyrzecki,2017,58249,-148.0,-0.25
0803000,Powiat międzyrzecki,2018,58024,-225.0,-0.39
0803000,Powiat międzyrzecki,2019,57565,-459.0,-0.79
0803000,Powiat międzyrzecki,2020,56213,-1352.0,-2.35
0803000,Powiat międzyrzecki,2021,55678,-535.0,-0.95
0803000,Powiat międzyrzecki,2022,55357,-321.0,-0.58
0803000,Powiat międzyrzecki,2023,54839,-518.0,-0.94
0803000,Powiat międzyrzecki,2024,54439,-400.0,-0.73
0804000,Powiat nowosolski,2013,87727,,
0804000,Powiat nowosolski,2014,87524,-203.0,-0.23
0804000,Powiat nowosolski,2015,87339,-185.0,-0.21
0804000,Powiat nowosolski,2016,87127,-212.0,-0.24
0804000,Powiat nowosolski,2017,86949,-178.0,-0.2
0804000,Powiat nowosolski,2018,86634,-315.0,-0.36
0804000,Powiat nowosolski,2019,86156,-478.0,-0.55
0804000,Powiat nowosolski,2020,83601,-2555.0,-2.97
0804000,Powiat nowosolski,2021,83014,-587.0,-0.7
0804000,Powiat nowosolski,2022,82619,-395.0,-0.48
0804000,Powiat nowosolski,2023,82281,-338.0,-0.41
0804000,Powiat nowosolski,2024,81809,-472.0,-0.57
0805000,Powiat słubicki,2013,47318,,
0805000,Powiat słubicki,2014,47278,-40.0,-0.08
0805000,Powiat słubicki,2015,47275,-3.0,-0.01
0805000,Powiat słubicki,2016,47093,-182.0,-0.38
0805000,Powiat słubicki,2017,47068,-25.0,-0.05
0805000,Powiat słubicki,2018,47101,33.0,0.07
0805000,Powiat słubicki,2019,46929,-172.0,-0.37
0805000,Powiat słubicki,2020,46429,-500.0,-1.07
0805000,Powiat słubicki,2021,46114,-315.0,-0.68
0805000,Powiat słubicki,2022,45965,-149.0,-0.32
0805000,Powiat słubicki,2023,45854,-111.0,-0.24
0805000,Powiat słubicki,2024,45679,-175.0,-0.38
0806000,Powiat strzelecko-drezdenecki,2013,50418,,
0806000,Powiat strzelecko-drezdenecki,2014,50212,-206.0,-0.41
0806000,Powiat strzelecko-drezdenecki,2015,50061,-151.0,-0.3
0806000,Powiat strzelecko-drezdenecki,2016,49842,-219.0,-0.44
0806000,Powiat strzelecko-drezdenecki,2017,49701,-141.0,-0.28
0806000,Powiat strzelecko-drezdenecki,2018,49366,-335.0,-0.67
0806000,Powiat strzelecko-drezdenecki,2019,49009,-357.0,-0.72
0806000,Powiat strzelecko-drezdenecki,2020,47891,-1118.0,-2.28
0806000,Powiat strzelecko-drezdenecki,2021,47436,-455.0,-0.95
0806000,Powiat strzelecko-drezdenecki,2022,47002,-434.0,-0.91
0806000,Powiat strzelecko-drezdenecki,2023,46658,-344.0,-0.73
0806000,Powiat strzelecko-drezdenecki,2024,46204,-454.0,-0.97
0807000,Powiat sulęciński,2013,35768,,
0807000,Powiat sulęciński,2014,35761,-7.0,-0.02
0807000,Powiat sulęciński,2015,35596,-165.0,-0.46
0807000,Powiat sulęciński,2016,35409,-187.0,-0.53
0807000,Powiat sulęciński,2017,35351,-58.0,-0.16
0807000,Powiat sulęciński,2018,35297,-54.0,-0.15
0807000,Powiat sulęciński,2019,35193,-104.0,-0.29
0807000,Powiat sulęciński,2020,34392,-801.0,-2.28
0807000,Powiat sulęciński,2021,34002,-390.0,-1.13
0807000,Powiat sulęciński,2022,33771,-231.0,-0.68
0807000,Powiat sulęciński,2023,33495,-276.0,-0.82
0807000,Powiat sulęciński,2024,33191,-304.0,-0.91
0808000,Powiat świebodziński,2013,56546,,
0808000,Powiat świebodziński,2014,56415,-131.0,-0.23
0808000,Powiat świebodziński,2015,56290,-125.0,-0.22
0808000,Powiat świebodziński,2016,56204,-86.0,-0.15
0808000,Powiat świebodziński,2017,56095,-109.0,-0.19
0808000,Powiat świebodziński,2018,55840,-255.0,-0.45
0808000,Powiat świebodziński,2019,55790,-50.0,-0.09
0808000,Powiat świebodziński,2020,54943,-847.0,-1.52
0808000,Powiat świebodziński,2021,54673,-270.0,-0.49
0808000,Powiat świebodziński,2022,54268,-405.0,-0.74
0808000,Powiat świebodziński,2023,53961,-307.0,-0.57
0808000,Powiat świebodziński,2024,53609,-352.0,-0.65
0809000,Powiat zielonogórski,2013,94919,,
0809000,Powiat zielonogórski,2014,94934,15.0,0.02
0809000,Powiat zielonogórski,2015,75219,-19715.0,-20.77
0809000,Powiat zielonogórski,2016,75314,95.0,0.13
0809000,Powiat zielonogórski,2017,75558,244.0,0.32
0809000,Powiat zielonogórski,2018,75750,192.0,0.25
0809000,Powiat zielonogórski,2019,75559,-191.0,-0.25
0809000,Powiat zielonogórski,2020,75145,-414.0,-0.55
0809000,Powiat zielonogórski,2021,74898,-247.0,-0.33
0809000,Powiat zielonogórski,2022,74967,69.0,0.09
0809000,Powiat zielonogórski,2023,75077,110.0,0.15
0809000,Powiat zielonogórski,2024,74754,-323.0,-0.43
0810000,Powiat żagański,2013,81803,,
0810000,Powiat żagański,2014,81462,-341.0,-0.42
0810000,Powiat żagański,2015,80997,-465.0,-0.57
0810000,Powiat żagański,2016,80633,-364.0,-0.45
0810000,Powiat żagański,2017,80114,-519.0,-0.64
0810000,Powiat żagański,2018,79583,-531.0,-0.66
0810000,Powiat żagański,2019,78953,-630.0,-0.79
0810000,Powiat żagański,2020,76022,-2931.0,-3.71
0810000,Powiat żagański,2021,75194,-828.0,-1.09
0810000,Powiat żagański,2022,74390,-804.0,-1.07
0810000,Powiat żagański,2023,73604,-786.0,-1.06
0810000,Powiat żagański,2024,72933,-671.0,-0.91
0811000,Powiat żarski,2013,99088,,
0811000,Powiat żarski,2014,98625,-463.0,-0.47
0811000,Powiat żarski,2015,98160,-465.0,-0.47
0811000,Powiat żarski,2016,97783,-377.0,-0.38
0811000,Powiat żarski,2017,97487,-296.0,-0.3
0811000,Powiat żarski,2018,96876,-611.0,-0.63
0811000,Powiat żarski,2019,96111,-765.0,-0.79
0811000,Powiat żarski,2020,93662,-2449.0,-2.55
0811000,Powiat żarski,2021,92752,-910.0,-0.97
0811000,Powiat żarski,2022,91897,-855.0,-0.92
0811000,Powiat żarski,2023,91210,-687.0,-0.75
0811000,Powiat żarski,2024,90364,-846.0,-0.93
0812000,Powiat wschowski,2013,39434,,
0812000,Powiat wschowski,2014,39365,-69.0,-0.17
0812000,Powiat wschowski,2015,39297,-68.0,-0.17
0812000,Powiat wschowski,2016,39256,-41.0,-0.1
0812000,Powiat wschowski,2017,39196,-60.0,-0.15
0812000,Powiat wschowski,2018,39065,-131.0,-0.33
0812000,Powiat wschowski,2019,38831,-234.0,-0.6
0812000,Powiat wschowski,2020,37967,-864.0,-2.23
0812000,Powiat wschowski,2021,37683,-284.0,-0.75
0812000,Powiat wschowski,2022,37441,-242.0,-0.64
0812000,Powiat wschowski,2023,37251,-190.0,-0.51
0812000,Powiat wschowski,2024,37002,-249.0,-0.67
0861000,Powiat m. Gorzów Wielkopolski,2013,124344,,
0861000,Powiat m. Gorzów Wielkopolski,2014,124145,-199.0,-0.16
0861000,Powiat m. Gorzów Wielkopolski,2015,123762,-383.0,-0.31
0861000,Powiat m. Gorzów Wielkopolski,2016,123995,233.0,0.19
0861000,Powiat m. Gorzów Wielkopolski,2017,124295,300.0,0.24
0861000,Powiat m. Gorzów Wielkopolski,2018,123921,-374.0,-0.3
0861000,Powiat m. Gorzów Wielkopolski,2019,123609,-312.0,-0.25
0861000,Powiat m. Gorzów Wielkopolski,2020,120526,-3083.0,-2.49
0861000,Powiat m. Gorzów Wielkopolski,2021,118011,-2515.0,-2.09
0861000,Powiat m. Gorzów Wielkopolski,2022,116436,-1575.0,-1.33
0861000,Powiat m. Gorzów Wielkopolski,2023,115247,-1189.0,-1.02
0861000,Powiat m. Gorzów Wielkopolski,2024,114700,-547.0,-0.47
0862000,Powiat m. Zielona Góra,2013,118405,,
0862000,Powiat m. Zielona Góra,2014,118920,515.0,0.43
0862000,Powiat m. Zielona Góra,2015,138711,19791.0,16.64
0862000,Powiat m. Zielona Góra,2016,139330,619.0,0.45
0862000,Powiat m. Zielona Góra,2017,139819,489.0,0.35
0862000,Powiat m. Zielona Góra,2018,140297,478.0,0.34
0862000,Powiat m. Zielona Góra,2019,141222,925.0,0.66
0862000,Powiat m. Zielona Góra,2020,140148,-1074.0,-0.76
0862000,Powiat m. Zielona Góra,2021,139667,-481.0,-0.34
0862000,Powiat m. Zielona Góra,2022,139278,-389.0,-0.28
0862000,Powiat m. Zielona Góra,2023,138932,-346.0,-0.25
0862000,Powiat m. Zielona Góra,2024,138869,-63.0,-0.05
1001000,Powiat bełchatowski,2013,113105,,
1001000,Powiat bełchatowski,2014,113238,133.0,0.12
1001000,Powiat bełchatowski,2015,112916,-322.0,-0.28
1001000,Powiat bełchatowski,2016,113004,88.0,0.08
1001000,Powiat bełchatowski,2017,113028,24.0,0.02
1001000,Powiat bełchatowski,2018,112997,-31.0,-0.03
1001000,Powiat bełchatowski,2019,112779,-218.0,-0.19
1001000,Powiat bełchatowski,2020,110229,-2550.0,-2.26
1001000,Powiat bełchatowski,2021,109588,-641.0,-0.58
1001000,Powiat bełchatowski,2022,109035,-553.0,-0.5
1001000,Powiat bełchatowski,2023,108599,-436.0,-0.4
1001000,Powiat bełchatowski,2024,108003,-596.0,-0.55
1002000,Powiat kutnowski,2013,100407,,
1002000,Powiat kutnowski,2014,99967,-440.0,-0.44
1002000,Powiat kutnowski,2015,99258,-709.0,-0.71
1002000,Powiat kutnowski,2016,98583,-675.0,-0.68
1002000,Powiat kutnowski,2017,98018,-565.0,-0.57
1002000,Powiat kutnowski,2018,97295,-723.0,-0.74
1002000,Powiat kutnowski,2019,96569,-726.0,-0.75
1002000,Powiat kutnowski,2020,93670,-2899.0,-3.0
1002000,Powiat kutnowski,2021,92544,-1126.0,-1.2
1002000,Powiat kutnowski,2022,91563,-981.0,-1.06
1002000,Powiat kutnowski,2023,90671,-892.0,-0.97
1002000,Powiat kutnowski,2024,89709,-962.0,-1.06
1003000,Powiat łaski,2013,50687,,
1003000,Powiat łaski,2014,50551,-136.0,-0.27
1003000,Powiat łaski,2015,50282,-269.0,-0.53
1003000,Powiat łaski,2016,50285,3.0,0.01
1003000,Powiat łaski,2017,50224,-61.0,-0.12
1003000,Powiat łaski,2018,50103,-121.0,-0.24
1003000,Powiat łaski,2019,49918,-185.0,-0.37
1003000,Powiat łaski,2020,49355,-563.0,-1.13
1003000,Powiat łaski,2021,49159,-196.0,-0.4
1003000,Powiat łaski,2022,48992,-167.0,-0.34
1003000,Powiat łaski,2023,48742,-250.0,-0.51
1003000,Powiat łaski,2024,48498,-244.0,-0.5
1004000,Powiat łęczycki,2013,51673,,
1004000,Powiat łęczycki,2014,51323,-350.0,-0.68
1004000,Powiat łęczycki,2015,51062,-261.0,-0.51
1004000,Powiat łęczycki,2016,50769,-293.0,-0.57
1004000,Powiat łęczycki,2017,50527,-242.0,-0.48
1004000,Powiat łęczycki,2018,50143,-384.0,-0.76
1004000,Powiat łęczycki,2019,49747,-396.0,-0.79
1004000,Powiat łęczycki,2020,48000,-1747.0,-3.51
1004000,Powiat łęczycki,2021,47438,-562.0,-1.17
1004000,Powiat łęczycki,2022,47002,-436.0,-0.92
1004000,Powiat łęczycki,2023,46666,-336.0,-0.71
1004000,Powiat łęczycki,2024,46137,-529.0,-1.13
1005000,Powiat łowicki,2013,80329,,
1005000,Powiat łowicki,2014,79951,-378.0,-0.47
1005000,Powiat łowicki,2015,79631,-320.0,-0.4
1005000,Powiat łowicki,2016,79340,-291.0,-0.37
1005000,Powiat łowicki,2017,78994,-346.0,-0.44
1005000,Powiat łowicki,2018,78616,-378.0,-0.48
1005000,Powiat łowicki,2019,78099,-517.0,-0.66
1005000,Powiat łowicki,2020,75887,-2212.0,-2.83
1005000,Powiat łowicki,2021,75109,-778.0,-1.03
1005000,Powiat łowicki,2022,74606,-503.0,-0.67
1005000,Powiat łowicki,2023,74009,-597.0,-0.8
1005000,Powiat łowicki,2024,73368,-641.0,-0.87
1006000,Powiat łódzki wschodni,2013,69759,,
1006000,Powiat łódzki wschodni,2014,70132,373.0,0.53
1006000,Powiat łódzki wschodni,2015,70430,298.0,0.42
1006000,Powiat łódzki wschodni,2016,70796,366.0,0.52
1006000,Powiat łódzki wschodni,2017,71182,386.0,0.55
1006000,Powiat łódzki wschodni,2018,71705,523.0,0.73
1006000,Powiat łódzki wschodni,2019,72179,474.0,0.66
1006000,Powiat łódzki wschodni,2020,73688,1509.0,2.09
1006000,Powiat łódzki wschodni,2021,73991,303.0,0.41
1006000,Powiat łódzki wschodni,2022,74361,370.0,0.5
1006000,Powiat łódzki wschodni,2023,74706,345.0,0.46
1006000,Powiat łódzki wschodni,2024,75149,443.0,0.59
1007000,Powiat opoczyński,2013,78057,,
1007000,Powiat opoczyński,2014,77771,-286.0,-0.37
1007000,Powiat opoczyński,2015,77457,-314.0,-0.4
1007000,Powiat opoczyński,2016,77203,-254.0,-0.33
1007000,Powiat opoczyński,2017,76984,-219.0,-0.28
1007000,Powiat opoczyński,2018,76623,-361.0,-0.47
1007000,Powiat opoczyński,2019,76106,-517.0,-0.67
1007000,Powiat opoczyński,2020,73604,-2502.0,-3.29
1007000,Powiat opoczyński,2021,72960,-644.0,-0.87
1007000,Powiat opoczyński,2022,72310,-650.0,-0.89
1007000,Powiat opoczyński,2023,71776,-534.0,-0.74
1007000,Powiat opoczyński,2024,71234,-542.0,-0.76
1008000,Powiat pabianicki,2013,119672,,
1008000,Powiat pabianicki,2014,119582,-90.0,-0.08
1008000,Powiat pabianicki,2015,119518,-64.0,-0.05
1008000,Powiat pabianicki,2016,119299,-219.0,-0.18
1008000,Powiat pabianicki,2017,119285,-14.0,-0.01
1008000,Powiat pabianicki,2018,119289,4.0,0.0
1008000,Powiat pabianicki,2019,119291,2.0,0.0
1008000,Powiat pabianicki,2020,120073,782.0,0.66
1008000,Powiat pabianicki,2021,119751,-322.0,-0.27
1008000,Powiat pabianicki,2022,119316,-435.0,-0.36
1008000,Powiat pabianicki,2023,119066,-250.0,-0.21
1008000,Powiat pabianicki,2024,118704,-362.0,-0.3
1009000,Powiat pajęczański,2013,52533,,
1009000,Powiat pajęczański,2014,52293,-240.0,-0.46
1009000,Powiat pajęczański,2015,52023,-270.0,-0.52
1009000,Powiat pajęczański,2016,52003,-20.0,-0.04
1009000,Powiat pajęczański,2017,51851,-152.0,-0.29
1009000,Powiat pajęczański,2018,51597,-254.0,-0.49
1009000,Powiat pajęczański,2019,51220,-377.0,-0.73
1009000,Powiat pajęczański,2020,49834,-1386.0,-2.71
1009000,Powiat pajęczański,2021,49349,-485.0,-0.97
1009000,Powiat pajęczański,2022,49064,-285.0,-0.58
1009000,Powiat pajęczański,2023,48575,-489.0,-1.0
1009000,Powiat pajęczański,2024,48086,-489.0,-1.01
1010000,Powiat piotrkowski,2013,91618,,
1010000,Powiat piotrkowski,2014,91534,-84.0,-0.09
1010000,Powiat piotrkowski,2015,91283,-251.0,-0.27
1010000,Powiat piotrkowski,2016,91334,51.0,0.06
1010000,Powiat piotrkowski,2017,91301,-33.0,-0.04
1010000,Powiat piotrkowski,2018,91315,14.0,0.02
1010000,Powiat piotrkowski,2019,91353,38.0,0.04
1010000,Powiat piotrkowski,2020,91036,-317.0,-0.35
1010000,Powiat piotrkowski,2021,90571,-465.0,-0.51
1010000,Powiat piotrkowski,2022,90519,-52.0,-0.06
1010000,Powiat piotrkowski,2023,90121,-398.0,-0.44
1010000,Powiat piotrkowski,2024,89717,-404.0,-0.45
1011000,Powiat poddębicki,2013,41871,,
1011000,Powiat poddębicki,2014,41788,-83.0,-0.2
1011000,Powiat poddębicki,2015,41679,-109.0,-0.26
1011000,Powiat poddębicki,2016,41484,-195.0,-0.47
1011000,Powiat poddębicki,2017,41380,-104.0,-0.25
1011000,Powiat poddębicki,2018,41205,-175.0,-0.42
1011000,Powiat poddębicki,2019,41108,-97.0,-0.24
1011000,Powiat poddębicki,2020,40040,-1068.0,-2.6
1011000,Powiat poddębicki,2021,39746,-294.0,-0.73
1011000,Powiat poddębicki,2022,39621,-125.0,-0.31
1011000,Powiat poddębicki,2023,39356,-265.0,-0.67
1011000,Powiat poddębicki,2024,39169,-187.0,-0.48
1012000,Powiat radomszczański,2013,116316,,
1012000,Powiat radomszczański,2014,115832,-484.0,-0.42
1012000,Powiat radomszczański,2015,115125,-707.0,-0.61
1012000,Powiat radomszczański,2016,114336,-789.0,-0.69
1012000,Powiat radomszczański,2017,113923,-413.0,-0.36
1012000,Powiat radomszczański,2018,113315,-608.0,-0.53
1012000,Powiat radomszczański,2019,112644,-671.0,-0.59
1012000,Powiat radomszczański,2020,109713,-2931.0,-2.6
1012000,Powiat radomszczański,2021,108615,-1098.0,-1.0
1012000,Powiat radomszczański,2022,107575,-1040.0,-0.96
1012000,Powiat radomszczański,2023,106671,-904.0,-0.84
1012000,Powiat radomszczański,2024,105623,-1048.0,-0.98
1013000,Powiat rawski,2013,49577,,
1013000,Powiat rawski,2014,49419,-158.0,-0.32
1013000,Powiat rawski,2015,49239,-180.0,-0.36
1013000,Powiat rawski,2016,49081,-158.0,-0.32
1013000,Powiat rawski,2017,48997,-84.0,-0.17
1013000,Powiat rawski,2018,48808,-189.0,-0.39
1013000,Powiat rawski,2019,48592,-216.0,-0.44
1013000,Powiat rawski,2020,47178,-1414.0,-2.91
1013000,Powiat rawski,2021,46749,-429.0,-0.91
1013000,Powiat rawski,2022,46415,-334.0,-0.71
1013000,Powiat rawski,2023,46082,-333.0,-0.72
1013000,Powiat rawski,2024,45664,-418.0,-0.91
1014000,Powiat sieradzki,2013,120057,,
1014000,Powiat sieradzki,2014,119622,-435.0,-0.36
1014000,Powiat sieradzki,2015,119268,-354.0,-0.3
1014000,Powiat sieradzki,2016,119009,-259.0,-0.22
1014000,Powiat sieradzki,2017,118692,-317.0,-0.27
1014000,Powiat sieradzki,2018,118240,-452.0,-0.38
1014000,Powiat sieradzki,2019,117674,-566.0,-0.48
1014000,Powiat sieradzki,2020,114150,-3524.0,-2.99
1014000,Powiat sieradzki,2021,113195,-955.0,-0.84
1014000,Powiat sieradzki,2022,112350,-845.0,-0.75
1014000,Powiat sieradzki,2023,111477,-873.0,-0.78
1014000,Powiat sieradzki,2024,110665,-812.0,-0.73
1015000,Powiat skierniewicki,2013,38292,,
1015000,Powiat skierniewicki,2014,38198,-94.0,-0.25
1015000,Powiat skierniewicki,2015,38177,-21.0,-0.05
1015000,Powiat skierniewicki,2016,38198,21.0,0.06
1015000,Powiat skierniewicki,2017,38224,26.0,0.07
1015000,Powiat skierniewicki,2018,38195,-29.0,-0.08
1015000,Powiat skierniewicki,2019,38174,-21.0,-0.05
1015000,Powiat skierniewicki,2020,38122,-52.0,-0.14
1015000,Powiat skierniewicki,2021,37879,-243.0,-0.64
1015000,Powiat skierniewicki,2022,37799,-80.0,-0.21
1015000,Powiat skierniewicki,2023,37787,-12.0,-0.03
1015000,Powiat skierniewicki,2024,37670,-117.0,-0.31
1016000,Powiat tomaszowski,2013,119759,,
1016000,Powiat tomaszowski,2014,119273,-486.0,-0.41
1016000,Powiat tomaszowski,2015,118671,-602.0,-0.5
1016000,Powiat tomaszowski,2016,118234,-437.0,-0.37
1016000,Powiat tomaszowski,2017,117852,-382.0,-0.32
1016000,Powiat tomaszowski,2018,117259,-593.0,-0.5
1016000,Powiat tomaszowski,2019,116519,-740.0,-0.63
1016000,Powiat tomaszowski,2020,113407,-3112.0,-2.67
1016000,Powiat tomaszowski,2021,112303,-1104.0,-0.97
1016000,Powiat tomaszowski,2022,111439,-864.0,-0.77
1016000,Powiat tomaszowski,2023,110634,-805.0,-0.72
1016000,Powiat tomaszowski,2024,109588,-1046.0,-0.95
1017000,Powiat wieluński,2013,77720,,
1017000,Powiat wieluński,2014,77513,-207.0,-0.27
1017000,Powiat wieluński,2015,77290,-223.0,-0.29
1017000,Powiat wieluński,2016,77238,-52.0,-0.07
1017000,Powiat wieluński,2017,77017,-221.0,-0.29
1017000,Powiat wieluński,2018,76699,-318.0,-0.41
1017000,Powiat wieluński,2019,76256,-443.0,-0.58
1017000,Powiat wieluński,2020,74207,-2049.0,-2.69
1017000,Powiat wieluński,2021,73659,-548.0,-0.74
1017000,Powiat wieluński,2022,73140,-519.0,-0.7
1017000,Powiat wieluński,2023,72586,-554.0,-0.76
1017000,Powiat wieluński,2024,72013,-573.0,-0.79
1018000,Powiat wieruszowski,2013,42260,,
1018000,Powiat wieruszowski,2014,42196,-64.0,-0.15
1018000,Powiat wieruszowski,2015,42195,-1.0,-0.0
1018000,Powiat wieruszowski,2016,42237,42.0,0.1
1018000,Powiat wieruszowski,2017,42255,18.0,0.04
1018000,Powiat wieruszowski,2018,42213,-42.0,-0.1
1018000,Powiat wieruszowski,2019,42105,-108.0,-0.26
1018000,Powiat wieruszowski,2020,41895,-210.0,-0.5
1018000,Powiat wieruszowski,2021,41671,-224.0,-0.53
1018000,Powiat wieruszowski,2022,41583,-88.0,-0.21
1018000,Powiat wieruszowski,2023,41452,-131.0,-0.32
1018000,Powiat wieruszowski,2024,41295,-157.0,-0.38
1019000,Powiat zduńskowolski,2013,67928,,
1019000,Powiat zduńskowolski,2014,67748,-180.0,-0.26
1019000,Powiat zduńskowolski,2015,67483,-265.0,-0.39
1019000,Powiat zduńskowolski,2016,67248,-235.0,-0.35
1019000,Powiat zduńskowolski,2017,67049,-199.0,-0.3
1019000,Powiat zduńskowolski,2018,66766,-283.0,-0.42
1019000,Powiat zduńskowolski,2019,66380,-386.0,-0.58
1019000,Powiat zduńskowolski,2020,64709,-1671.0,-2.52
1019000,Powiat zduńskowolski,2021,64213,-496.0,-0.77
1019000,Powiat zduńskowolski,2022,63742,-471.0,-0.73
1019000,Powiat zduńskowolski,2023,63326,-416.0,-0.65
1019000,Powiat zduńskowolski,2024,62876,-450.0,-0.71
1020000,Powiat zgierski,2013,164681,,
1020000,Powiat zgierski,2014,164988,307.0,0.19
1020000,Powiat zgierski,2015,165130,142.0,0.09
1020000,Powiat zgierski,2016,165206,76.0,0.05
1020000,Powiat zgierski,2017,165606,400.0,0.24
1020000,Powiat zgierski,2018,165916,310.0,0.19
1020000,Powiat zgierski,2019,166113,197.0,0.12
1020000,Powiat zgierski,2020,167737,1624.0,0.98
1020000,Powiat zgierski,2021,167019,-718.0,-0.43
1020000,Powiat zgierski,2022,166537,-482.0,-0.29
1020000,Powiat zgierski,2023,166340,-197.0,-0.12
1020000,Powiat zgierski,2024,165840,-500.0,-0.3
1021000,Powiat brzeziński,2013,30923,,
1021000,Powiat brzeziński,2014,30945,22.0,0.07
1021000,Powiat brzeziński,2015,30933,-12.0,-0.04
1021000,Powiat brzeziński,2016,30912,-21.0,-0.07
1021000,Powiat brzeziński,2017,30884,-28.0,-0.09
1021000,Powiat brzeziński,2018,30890,6.0,0.02
1021000,Powiat brzeziński,2019,30833,-57.0,-0.18
1021000,Powiat brzeziński,2020,30457,-376.0,-1.22
1021000,Powiat brzeziński,2021,30374,-83.0,-0.27
1021000,Powiat brzeziński,2022,30246,-128.0,-0.42
1021000,Powiat brzeziński,2023,30159,-87.0,-0.29
1021000,Powiat brzeziński,2024,30080,-79.0,-0.26
1061000,Powiat m. Łódź,2013,711332,,
1061000,Powiat m. Łódź,2014,706004,-5328.0,-0.75
1061000,Powiat m. Łódź,2015,700982,-5022.0,-0.71
1061000,Powiat m. Łódź,2016,696503,-4479.0,-0.64
1061000,Powiat m. Łódź,2017,690422,-6081.0,-0.87
1061000,Powiat m. Łódź,2018,685285,-5137.0,-0.74
1061000,Powiat m. Łódź,2019,679941,-5344.0,-0.78
1061000,Powiat m. Łódź,2020,673003,-6938.0,-1.02
1061000,Powiat m. Łódź,2021,664860,-8143.0,-1.21
1061000,Powiat m. Łódź,2022,658444,-6416.0,-0.97
1061000,Powiat m. Łódź,2023,652015,-6429.0,-0.98
1061000,Powiat m. Łódź,2024,645693,-6322.0,-0.97
1062000,Powiat m. Piotrków Trybunalski,2013,75903,,
1062000,Powiat m. Piotrków Trybunalski,2014,75608,-295.0,-0.39
1062000,Powiat m. Piotrków Trybunalski,2015,75183,-425.0,-0.56
1062000,Powiat m. Piotrków Trybunalski,2016,74694,-489.0,-0.65
1062000,Powiat m. Piotrków Trybunalski,2017,74312,-382.0,-0.51
1062000,Powiat m. Piotrków Trybunalski,2018,73670,-642.0,-0.86
1062000,Powiat m. Piotrków Trybunalski,2019,73090,-580.0,-0.79
1062000,Powiat m. Piotrków Trybunalski,2020,69274,-3816.0,-5.22
1062000,Powiat m. Piotrków Trybunalski,2021,68270,-1004.0,-1.45
1062000,Powiat m. Piotrków Trybunalski,2022,67264,-1006.0,-1.47
1062000,Powiat m. Piotrków Trybunalski,2023,66519,-745.0,-1.11
1062000,Powiat m. Piotrków Trybunalski,2024,66022,-497.0,-0.75
1063000,Powiat m. Skierniewice,2013,48634,,
1063000,Powiat m. Skierniewice,2014,48660,26.0,0.05
1063000,Powiat m. Skierniewice,2015,48388,-272.0,-0.56
1063000,Powiat m. Skierniewice,2016,48327,-61.0,-0.13
1063000,Powiat m. Skierniewice,2017,48308,-19.0,-0.04
1063000,Powiat m. Skierniewice,2018,48178,-130.0,-0.27
1063000,Powiat m. Skierniewice,2019,48089,-89.0,-0.18
1063000,Powiat m. Skierniewice,2020,46548,-1541.0,-3.2
1063000,Powiat m. Skierniewice,2021,45933,-615.0,-1.32
1063000,Powiat m. Skierniewice,2022,45560,-373.0,-0.81
1063000,Powiat m. Skierniewice,2023,45184,-376.0,-0.83
1063000,Powiat m. Skierniewice,2024,45121,-63.0,-0.14
1201000,Powiat bocheński,2013,104765,,
1201000,Powiat bocheński,2014,105083,318.0,0.3
1201000,Powiat bocheński,2015,105416,333.0,0.32
1201000,Powiat bocheński,2016,105747,331.0,0.31
1201000,Powiat bocheński,2017,106096,349.0,0.33
1201000,Powiat bocheński,2018,106514,418.0,0.39
1201000,Powiat bocheński,2019,106858,344.0,0.32
1201000,Powiat bocheński,2020,106838,-20.0,-0.02
1201000,Powiat bocheński,2021,106715,-123.0,-0.12
