powiat_code,powiat_name,year,female_population,male_population,gender_ratio
802000,Powiat krośnieński,2014,28623,27612,96.47
802000,Powiat krośnieński,2015,28486,27457,96.39
802000,Powiat krośnieński,2016,28346,27413,96.71
802000,Powiat krośnieński,2017,28206,27306,96.81
802000,Powiat krośnieński,2018,28087,27158,96.69
802000,Powiat krośnieński,2019,27868,26961,96.75
802000,Powiat krośnieński,2020,27378,26540,96.94
802000,Powiat krośnieński,2021,27196,26264,96.57
802000,Powiat krośnieński,2022,27038,26067,96.41
802000,Powiat krośnieński,2023,26855,25862,96.3
802000,Powiat krośnieński,2024,26607,25580,96.14
803000,Powiat międzyrzecki,2013,29665,29032,97.87
803000,Powiat międzyrzecki,2014,29669,28971,97.65
803000,Powiat międzyrzecki,2015,29584,28912,97.73
803000,Powiat międzyrzecki,2016,29573,28824,97.47
803000,Powiat międzyrzecki,2017,29479,28770,97.59
803000,Powiat międzyrzecki,2018,29396,28628,97.39
803000,Powiat międzyrzecki,2019,29110,28455,97.75
803000,Powiat międzyrzecki,2020,28533,27680,97.01
803000,Powiat międzyrzecki,2021,28308,27370,96.69
803000,Powiat międzyrzecki,2022,28193,27164,96.35
803000,Powiat międzyrzecki,2023,27927,26912,96.37
803000,Powiat międzyrzecki,2024,27769,26670,96.04
804000,Powiat nowosolski,2013,45088,42639,94.57
804000,Powiat nowosolski,2014,44950,42574,94.71
804000,Powiat nowosolski,2015,44829,42510,94.83
804000,Powiat nowosolski,2016,44712,42415,94.86
804000,Powiat nowosolski,2017,44593,42356,94.98
804000,Powiat nowosolski,2018,44424,42210,95.02
804000,Powiat nowosolski,2019,44185,41971,94.99
804000,Powiat nowosolski,2020,42858,40743,95.07
804000,Powiat nowosolski,2021,42677,40337,94.52
804000,Powiat nowosolski,2022,42485,40134,94.47
804000,Powiat nowosolski,2023,42309,39972,94.48
804000,Powiat nowosolski,2024,42077,39732,94.43
805000,Powiat słubicki,2013,24059,23259,96.67
805000,Powiat słubicki,2014,24014,23264,96.88
805000,Powiat słubicki,2015,24033,23242,96.71
805000,Powiat słubicki,2016,23998,23095,96.24
805000,Powiat słubicki,2017,23996,23072,96.15
805000,Powiat słubicki,2018,24040,23061,95.93
805000,Powiat słubicki,2019,23956,22973,95.9
805000,Powiat słubicki,2020,23719,22710,95.75
805000,Powiat słubicki,2021,23584,22530,95.53
805000,Powiat słubicki,2022,23557,22408,95.12
805000,Powiat słubicki,2023,23472,22382,95.36
805000,Powiat słubicki,2024,23392,22287,95.28
806000,Powiat strzelecko-drezdenecki,2013,25548,24870,97.35
806000,Powiat strzelecko-drezdenecki,2014,25462,24750,97.2
806000,Powiat strzelecko-drezdenecki,2015,25400,24661,97.09
806000,Powiat strzelecko-drezdenecki,2016,25291,24551,97.07
806000,Powiat strzelecko-drezdenecki,2017,25159,24542,97.55
806000,Powiat strzelecko-drezdenecki,2018,24982,24384,97.61
806000,Powiat strzelecko-drezdenecki,2019,24794,24215,97.66
806000,Powiat strzelecko-drezdenecki,2020,24256,23635,97.44
806000,Powiat strzelecko-drezdenecki,2021,24042,23394,97.3
806000,Powiat strzelecko-drezdenecki,2022,23860,23142,96.99
806000,Powiat strzelecko-drezdenecki,2023,23681,22977,97.03
806000,Powiat strzelecko-drezdenecki,2024,23464,22740,96.91
807000,Powiat sulęciński,2013,17974,17794,99.0
807000,Powiat sulęciński,2014,18000,17761,98.67
807000,Powiat sulęciński,2015,17916,17680,98.68
807000,Powiat sulęciński,2016,17813,17596,98.78
807000,Powiat sulęciński,2017,17795,17556,98.66
807000,Powiat sulęciński,2018,17757,17540,98.78
807000,Powiat sulęciński,2019,17704,17489,98.79
807000,Powiat sulęciński,2020,17205,17187,99.9
807000,Powiat sulęciński,2021,17020,16982,99.78
807000,Powiat sulęciński,2022,16903,16868,99.79
807000,Powiat sulęciński,2023,16755,16740,99.91
807000,Powiat sulęciński,2024,16619,16572,99.72
808000,Powiat świebodziński,2013,28906,27640,95.62
808000,Powiat świebodziński,2014,28837,27578,95.63
808000,Powiat świebodziński,2015,28722,27568,95.98
808000,Powiat świebodziński,2016,28683,27521,95.95
808000,Powiat świebodziński,2017,28654,27441,95.77
808000,Powiat świebodziński,2018,28493,27347,95.98
808000,Powiat świebodziński,2019,28464,27326,96.0
808000,Powiat świebodziński,2020,28068,26875,95.75
808000,Powiat świebodziński,2021,27858,26815,96.26
808000,Powiat świebodziński,2022,27655,26613,96.23
808000,Powiat świebodziński,2023,27527,26434,96.03
808000,Powiat świebodziński,2024,27340,26269,96.08
809000,Powiat zielonogórski,2013,48032,46887,97.62
809000,Powiat zielonogórski,2014,48141,46793,97.2
809000,Powiat zielonogórski,2015,38121,37098,97.32
809000,Powiat zielonogórski,2016,38158,37156,97.37
809000,Powiat zielonogórski,2017,38235,37323,97.61
809000,Powiat zielonogórski,2018,38325,37425,97.65
809000,Powiat zielonogórski,2019,38316,37243,97.2
809000,Powiat zielonogórski,2020,38088,37057,97.29
809000,Powiat zielonogórski,2021,37994,36904,97.13
809000,Powiat zielonogórski,2022,38045,36922,97.05
809000,Powiat zielonogórski,2023,38080,36997,97.16
809000,Powiat zielonogórski,2024,37909,36845,97.19
810000,Powiat żagański,2013,41862,39941,95.41
810000,Powiat żagański,2014,41684,39778,95.43
810000,Powiat żagański,2015,41507,39490,95.14
810000,Powiat żagański,2016,41314,39319,95.17
810000,Powiat żagański,2017,41033,39081,95.24
810000,Powiat żagański,2018,40783,38800,95.14
810000,Powiat żagański,2019,40502,38451,94.94
810000,Powiat żagański,2020,38936,37086,95.25
810000,Powiat żagański,2021,38546,36648,95.08
810000,Powiat żagański,2022,38127,36263,95.11
810000,Powiat żagański,2023,37756,35848,94.95
810000,Powiat żagański,2024,37408,35525,94.97
811000,Powiat żarski,2013,51026,48062,94.19
811000,Powiat żarski,2014,50726,47899,94.43
811000,Powiat żarski,2015,50499,47661,94.38
811000,Powiat żarski,2016,50335,47448,94.26
811000,Powiat żarski,2017,50155,47332,94.37
811000,Powiat żarski,2018,49860,47016,94.3
811000,Powiat żarski,2019,49430,46681,94.44
811000,Powiat żarski,2020,48218,45444,94.25
811000,Powiat żarski,2021,47769,44983,94.17
811000,Powiat żarski,2022,47347,44550,94.09
811000,Powiat żarski,2023,47064,44146,93.8
811000,Powiat żarski,2024,46659,43705,93.67
812000,Powiat wschowski,2013,19932,19502,97.84
812000,Powiat wschowski,2014,19920,19445,97.62
812000,Powiat wschowski,2015,19866,19431,97.81
812000,Powiat wschowski,2016,19891,19365,97.36
812000,Powiat wschowski,2017,19870,19326,97.26
812000,Powiat wschowski,2018,19783,19282,97.47
812000,Powiat wschowski,2019,19681,19150,97.3
812000,Powiat wschowski,2020,19303,18664,96.69
812000,Powiat wschowski,2021,19130,18553,96.98
812000,Powiat wschowski,2022,19002,18439,97.04
812000,Powiat wschowski,2023,18892,18359,97.18
812000,Powiat wschowski,2024,18782,18220,97.01
861000,Powiat m. Gorzów Wielkopolski,2013,65082,59262,91.06
861000,Powiat m. Gorzów Wielkopolski,2014,65010,59135,90.96
861000,Powiat m. Gorzów Wielkopolski,2015,64790,58972,91.02
861000,Powiat m. Gorzów Wielkopolski,2016,65018,58977,90.71
861000,Powiat m. Gorzów Wielkopolski,2017,65178,59117,90.7
861000,Powiat m. Gorzów Wielkopolski,2018,65006,58915,90.63
861000,Powiat m. Gorzów Wielkopolski,2019,64910,58699,90.43
861000,Powiat m. Gorzów Wielkopolski,2020,63569,56957,89.6
861000,Powiat m. Gorzów Wielkopolski,2021,62393,55618,89.14
861000,Powiat m. Gorzów Wielkopolski,2022,61627,54809,88.94
861000,Powiat m. Gorzów Wielkopolski,2023,61084,54163,88.67
861000,Powiat m. Gorzów Wielkopolski,2024,60840,53860,88.53
862000,Powiat m. Zielona Góra,2013,62655,55750,88.98
862000,Powiat m. Zielona Góra,2014,62878,56042,89.13
862000,Powiat m. Zielona Góra,2015,72846,65865,90.42
862000,Powiat m. Zielona Góra,2016,73197,66133,90.35
862000,Powiat m. Zielona Góra,2017,73507,66312,90.21
862000,Powiat m. Zielona Góra,2018,73723,66574,90.3
862000,Powiat m. Zielona Góra,2019,74279,66943,90.12
862000,Powiat m. Zielona Góra,2020,73832,66316,89.82
862000,Powiat m. Zielona Góra,2021,73617,66050,89.72
862000,Powiat m. Zielona Góra,2022,73469,65809,89.57
862000,Powiat m. Zielona Góra,2023,73247,65685,89.68
862000,Powiat m. Zielona Góra,2024,73202,65667,89.71
1001000,Powiat bełchatowski,2013,57542,55563,96.56
1001000,Powiat bełchatowski,2014,57621,55617,96.52
1001000,Powiat bełchatowski,2015,57459,55457,96.52
1001000,Powiat bełchatowski,2016,57509,55495,96.5
1001000,Powiat bełchatowski,2017,57579,55449,96.3
1001000,Powiat bełchatowski,2018,57663,55334,95.96
1001000,Powiat bełchatowski,2019,57581,55198,95.86
1001000,Powiat bełchatowski,2020,56270,53959,95.89
1001000,Powiat bełchatowski,2021,56044,53544,95.54
1001000,Powiat bełchatowski,2022,55787,53248,95.45
1001000,Powiat bełchatowski,2023,55572,53027,95.42
1001000,Powiat bełchatowski,2024,55287,52716,95.35
1002000,Powiat kutnowski,2013,52112,48295,92.68
1002000,Powiat kutnowski,2014,51872,48095,92.72
1002000,Powiat kutnowski,2015,51530,47728,92.62
1002000,Powiat kutnowski,2016,51185,47398,92.6
1002000,Powiat kutnowski,2017,50915,47103,92.51
1002000,Powiat kutnowski,2018,50514,46781,92.61
1002000,Powiat kutnowski,2019,50146,46423,92.58
1002000,Powiat kutnowski,2020,48680,44990,92.42
1002000,Powiat kutnowski,2021,48143,44401,92.23
1002000,Powiat kutnowski,2022,47663,43900,92.1
1002000,Powiat kutnowski,2023,47236,43435,91.95
1002000,Powiat kutnowski,2024,46744,42965,91.92
1003000,Powiat łaski,2013,25926,24761,95.51
1003000,Powiat łaski,2014,25858,24693,95.49
1003000,Powiat łaski,2015,25772,24510,95.1
1003000,Powiat łaski,2016,25809,24476,94.84
1003000,Powiat łaski,2017,25790,24434,94.74
1003000,Powiat łaski,2018,25716,24387,94.83
1003000,Powiat łaski,2019,25636,24282,94.72
1003000,Powiat łaski,2020,25329,24026,94.86
1003000,Powiat łaski,2021,25256,23903,94.64
1003000,Powiat łaski,2022,25170,23822,94.64
1003000,Powiat łaski,2023,25024,23718,94.78
1003000,Powiat łaski,2024,24923,23575,94.59
1004000,Powiat łęczycki,2013,26455,25218,95.32
1004000,Powiat łęczycki,2014,26297,25026,95.17
1004000,Powiat łęczycki,2015,26184,24878,95.01
1004000,Powiat łęczycki,2016,26065,24704,94.78
1004000,Powiat łęczycki,2017,25955,24572,94.67
1004000,Powiat łęczycki,2018,25768,24375,94.59
1004000,Powiat łęczycki,2019,25598,24149,94.34
1004000,Powiat łęczycki,2020,24619,23381,94.97
1004000,Powiat łęczycki,2021,24335,23103,94.94
1004000,Powiat łęczycki,2022,24151,22851,94.62
1004000,Powiat łęczycki,2023,23973,22693,94.66
1004000,Powiat łęczycki,2024,23698,22439,94.69
1005000,Powiat łowicki,2013,41359,38970,94.22
1005000,Powiat łowicki,2014,41161,38790,94.24
1005000,Powiat łowicki,2015,41023,38608,94.11
1005000,Powiat łowicki,2016,40903,38437,93.97
1005000,Powiat łowicki,2017,40735,38259,93.92
1005000,Powiat łowicki,2018,40557,38059,93.84
1005000,Powiat łowicki,2019,40297,37802,93.81
1005000,Powiat łowicki,2020,39178,36709,93.7
1005000,Powiat łowicki,2021,38773,36336,93.71
1005000,Powiat łowicki,2022,38522,36084,93.67
1005000,Powiat łowicki,2023,38225,35784,93.61
1005000,Powiat łowicki,2024,37922,35446,93.47
1006000,Powiat łódzki wschodni,2013,36233,33526,92.53
1006000,Powiat łódzki wschodni,2014,36408,33724,92.63
1006000,Powiat łódzki wschodni,2015,36594,33836,92.46
1006000,Powiat łódzki wschodni,2016,36779,34017,92.49
1006000,Powiat łódzki wschodni,2017,37016,34166,92.3
1006000,Powiat łódzki wschodni,2018,37285,34420,92.32
1006000,Powiat łódzki wschodni,2019,37529,34650,92.33
1006000,Powiat łódzki wschodni,2020,38307,35381,92.36
1006000,Powiat łódzki wschodni,2021,38492,35499,92.22
1006000,Powiat łódzki wschodni,2022,38674,35687,92.28
1006000,Powiat łódzki wschodni,2023,38816,35890,92.46
1006000,Powiat łódzki wschodni,2024,39030,36119,92.54
1007000,Powiat opoczyński,2013,39407,38650,98.08
1007000,Powiat opoczyński,2014,39266,38505,98.06
1007000,Powiat opoczyński,2015,39113,38344,98.03
1007000,Powiat opoczyński,2016,38987,38216,98.02
1007000,Powiat opoczyński,2017,38886,38098,97.97
1007000,Powiat opoczyński,2018,38703,37920,97.98
1007000,Powiat opoczyński,2019,38397,37709,98.21
1007000,Powiat opoczyński,2020,37189,36415,97.92
1007000,Powiat opoczyński,2021,36876,36084,97.85
1007000,Powiat opoczyński,2022,36568,35742,97.74
1007000,Powiat opoczyński,2023,36354,35422,97.44
1007000,Powiat opoczyński,2024,36146,35088,97.07
1008000,Powiat pabianicki,2013,63546,56126,88.32
1008000,Powiat pabianicki,2014,63525,56057,88.24
1008000,Powiat pabianicki,2015,63446,56072,88.38
1008000,Powiat pabianicki,2016,63303,55996,88.46
1008000,Powiat pabianicki,2017,63293,55992,88.46
1008000,Powiat pabianicki,2018,63250,56039,88.6
1008000,Powiat pabianicki,2019,63200,56091,88.75
1008000,Powiat pabianicki,2020,63451,56622,89.24
1008000,Powiat pabianicki,2021,63231,56520,89.39
1008000,Powiat pabianicki,2022,62982,56334,89.44
1008000,Powiat pabianicki,2023,62841,56225,89.47
1008000,Powiat pabianicki,2024,62653,56051,89.46
1009000,Powiat pajęczański,2013,26416,26117,98.87
1009000,Powiat pajęczański,2014,26288,26005,98.92
1009000,Powiat pajęczański,2015,26186,25837,98.67
1009000,Powiat pajęczański,2016,26206,25797,98.44
1009000,Powiat pajęczański,2017,26203,25648,97.88
1009000,Powiat pajęczański,2018,26081,25516,97.83
1009000,Powiat pajęczański,2019,25896,25324,97.79
1009000,Powiat pajęczański,2020,25151,24683,98.14
1009000,Powiat pajęczański,2021,24863,24486,98.48
1009000,Powiat pajęczański,2022,24748,24316,98.25
1009000,Powiat pajęczański,2023,24460,24115,98.59
1009000,Powiat pajęczański,2024,24211,23875,98.61
1010000,Powiat piotrkowski,2013,46395,45223,97.47
1010000,Powiat piotrkowski,2014,46388,45146,97.32
1010000,Powiat piotrkowski,2015,46298,44985,97.16
1010000,Powiat piotrkowski,2016,46319,45015,97.18
1010000,Powiat piotrkowski,2017,46292,45009,97.23
1010000,Powiat piotrkowski,2018,46325,44990,97.12
1010000,Powiat piotrkowski,2019,46359,44994,97.06
1010000,Powiat piotrkowski,2020,46133,44903,97.33
1010000,Powiat piotrkowski,2021,45925,44646,97.22
1010000,Powiat piotrkowski,2022,45865,44654,97.36
1010000,Powiat piotrkowski,2023,45735,44386,97.05
1010000,Powiat piotrkowski,2024,45546,44171,96.98
1011000,Powiat poddębicki,2013,21193,20678,97.57
1011000,Powiat poddębicki,2014,21115,20673,97.91
1011000,Powiat poddębicki,2015,21031,20648,98.18
1011000,Powiat poddębicki,2016,20904,20580,98.45
1011000,Powiat poddębicki,2017,20926,20454,97.74
1011000,Powiat poddębicki,2018,20814,20391,97.97
1011000,Powiat poddębicki,2019,20803,20305,97.61
1011000,Powiat poddębicki,2020,20249,19791,97.74
1011000,Powiat poddębicki,2021,20120,19626,97.54
1011000,Powiat poddębicki,2022,20060,19561,97.51
1011000,Powiat poddębicki,2023,19921,19435,97.56
1011000,Powiat poddębicki,2024,19800,19369,97.82
1012000,Powiat radomszczański,2013,59361,56955,95.95
1012000,Powiat radomszczański,2014,59074,56758,96.08
1012000,Powiat radomszczański,2015,58707,56418,96.1
1012000,Powiat radomszczański,2016,58306,56030,96.1
1012000,Powiat radomszczański,2017,58150,55773,95.91
1012000,Powiat radomszczański,2018,57799,55516,96.05
1012000,Powiat radomszczański,2019,57470,55174,96.0
1012000,Powiat radomszczański,2020,55927,53786,96.17
1012000,Powiat radomszczański,2021,55387,53228,96.1
1012000,Powiat radomszczański,2022,54886,52689,96.0
1012000,Powiat radomszczański,2023,54497,52174,95.74
1012000,Powiat radomszczański,2024,53944,51679,95.8
1013000,Powiat rawski,2013,25072,24505,97.74
1013000,Powiat rawski,2014,24997,24422,97.7
1013000,Powiat rawski,2015,24912,24327,97.65
1013000,Powiat rawski,2016,24846,24235,97.54
1013000,Powiat rawski,2017,24836,24161,97.28
1013000,Powiat rawski,2018,24741,24067,97.28
1013000,Powiat rawski,2019,24650,23942,97.13
1013000,Powiat rawski,2020,23940,23238,97.07
1013000,Powiat rawski,2021,23722,23027,97.07
1013000,Powiat rawski,2022,23551,22864,97.08
1013000,Powiat rawski,2023,23370,22712,97.18
1013000,Powiat rawski,2024,23180,22484,97.0
1014000,Powiat sieradzki,2013,61337,58720,95.73
1014000,Powiat sieradzki,2014,61166,58456,95.57
1014000,Powiat sieradzki,2015,61011,58257,95.49
1014000,Powiat sieradzki,2016,60866,58143,95.53
1014000,Powiat sieradzki,2017,60764,57928,95.33
1014000,Powiat sieradzki,2018,60553,57687,95.27
1014000,Powiat sieradzki,2019,60262,57412,95.27
1014000,Powiat sieradzki,2020,58447,55703,95.31
1014000,Powiat sieradzki,2021,57936,55259,95.38
1014000,Powiat sieradzki,2022,57485,54865,95.44
1014000,Powiat sieradzki,2023,57076,54401,95.31
1014000,Powiat sieradzki,2024,56715,53950,95.12
1015000,Powiat skierniewicki,2013,19355,18937,97.84
1015000,Powiat skierniewicki,2014,19301,18897,97.91
1015000,Powiat skierniewicki,2015,19264,18913,98.18
1015000,Powiat skierniewicki,2016,19290,18908,98.02
1015000,Powiat skierniewicki,2017,19271,18953,98.35
1015000,Powiat skierniewicki,2018,19211,18984,98.82
1015000,Powiat skierniewicki,2019,19194,18980,98.89
1015000,Powiat skierniewicki,2020,19129,18993,99.29
1015000,Powiat skierniewicki,2021,19006,18873,99.3
1015000,Powiat skierniewicki,2022,18972,18827,99.24
1015000,Powiat skierniewicki,2023,18989,18798,98.99
1015000,Powiat skierniewicki,2024,18922,18748,99.08
1016000,Powiat tomaszowski,2013,62245,57514,92.4
1016000,Powiat tomaszowski,2014,61954,57319,92.52
1016000,Powiat tomaszowski,2015,61691,56980,92.36
1016000,Powiat tomaszowski,2016,61433,56801,92.46
1016000,Powiat tomaszowski,2017,61280,56572,92.32
1016000,Powiat tomaszowski,2018,61040,56219,92.1
1016000,Powiat tomaszowski,2019,60688,55831,92.0
1016000,Powiat tomaszowski,2020,59161,54246,91.69
1016000,Powiat tomaszowski,2021,58647,53656,91.49
1016000,Powiat tomaszowski,2022,58176,53263,91.55
1016000,Powiat tomaszowski,2023,57767,52867,91.52
1016000,Powiat tomaszowski,2024,57186,52402,91.63
1017000,Powiat wieluński,2013,39734,37986,95.6
1017000,Powiat wieluński,2014,39624,37889,95.62
1017000,Powiat wieluński,2015,39455,37835,95.89
1017000,Powiat wieluński,2016,39380,37858,96.14
1017000,Powiat wieluński,2017,39247,37770,96.24
1017000,Powiat wieluński,2018,39081,37618,96.26
1017000,Powiat wieluński,2019,38854,37402,96.26
1017000,Powiat wieluński,2020,37938,36269,95.6
1017000,Powiat wieluński,2021,37671,35988,95.53
1017000,Powiat wieluński,2022,37407,35733,95.52
1017000,Powiat wieluński,2023,37139,35447,95.44
1017000,Powiat wieluński,2024,36908,35105,95.11
1018000,Powiat wieruszowski,2013,21338,20922,98.05
1018000,Powiat wieruszowski,2014,21309,20887,98.02
1018000,Powiat wieruszowski,2015,21345,20850,97.68
1018000,Powiat wieruszowski,2016,21352,20885,97.81
1018000,Powiat wieruszowski,2017,21314,20941,98.25
1018000,Powiat wieruszowski,2018,21296,20917,98.22
1018000,Powiat wieruszowski,2019,21260,20845,98.05
1018000,Powiat wieruszowski,2020,21144,20751,98.14
1018000,Powiat wieruszowski,2021,21054,20617,97.92
1018000,Powiat wieruszowski,2022,21035,20548,97.68
1018000,Powiat wieruszowski,2023,20949,20503,97.87
1018000,Powiat wieruszowski,2024,20888,20407,97.7
1019000,Powiat zduńskowolski,2013,35084,32844,93.62
1019000,Powiat zduńskowolski,2014,34951,32797,93.84
1019000,Powiat zduńskowolski,2015,34856,32627,93.61
1019000,Powiat zduńskowolski,2016,34734,32514,93.61
1019000,Powiat zduńskowolski,2017,34655,32394,93.48
1019000,Powiat zduńskowolski,2018,34476,32290,93.66
1019000,Powiat zduńskowolski,2019,34236,32144,93.89
1019000,Powiat zduńskowolski,2020,33410,31299,93.68
1019000,Powiat zduńskowolski,2021,33138,31075,93.77
1019000,Powiat zduńskowolski,2022,32898,30844,93.76
1019000,Powiat zduńskowolski,2023,32701,30625,93.65
1019000,Powiat zduńskowolski,2024,32488,30388,93.54
1020000,Powiat zgierski,2013,86173,78508,91.11
1020000,Powiat zgierski,2014,86403,78585,90.95
1020000,Powiat zgierski,2015,86525,78605,90.85
1020000,Powiat zgierski,2016,86684,78522,90.58
1020000,Powiat zgierski,2017,86988,78618,90.38
1020000,Powiat zgierski,2018,87158,78758,90.36
1020000,Powiat zgierski,2019,87235,78878,90.42
1020000,Powiat zgierski,2020,87645,80092,91.38
1020000,Powiat zgierski,2021,87323,79696,91.27
1020000,Powiat zgierski,2022,87057,79480,91.3
1020000,Powiat zgierski,2023,87014,79326,91.16
1020000,Powiat zgierski,2024,86743,79097,91.19
1021000,Powiat brzeziński,2013,15927,14996,94.15
1021000,Powiat brzeziński,2014,15973,14972,93.73
1021000,Powiat brzeziński,2015,15956,14977,93.86
1021000,Powiat brzeziński,2016,15930,14982,94.05
1021000,Powiat brzeziński,2017,15891,14993,94.35
1021000,Powiat brzeziński,2018,15877,15013,94.56
1021000,Powiat brzeziński,2019,15873,14960,94.25
1021000,Powiat brzeziński,2020,15751,14706,93.37
1021000,Powiat brzeziński,2021,15718,14656,93.24
1021000,Powiat brzeziński,2022,15660,14586,93.14
1021000,Powiat brzeziński,2023,15617,14542,93.12
1021000,Powiat brzeziński,2024,15559,14521,93.33
1061000,Powiat m. Łódź,2013,387624,323708,83.51
1061000,Powiat m. Łódź,2014,384700,321304,83.52
1061000,Powiat m. Łódź,2015,382004,318978,83.5
1061000,Powiat m. Łódź,2016,379373,317130,83.59
1061000,Powiat m. Łódź,2017,375786,314636,83.73
1061000,Powiat m. Łódź,2018,372957,312328,83.74
1061000,Powiat m. Łódź,2019,369987,309954,83.77
1061000,Powiat m. Łódź,2020,366373,306630,83.69
1061000,Powiat m. Łódź,2021,361791,303069,83.77
1061000,Powiat m. Łódź,2022,358131,300313,83.86
1061000,Powiat m. Łódź,2023,354388,297627,83.98
1061000,Powiat m. Łódź,2024,350836,294857,84.04
1062000,Powiat m. Piotrków Trybunalski,2013,40220,35683,88.72
1062000,Powiat m. Piotrków Trybunalski,2014,40062,35546,88.73
1062000,Powiat m. Piotrków Trybunalski,2015,39849,35334,88.67
1062000,Powiat m. Piotrków Trybunalski,2016,39643,35051,88.42
1062000,Powiat m. Piotrków Trybunalski,2017,39477,34835,88.24
1062000,Powiat m. Piotrków Trybunalski,2018,39178,34492,88.04
1062000,Powiat m. Piotrków Trybunalski,2019,38887,34203,87.95
1062000,Powiat m. Piotrków Trybunalski,2020,36830,32444,88.09
1062000,Powiat m. Piotrków Trybunalski,2021,36329,31941,87.92
1062000,Powiat m. Piotrków Trybunalski,2022,35822,31442,87.77
1062000,Powiat m. Piotrków Trybunalski,2023,35417,31102,87.82
1062000,Powiat m. Piotrków Trybunalski,2024,35171,30851,87.72
1063000,Powiat m. Skierniewice,2013,25385,23249,91.59
1063000,Powiat m. Skierniewice,2014,25405,23255,91.54
1063000,Powiat m. Skierniewice,2015,25274,23114,91.45
1063000,Powiat m. Skierniewice,2016,25208,23119,91.71
1063000,Powiat m. Skierniewice,2017,25197,23111,91.72
1063000,Powiat m. Skierniewice,2018,25120,23058,91.79
1063000,Powiat m. Skierniewice,2019,25106,22983,91.54
1063000,Powiat m. Skierniewice,2020,24371,22177,91.0
1063000,Powiat m. Skierniewice,2021,24094,21839,90.64
1063000,Powiat m. Skierniewice,2022,23923,21637,90.44
1063000,Powiat m. Skierniewice,2023,23763,21421,90.14
1063000,Powiat m. Skierniewice,2024,23737,21384,90.09
1201000,Powiat bocheński,2013,53140,51625,97.15
1201000,Powiat bocheński,2014,53289,51794,97.19
1201000,Powiat bocheński,2015,53440,51976,97.26
1201000,Powiat bocheński,2016,53636,52111,97.16
1201000,Powiat bocheński,2017,53772,52324,97.31
1201000,Powiat bocheński,2018,53922,52592,97.53
1201000,Powiat bocheński,2019,54023,52835,97.8
1201000,Powiat bocheński,2020,54085,52753,97.54
1201000,Powiat bocheński,2021,54013,52702,97.57
1201000,Powiat bocheński,2022,54053,52825,97.73
1201000,Powiat bocheński,2023,54117,52829,97.62
1201000,Powiat bocheński,2024,54220,52765,97.32
1202000,Powiat brzeski,2013,46817,45964,98.18
1202000,Powiat brzeski,2014,46924,45984,98.0
1202000,Powiat brzeski,2015,46972,46011,97.95
1202000,Powiat brzeski,2016,46945,46056,98.11
1202000,Powiat brzeski,2017,46947,46217,98.45
1202000,Powiat brzeski,2018,46991,46215,98.35
1202000,Powiat brzeski,2019,46946,46255,98.53
1202000,Powiat brzeski,2020,46564,45733,98.22
1202000,Powiat brzeski,2021,46443,45549,98.08
1202000,Powiat brzeski,2022,46325,45498,98.21
1202000,Powiat brzeski,2023,46293,45377,98.02
1202000,Powiat brzeski,2024,46175,45165,97.81
1203000,Powiat chrzanowski,2013,65604,61697,94.04
1203000,Powiat chrzanowski,2014,65402,61443,93.95
1203000,Powiat chrzanowski,2015,65217,61246,93.91
1203000,Powiat chrzanowski,2016,65070,60984,93.72
1203000,Powiat chrzanowski,2017,64898,60827,93.73
1203000,Powiat chrzanowski,2018,64691,60694,93.82
1203000,Powiat chrzanowski,2019,64285,60251,93.72
1203000,Powiat chrzanowski,2020,63000,58759,93.27
1203000,Powiat chrzanowski,2021,62475,58219,93.19
1203000,Powiat chrzanowski,2022,61972,57747,93.18
1203000,Powiat chrzanowski,2023,61421,57263,93.23
1203000,Powiat chrzanowski,2024,60995,56761,93.06
1204000,Powiat dąbrowski,2013,29864,29649,99.28
1204000,Powiat dąbrowski,2014,29857,29614,99.19
1204000,Powiat dąbrowski,2015,29786,29588,99.34
1204000,Powiat dąbrowski,2016,29742,29600,99.52
1204000,Powiat dąbrowski,2017,29735,29576,99.47
1204000,Powiat dąbrowski,2018,29751,29599,99.49
1204000,Powiat dąbrowski,2019,29649,29525,99.58
1204000,Powiat dąbrowski,2020,29353,28941,98.6
1204000,Powiat dąbrowski,2021,29196,28795,98.63
1204000,Powiat dąbrowski,2022,29133,28676,98.43
1204000,Powiat dąbrowski,2023,28993,28557,98.5
1204000,Powiat dąbrowski,2024,28852,28401,98.44
1205000,Powiat gorlicki,2013,55185,54016,97.88
1205000,Powiat gorlicki,2014,55170,54011,97.9
1205000,Powiat gorlicki,2015,55086,54054,98.13
1205000,Powiat gorlicki,2016,55109,53940,97.88
1205000,Powiat gorlicki,2017,55051,54025,98.14
1205000,Powiat gorlicki,2018,55047,54057,98.2
1205000,Powiat gorlicki,2019,54968,53918,98.09
1205000,Powiat gorlicki,2020,54057,52864,97.79
1205000,Powiat gorlicki,2021,53725,52553,97.82
1205000,Powiat gorlicki,2022,53445,52337,97.93
1205000,Powiat gorlicki,2023,53266,52056,97.73
1205000,Powiat gorlicki,2024,52889,51703,97.76
1206000,Powiat krakowski,2013,136236,130413,95.73
1206000,Powiat krakowski,2014,137122,131395,95.82
1206000,Powiat krakowski,2015,137987,132503,96.03
1206000,Powiat krakowski,2016,139137,133454,95.92
1206000,Powiat krakowski,2017,140319,134524,95.87
1206000,Powiat krakowski,2018,141491,135654,95.87
